"","SITE_ID","LAT_DD83","LON_DD83","ECO_TYPE"
"3053","NLA_3053",48.1678,-114.3675,"Lake"
"3054","NLA_3054",41.2363,-79.6561,"Lake"
"3055","NLA_3055",39.6535,-82.4738,"Lake"
"3056","NLA_3056",33.406,-114.7139,"Lake"
"3057","NLA_3057",43.798,-85.313,"Lake"
"3058","NLA_3058",42.5678,-85.4512,"Lake"
"3059","NLA_3059",34.4176,-93.0701,"Lake"
"3060","NLA_3060",33.0266,-114.5091,"Lake"
"3061","NLA_3061",42.3517,-101.2442,"Lake"
"3062","NLA_3062",40.9465,-100.2425,"Lake"
"3063","NLA_3063",40.7203,-99.6973,"Lake"
"3064","NLA_3064",40.5793,-96.8448,"Lake"
"3065","NLA_3065",47.12,-122.5772,"Lake"
"3066","NLA_3066",45.9126,-99.216,"Lake"
"3067","NLA_3067",40.7651,-96.8541,"Lake"
"3068","NLA_3068",44.2086,-96.8447,"Lake"
"3069","NLA_3069",48.3806,-110.9853,"Lake"
"3070","NLA_3070",39.776,-81.5225,"Lake"
"3071","NLA_3071",39.9857,-107.231,"Lake"
"3072","NLA_3072",34.4933,-117.2619,"Lake"
"3073","NLA_3073",45.1937,-90.4419,"Lake"
"3074","NLA_3074",33.235,-116.7444,"Lake"
"3075","NLA_3075",44.8779,-96.634,"Lake"
"3076","NLA_3076",45.7562,-99.6458,"Lake"
"3077","NLA_3077",45.8112,-99.2828,"Lake"
"3078","NLA_3078",48.0266,-109.6238,"Lake"
"3079","NLA_3079",40.1741,-107.7039,"Lake"
"3080","NLA_3080",45.508,-96.5129,"Lake"
"3081","NLA_3081",40.2325,-92.6989,"Lake"
"3082","NLA_3082",46.4222,-121.5972,"Lake"
"3083","NLA_3083",46.6501,-94.1249,"Lake"
"3084","NLA_3084",41.6958,-75.1328,"Lake"
"3085","NLA_3085",46.4741,-92.0449,"Lake"
"3086","NLA_3086",44.8677,-86.0182,"Lake"
"3087","NLA_3087",45.7645,-90.6604,"Lake"
"3088","NLA_3088",40.142,-92.5746,"Lake"
"3089","NLA_3089",38.6608,-85.7545,"Lake"
"3090","NLA_3090",37.8246,-107.8851,"Lake"
"3091","NLA_3091",32.0483,-95.9987,"Lake"
"3092","NLA_3092",41.0924,-96.3533,"Lake"
"3093","NLA_3093",48.9661,-109.7597,"Lake"
"3094","NLA_3094",40.508,-90.1612,"Lake"
"3095","NLA_3095",39.7155,-86.2118,"Lake"
"3096","NLA_3096",44.5955,-97.1985,"Lake"
"3097","NLA_3097",45.7784,-69.1245,"Lake"
"3098","NLA_3098",32.3824,-81.9293,"Lake"
"3099","NLA_3099",40.8313,-110.0194,"Lake"
"3100","NLA_3100",37.18,-121.691,"Lake"
"3101","NLA_3101",46.5592,-91.3936,"Lake"
"3102","NLA_3102",45.7344,-92.5386,"Lake"
"3103","NLA_3103",46.4845,-86.1051,"Lake"
"3104","NLA_3104",38.9372,-85.1951,"Lake"
"3105","NLA_3105",47.0334,-122.908,"Lake"
"3106","NLA_3106",35.1167,-112.0134,"Lake"
"3107","NLA_3107",39.1001,-111.2003,"Lake"
"3108","NLA_3108",37.4168,-108.4057,"Lake"
"3109","NLA_3109",40.1691,-96.8307,"Lake"
"3110","NLA_3110",40.9883,-90.4034,"Lake"
"3111","NLA_3111",48.4124,-110.0578,"Lake"
"3112","NLA_3112",29.1609,-95.3252,"Lake"
"3113","NLA_3113",40.1432,-107.1177,"Lake"
"3114","NLA_3114",32.0563,-96.7318,"Lake"
"3115","NLA_3115",46.3452,-91.7537,"Lake"
"3116","NLA_3116",39.0367,-85.6802,"Lake"
"3117","NLA_3117",36.3873,-96.8232,"Lake"
"3118","NLA_3118",40.6746,-110.9707,"Lake"
"3119","NLA_3119",46.0336,-68.0651,"Lake"
"3120","NLA_3120",44.0709,-87.7343,"Lake"
"3121","NLA_3121",35.1967,-98.483,"Lake"
"3122","NLA_3122",40.1118,-75.8615,"Lake"
"3123","NLA_3123",48.0549,-106.442,"Lake"
"3124","NLA_3124",40.9061,-111.5912,"Lake"
"3125","NLA_3125",48.9592,-118.1271,"Lake"
"3126","NLA_3126",36.397,-97.2751,"Lake"
"3127","NLA_3127",40.8893,-109.8461,"Lake"
"3128","NLA_3128",47.2439,-95.1316,"Lake"
"3129","NLA_3129",45.8561,-95.5633,"Lake"
"3130","NLA_3130",39.9696,-121.2223,"Lake"
"3131","NLA_3131",41.4447,-81.1748,"Lake"
"3132","NLA_3132",47.9112,-90.4866,"Lake"
"3133","NLA_3133",47.1725,-68.2453,"Lake"
"3134","NLA_3134",39.7208,-86.7202,"Lake"
"3135","NLA_3135",39.4536,-87.1935,"Lake"
"3136","NLA_3136",44.2958,-87.7341,"Lake"
"3137","NLA_3137",47.5597,-93.0326,"Lake"
"3138","NLA_3138",39.0857,-86.059,"Lake"
"3139","NLA_3139",31.9103,-95.3019,"Lake"
"3140","NLA_3140",40.1217,-104.9459,"Lake"
"3141","NLA_3141",38.9393,-91.2829,"Lake"
"3142","NLA_3142",40.158,-78.973,"Lake"
"3143","NLA_3143",41.2382,-83.0204,"Lake"
"3144","NLA_3144",40.5131,-121.1652,"Lake"
"3145","NLA_3145",44.6985,-87.4999,"Lake"
"3146","NLA_3146",44.8891,-88.4749,"Lake"
"3147","NLA_3147",47.8767,-107.1252,"Lake"
"3148","NLA_3148",42.6469,-72.2185,"Lake"
"3149","NLA_3149",48.2923,-118.3228,"Lake"
"3150","NLA_3150",43.1651,-109.8032,"Lake"
"3151","NLA_3151",41.76,-70.656,"Lake"
"3152","NLA_3152",38.7398,-86.996,"Lake"
"3153","NLA_3153",48.0366,-118.8933,"Lake"
"3154","NLA_3154",40.8739,-109.1483,"Lake"
"3155","NLA_3155",41.8125,-70.6382,"Lake"
"3156","NLA_3156",42.0261,-70.8861,"Lake"
"3157","NLA_3157",34.6708,-96.652,"Lake"
"3158","NLA_3158",38.4763,-119.9997,"Lake"
"3159","NLA_3159",38.52,-75.5111,"Lake"
"3160","NLA_3160",38.3655,-81.2528,"Lake"
"3161","NLA_3161",44.8336,-121.8138,"Lake"
"3162","NLA_3162",45.4194,-87.9173,"Lake"
"3163","NLA_3163",48.9644,-115.1158,"Lake"
"3164","NLA_3164",40.0798,-105.2172,"Lake"
"3165","NLA_3165",44.7786,-121.7858,"Lake"
"3166","NLA_3166",30.007,-96.7098,"Lake"
"3167","NLA_3167",34.9767,-95.3476,"Lake"
"3168","NLA_3168",37.7887,-119.0739,"Lake"
"3169","NLA_3169",41.9896,-71.2051,"Lake"
"3170","NLA_3170",47.0769,-119.3248,"Lake"
"3171","NLA_3171",40.9225,-110.1186,"Lake"
"3172","NLA_3172",45.5771,-89.1649,"Lake"
"3173","NLA_3173",48.451,-114.3814,"Lake"
"3174","NLA_3174",43.7684,-70.6086,"Lake"
"3175","NLA_3175",41.4267,-85.7379,"Lake"
"3176","NLA_3176",46.9413,-119.2785,"Lake"
"3177","NLA_3177",42.6939,-71.3703,"Lake"
"3178","NLA_3178",38.7593,-88.0676,"Lake"
"3179","NLA_3179",41.897,-73.4471,"Lake"
"3180","NLA_3180",35.1213,-88.5025,"Lake"
"3181","NLA_3181",38.0706,-111.3751,"Lake"
"3182","NLA_3182",40.4363,-105.0337,"Lake"
"3183","NLA_3183",40.3506,-109.9412,"Lake"
"3184","NLA_3184",33.7323,-95.9947,"Lake"
"3185","NLA_3185",39.892,-86.1155,"Lake"
"3186","NLA_3186",39.6617,-84.6462,"Lake"
"3187","NLA_3187",41.1426,-74.4094,"Lake"
"3188","NLA_3188",41.6364,-85.1672,"Lake"
"3189","NLA_3189",46.622,-120.556,"Lake"
"3190","NLA_3190",35.3467,-88.8849,"Lake"
"3191","NLA_3191",36.9193,-90.3173,"Lake"
"3192","NLA_3192",42.2589,-71.9393,"Lake"
"3193","NLA_3193",39.4101,-87.8052,"Lake"
"3194","NLA_3194",38.867,-75.3802,"Lake"
"3195","NLA_3195",45.2859,-68.8935,"Lake"
"3196","NLA_3196",42.1448,-72.5129,"Lake"
"3197","NLA_3197",41.03,-74.3012,"Lake"
"3198","NLA_3198",44.7813,-109.2547,"Lake"
"3199","NLA_3199",40.2236,-104.9473,"Lake"
"3200","NLA_3200",42.3253,-77.1772,"Lake"
"3201","NLA_3201",41.2047,-106.2592,"Lake"
"3202","NLA_3202",42.3057,-72.8329,"Lake"
"3203","NLA_3203",36.303,-86.9171,"Lake"
"3204","NLA_3204",42.313,-73.1371,"Lake"
"3205","NLA_3205",36.0444,-85.5863,"Lake"
"3206","NLA_3206",42.0494,-110.0809,"Lake"
"3207","NLA_3207",45.037,-122.2654,"Lake"
"3208","NLA_3208",42.7318,-88.9424,"Lake"
"3209","NLA_3209",45.7413,-97.2671,"Lake"
"3210","NLA_3210",48.6879,-121.6679,"Lake"
"3211","NLA_3211",45.5654,-122.563,"Lake"
"3212","NLA_3212",40.4955,-83.8999,"Lake"
"3213","NLA_3213",45.0395,-109.7725,"Lake"
"3214","NLA_3214",38.3062,-87.316,"Lake"
"3215","NLA_3215",33.1705,-95.0912,"Lake"
"3216","NLA_3216",43.6064,-90.0923,"Lake"
"3217","NLA_3217",40.76,-81.1012,"Lake"
"3218","NLA_3218",42.0226,-73.4855,"Lake"
"3219","NLA_3219",34.6043,-112.4386,"Lake"
"3220","NLA_3220",39.056,-87.1462,"Lake"
"3221","NLA_3221",39.1705,-87.2912,"Lake"
"3222","NLA_3222",29.6166,-95.6484,"Lake"
"3223","NLA_3223",35.1068,-84.5879,"Lake"
"3224","NLA_3224",46.1004,-123.9286,"Lake"
"3225","NLA_3225",43.5371,-90.9594,"Lake"
"3226","NLA_3226",46.7457,-99.4969,"Lake"
"3227","NLA_3227",47.1292,-99.6204,"Lake"
"3228","NLA_3228",31.9239,-94.0803,"Lake"
"3229","NLA_3229",41.1853,-74.3473,"Lake"
"3230","NLA_3230",43.1778,-90.6716,"Lake"
"3231","NLA_3231",36.6415,-81.9365,"Lake"
"3232","NLA_3232",40.763,-74.2859,"Lake"
"3233","NLA_3233",38.4641,-85.8077,"Lake"
"3234","NLA_3234",46.2545,-89.8483,"Lake"
"3235","NLA_3235",39.8495,-74.7873,"Lake"
"3236","NLA_3236",29.8664,-95.1714,"Lake"
"3237","NLA_3237",41.648,-87.8993,"Lake"
"3238","NLA_3238",37.5956,-112.2547,"Lake"
"3239","NLA_3239",40.8638,-109.8118,"Lake"
"3240","NLA_3240",33.7351,-95.9258,"Lake"
"3241","NLA_3241",46.8311,-122.4473,"Lake"
"3242","NLA_3242",46.2516,-90.3672,"Lake"
"3243","NLA_3243",40.6711,-109.9197,"Lake"
"3244","NLA_3244",39.3604,-111.9637,"Lake"
"3245","NLA_3245",37.6031,-119.003,"Lake"
"3246","NLA_3246",47.4095,-122.7842,"Lake"
"3247","NLA_3247",46.1795,-90.9865,"Lake"
"3248","NLA_3248",40.7111,-111.9468,"Lake"
"3249","NLA_3249",32.1071,-97.8812,"Lake"
"3250","NLA_3250",31.3318,-97.2684,"Lake"
"3251","NLA_3251",40.0577,-110.6277,"Lake"
"3252","NLA_3252",37.8714,-93.2836,"Lake"
"3253","NLA_3253",44.4339,-92.0711,"Lake"
"3254","NLA_3254",39.1284,-95.654,"River/Stream"
"3255","NLA_3255",34.3375,-111.0138,"River/Stream"
"3256","NLA_3256",34.87,-112.0693,"River/Stream"
"3257","NLA_3257",37.1713,-96.8491,"River/Stream"
"3258","NLA_3258",38.5135,-85.0291,"River/Stream"
"3259","NLA_3259",38.6859,-85.1783,"River/Stream"
"3260","NLA_3260",40.1489,-80.7036,"River/Stream"
"3261","NLA_3261",40.5986,-79.7512,"River/Stream"
"3262","NLA_3262",40.76,-79.5469,"River/Stream"
"3263","NLA_3263",38.435,-121.5249,"River/Stream"
"3264","NLA_3264",35.9258,-99.5153,"River/Stream"
"3265","NLA_3265",41.6731,-97.6767,"River/Stream"
"3266","NLA_3266",37.9098,-121.3253,"River/Stream"
"3267","NLA_3267",40.758,-74.1635,"River/Stream"
"3268","NLA_3268",39.3525,-99.8315,"River/Stream"
"3269","NLA_3269",39.0458,-99.0432,"River/Stream"
"3270","NLA_3270",41.7566,-77.5552,"River/Stream"
"3271","NLA_3271",40.9155,-74.0899,"River/Stream"
"3272","NLA_3272",38.8515,-75.6696,"River/Stream"
"3273","NLA_3273",39.4955,-78.3046,"River/Stream"
"3274","NLA_3274",44.9426,-93.0215,"River/Stream"
"3275","NLA_3275",41.0507,-74.3841,"River/Stream"
"3276","NLA_3276",35.9166,-113.3347,"River/Stream"
"3277","NLA_3277",40.9075,-74.3047,"River/Stream"
"3278","NLA_3278",36.7399,-114.206,"River/Stream"
"3279","NLA_3279",38.4348,-95.7465,"River/Stream"
"3280","NLA_3280",39.4473,-78.9764,"River/Stream"
"3281","NLA_3281",40.8417,-99.7444,"River/Stream"
"3282","NLA_3282",41.5162,-79.3229,"River/Stream"
"3283","NLA_3283",46.3149,-101.6123,"River/Stream"
"3284","NLA_3284",32.7873,-96.8709,"River/Stream"
"3285","NLA_3285",44.0121,-89.7882,"River/Stream"
"3286","NLA_3286",40.5089,-74.4662,"River/Stream"
"3287","NLA_3287",34.889,-99.3774,"River/Stream"
"3288","NLA_3288",46.2786,-100.2429,"River/Stream"
"3289","NLA_3289",44.1971,-90.7307,"River/Stream"
"3290","NLA_3290",44.1774,-95.6056,"River/Stream"
"3291","NLA_3291",44.4399,-72.7138,"River/Stream"
"3292","NLA_3292",39.4325,-77.3798,"River/Stream"
"3293","NLA_3293",44.6094,-84.4564,"River/Stream"
"3294","NLA_3294",39.269,-77.4457,"River/Stream"
"3295","NLA_3295",40.3732,-81.2133,"River/Stream"
"3296","NLA_3296",39.6159,-81.9266,"River/Stream"
"3297","NLA_3297",38.4714,-93.6171,"River/Stream"
"3298","NLA_3298",33.3558,-86.6063,"River/Stream"
"3299","NLA_3299",44.5914,-85.077,"River/Stream"
"3300","NLA_3300",43.958,-99.047,"River/Stream"
"3301","NLA_3301",42.0101,-72.6323,"River/Stream"
"3302","NLA_3302",34.3032,-84.4705,"River/Stream"
"3303","NLA_3303",46.3053,-123.781,"River/Stream"
"3304","NLA_3304",47.1823,-101.7943,"River/Stream"
"3305","NLA_3305",40.4928,-112.5816,"River/Stream"
"3306","NLA_3306",39.5712,-84.6684,"River/Stream"
"3307","NLA_3307",40.5208,-81.3062,"River/Stream"
"3308","NLA_3308",44.1427,-86.0119,"River/Stream"
"3309","NLA_3309",40.1165,-92.7621,"River/Stream"
"3310","NLA_3310",42.8286,-85.6665,"River/Stream"
"3311","NLA_3311",39.3139,-77.4119,"River/Stream"
"3312","NLA_3312",33.1147,-87.1191,"River/Stream"
"3313","NLA_3313",43.4301,-85.7199,"River/Stream"
"3314","NLA_3314",41.0283,-83.213,"River/Stream"
"3315","NLA_3315",40.6333,-81.5427,"River/Stream"
"3316","NLA_3316",41.2338,-84.5905,"River/Stream"
"3317","NLA_3317",38.7022,-96.9835,"River/Stream"
"3318","NLA_3318",44.8066,-72.1368,"River/Stream"
"3319","NLA_3319",44.7854,-72.0285,"River/Stream"
"3320","NLA_3320",41.247,-81.5558,"River/Stream"
"3321","NLA_3321",39.7287,-75.6832,"River/Stream"
"3322","NLA_3322",30.5778,-91.5216,"River/Stream"
"3323","NLA_3323",39.1073,-96.6073,"River/Stream"
"3324","NLA_3324",48.1091,-96.1111,"River/Stream"
"3325","NLA_3325",35.8146,-98.7021,"River/Stream"
"3326","NLA_3326",37.8135,-112.0533,"River/Stream"
"3327","NLA_3327",38.6055,-83.9559,"River/Stream"
"3328","NLA_3328",39.1039,-96.4906,"River/Stream"
"3329","NLA_3329",35.0758,-92.6397,"River/Stream"
"3330","NLA_3330",45.8833,-90.681,"River/Stream"
"3331","NLA_3331",47.0914,-120.3099,"River/Stream"
"3332","NLA_3332",38.9342,-107.3195,"River/Stream"
"3333","NLA_3333",37.7867,-96.4302,"River/Stream"
"3334","NLA_3334",41.0624,-76.8562,"River/Stream"
"3335","NLA_3335",37.4304,-112.3516,"River/Stream"
"3336","NLA_3336",40.3197,-84.6303,"River/Stream"
"3337","NLA_3337",45.9805,-102.8498,"River/Stream"
"3338","NLA_3338",45.4829,-91.2527,"River/Stream"
"3339","NLA_3339",43.9893,-103.7802,"River/Stream"
"3340","NLA_3340",38.6853,-85.2441,"River/Stream"
"3341","NLA_3341",44.6293,-72.0333,"River/Stream"
"3342","NLA_3342",38.1774,-79.3762,"River/Stream"
"3343","NLA_3343",39.1639,-107.8062,"River/Stream"
"3344","NLA_3344",35.5623,-93.2886,"River/Stream"
"3345","NLA_3345",39.3151,-77.6554,"River/Stream"
"3346","NLA_3346",47.7466,-112.3342,"River/Stream"
"3347","NLA_3347",38.4923,-96.5831,"River/Stream"
"3348","NLA_3348",45.3611,-87.7363,"River/Stream"
"3349","NLA_3349",43.1452,-71.186,"River/Stream"
"3350","NLA_3350",35.5424,-93.16,"River/Stream"
"3351","NLA_3351",41.5524,-116.196,"River/Stream"
"3352","NLA_3352",41.2441,-87.1157,"River/Stream"
"3353","NLA_3353",45.739,-89.5269,"River/Stream"
"3354","NLA_3354",33.0134,-87.0861,"River/Stream"
"3355","NLA_3355",41.1972,-84.708,"River/Stream"
"3356","NLA_3356",47.1315,-123.7646,"River/Stream"
"3357","NLA_3357",41.3933,-84.2958,"River/Stream"
"3358","NLA_3358",39.8109,-75.5672,"River/Stream"
"3359","NLA_3359",34.0813,-88.0212,"River/Stream"
"3360","NLA_3360",42.9393,-115.7014,"River/Stream"
"3361","NLA_3361",43.4554,-89.2491,"River/Stream"
"3362","NLA_3362",40.1914,-117.2531,"River/Stream"
"3363","NLA_3363",42.8548,-90.5293,"River/Stream"
"3364","NLA_3364",39.1952,-117.3465,"River/Stream"
"3365","NLA_3365",43.6934,-115.6677,"River/Stream"
"3366","NLA_3366",39.5758,-95.0716,"River/Stream"
"3367","NLA_3367",30.7948,-91.2054,"River/Stream"
"3368","NLA_3368",44.5677,-92.4859,"River/Stream"
"3369","NLA_3369",34.227,-95.4932,"River/Stream"
"3370","NLA_3370",41.2639,-105.3197,"River/Stream"
"3371","NLA_3371",41.5268,-117.4287,"River/Stream"
"3372","NLA_3372",35.9677,-97.1255,"River/Stream"
"3373","NLA_3373",33.8902,-109.472,"River/Stream"
"3374","NLA_3374",43.8292,-103.4591,"River/Stream"
"3375","NLA_3375",46.4578,-110.3713,"River/Stream"
"3376","NLA_3376",46.2486,-101.5315,"River/Stream"
"3377","NLA_3377",40.8444,-73.9555,"River/Stream"
"3378","NLA_3378",42.1985,-77.4111,"River/Stream"
"3379","NLA_3379",42.3268,-86.1368,"River/Stream"
"3380","NLA_3380",44.0616,-103.6927,"River/Stream"
"3381","NLA_3381",31.7304,-99.9392,"River/Stream"
"3382","NLA_3382",44.0347,-116.917,"River/Stream"
"3383","NLA_3383",41.3989,-73.3867,"River/Stream"
"3384","NLA_3384",41.6044,-71.4962,"River/Stream"
"3385","NLA_3385",44.1343,-91.7392,"River/Stream"
"3386","NLA_3386",45.7653,-117.7599,"River/Stream"
"3387","NLA_3387",41.6524,-106.3136,"River/Stream"
"3388","NLA_3388",34.484,-92.8422,"River/Stream"
"3389","NLA_3389",38.3339,-75.3231,"River/Stream"
"3390","NLA_3390",40.4491,-74.9138,"River/Stream"
"3391","NLA_3391",40.7497,-105.852,"River/Stream"
"3392","NLA_3392",43.8318,-71.005,"River/Stream"
"3393","NLA_3393",45.8587,-117.6355,"River/Stream"
"3394","NLA_3394",29.6798,-91.2856,"River/Stream"
"3395","NLA_3395",39.1886,-76.8537,"River/Stream"
"3396","NLA_3396",40.043,-74.6017,"River/Stream"
"3397","NLA_3397",44.6228,-75.227,"River/Stream"
"3398","NLA_3398",39.8384,-75.3539,"River/Stream"
"3399","NLA_3399",41.6012,-106.4195,"River/Stream"
"3400","NLA_3400",45.4332,-115.9813,"River/Stream"
"3401","NLA_3401",45.415,-116.1287,"River/Stream"
"3402","NLA_3402",35.6855,-96.4149,"River/Stream"
"3403","NLA_3403",39.5008,-121.9976,"River/Stream"
"3404","NLA_3404",39.8775,-75.1315,"River/Stream"
"3405","NLA_3405",29.7636,-91.4442,"River/Stream"
"3406","NLA_3406",44.9134,-74.9395,"River/Stream"
"3407","NLA_3407",44.8098,-93.499,"River/Stream"
"3408","NLA_3408",36.5858,-97.0339,"River/Stream"
"3409","NLA_3409",40.4734,-122.3032,"River/Stream"
"3410","NLA_3410",43.6813,-123.6684,"River/Stream"
"3411","NLA_3411",46.6872,-85.167,"River/Stream"
"3412","NLA_3412",34.3619,-77.9338,"River/Stream"
"3413","NLA_3413",40.6786,-99.485,"River/Stream"
"3414","NLA_3414",39.7355,-95.8258,"River/Stream"
"3415","NLA_3415",35.1482,-94.7019,"River/Stream"
"3416","NLA_3416",40.5747,-116.4405,"River/Stream"
"3417","NLA_3417",44.8172,-103.6939,"River/Stream"
"3418","NLA_3418",41.2887,-79.8439,"River/Stream"
"3419","NLA_3419",38.6619,-75.565,"River/Stream"
"3420","NLA_3420",44.8444,-75.0858,"River/Stream"
"3421","NLA_3421",44.8884,-93.1784,"River/Stream"
"3422","NLA_3422",46.2159,-102.6037,"River/Stream"
"3423","NLA_3423",41.5141,-80.7337,"River/Stream"
"3424","NLA_3424",44.5058,-75.0435,"River/Stream"
"3425","NLA_3425",46.459,-102.6568,"River/Stream"
"3426","NLA_3426",39.0603,-94.842,"River/Stream"
"3427","NLA_3427",35.8224,-81.184,"River/Stream"
"3428","NLA_3428",40.8624,-82.2462,"River/Stream"
"3429","NLA_3429",45.5462,-101.8726,"River/Stream"
"3430","NLA_3430",43.5808,-75.9591,"River/Stream"
"3431","NLA_3431",41.4408,-83.0314,"River/Stream"
"3432","NLA_3432",43.6657,-75.2947,"River/Stream"
"3433","NLA_3433",44.9478,-91.557,"River/Stream"
"3434","NLA_3434",41.6162,-104.6169,"River/Stream"
"3435","NLA_3435",41.0266,-82.7852,"River/Stream"
"3436","NLA_3436",34.7881,-91.8701,"River/Stream"
"3437","NLA_3437",37.3392,-97.2554,"River/Stream"
"3438","NLA_3438",42.1043,-93.3542,"River/Stream"
"3439","NLA_3439",37.4743,-88.5439,"River/Stream"
"3440","NLA_3440",42.4036,-91.0675,"River/Stream"
"3441","NLA_3441",43.6843,-72.5637,"River/Stream"
"3442","NLA_3442",43.801,-75.4667,"River/Stream"
"3443","NLA_3443",34.1618,-109.3017,"River/Stream"
"3444","NLA_3444",43.4445,-92.6121,"River/Stream"
"3445","NLA_3445",43.278,-103.7202,"River/Stream"
"3446","NLA_3446",41.3876,-81.2688,"River/Stream"
"3447","NLA_3447",45.3222,-93.8161,"River/Stream"
"3448","NLA_3448",39.5678,-96.2184,"River/Stream"
"3449","NLA_3449",40.1623,-88.0274,"River/Stream"
"3450","NLA_3450",41.4449,-107.4568,"River/Stream"
"3451","NLA_3451",44.1413,-119.2912,"River/Stream"
"3452","NLA_3452",40.1409,-87.7433,"River/Stream"
"3453","NLA_3453",39.2499,-93.012,"River/Stream"
"3454","NLA_3454",36.4132,-80.2648,"River/Stream"
"3455","NLA_3455",37.7066,-96.2133,"River/Stream"
"3456","NLA_3456",34.3776,-91.6251,"River/Stream"
"3457","NLA_3457",39.7146,-85.1863,"River/Stream"
"3458","NLA_3458",43.2253,-92.8064,"River/Stream"
"3459","NLA_3459",47.1895,-102.6249,"River/Stream"
"3460","NLA_3460",44.8184,-91.8793,"River/Stream"
"3461","NLA_3461",41.1856,-82.4252,"River/Stream"
"3462","NLA_3462",30.9277,-97.9934,"River/Stream"
"3463","NLA_3463",46.5942,-111.0444,"River/Stream"
"3464","NLA_3464",34.079,-86.5056,"River/Stream"
"3465","NLA_3465",43.3933,-103.3291,"River/Stream"
"3466","NLA_3466",39.0132,-85.5009,"River/Stream"
"3467","NLA_3467",47.1823,-120.9081,"River/Stream"
"3468","NLA_3468",42.6635,-93.2286,"River/Stream"
"3469","NLA_3469",40.052,-92.1571,"River/Stream"
"3470","NLA_3470",40.8355,-93.856,"River/Stream"
"3471","NLA_3471",48.2218,-105.1217,"River/Stream"
"3472","NLA_3472",44.0206,-82.9907,"River/Stream"
"3473","NLA_3473",40.8264,-74.5911,"River/Stream"
"3474","NLA_3474",43.7685,-75.5014,"River/Stream"
"3475","NLA_3475",47.6965,-116.9153,"River/Stream"
"3476","NLA_3476",43.9457,-72.7111,"River/Stream"
"3477","NLA_3477",40.545,-84.9255,"River/Stream"
"3478","NLA_3478",41.7772,-94.4988,"River/Stream"
"3479","NLA_3479",46.609,-111.0762,"River/Stream"
"3480","NLA_3480",34.9179,-86.1329,"River/Stream"
"3481","NLA_3481",39.3675,-86.0676,"River/Stream"
"3482","NLA_3482",47.7586,-103.7374,"River/Stream"
"3483","NLA_3483",47.8231,-103.9888,"River/Stream"
"3484","NLA_3484",42.105,-89.1695,"River/Stream"
"3485","NLA_3485",40.863,-91.6607,"River/Stream"
"3486","NLA_3486",39.2401,-82.7636,"River/Stream"
"3487","NLA_3487",48.1699,-116.7366,"River/Stream"
"3488","NLA_3488",47.5812,-102.831,"River/Stream"
"3489","NLA_3489",40.8218,-88.377,"River/Stream"
"3490","NLA_3490",48.2663,-116.8605,"River/Stream"
"3491","NLA_3491",47.3171,-116.3267,"River/Stream"
"3492","NLA_3492",41.6074,-91.6709,"River/Stream"
"3493","NLA_3493",46.7603,-116.5153,"River/Stream"
"3494","NLA_3494",41.8792,-71.471,"River/Stream"
"3495","NLA_3495",33.5848,-87.0957,"River/Stream"
"3496","NLA_3496",42.4373,-93.3456,"River/Stream"
"3497","NLA_3497",39.7052,-87.0788,"River/Stream"
"3498","NLA_3498",38.9645,-91.6246,"River/Stream"
"3499","NLA_3499",45.2628,-118.3998,"River/Stream"
"3500","NLA_3500",39.8867,-104.9311,"River/Stream"
"3501","NLA_3501",39.1946,-90.5695,"River/Stream"
"3502","NLA_3502",44.8743,-74.1431,"River/Stream"
"3503","NLA_3503",39.0424,-92.3967,"River/Stream"
"3504","NLA_3504",45.9914,-111.4634,"River/Stream"
"3505","NLA_3505",42.8849,-88.5388,"River/Stream"
"3506","NLA_3506",41.1521,-96.5485,"River/Stream"
"3507","NLA_3507",34.0696,-84.5364,"River/Stream"
"3508","NLA_3508",41.1758,-80.7251,"River/Stream"
"3509","NLA_3509",36.9514,-95.0354,"River/Stream"
"3510","NLA_3510",43.48,-97.1301,"River/Stream"
"3511","NLA_3511",44.329,-87.6352,"River/Stream"
"3512","NLA_3512",32.2287,-87.1483,"River/Stream"
"3513","NLA_3513",43.6245,-72.3318,"River/Stream"
"3514","NLA_3514",48.0059,-106.1089,"River/Stream"
"3515","NLA_3515",40.1534,-89.9167,"River/Stream"
"3516","NLA_3516",38.9396,-94.9813,"River/Stream"
"3517","NLA_3517",29.9463,-92.4616,"River/Stream"
"3518","NLA_3518",46.3368,-89.6784,"River/Stream"
"3519","NLA_3519",43.2777,-97.2945,"River/Stream"
"3520","NLA_3520",48.8824,-119.0718,"River/Stream"
"3521","NLA_3521",38.5376,-92.3192,"River/Stream"
"3522","NLA_3522",45.4476,-91.8786,"River/Stream"
"3523","NLA_3523",32.761,-94.3003,"River/Stream"
"3524","NLA_3524",39.0018,-94.8037,"River/Stream"
"3525","NLA_3525",46.7153,-89.3949,"River/Stream"
"3526","NLA_3526",42.079,-97.9092,"River/Stream"
"3527","NLA_3527",39.6893,-84.2581,"River/Stream"
"3528","NLA_3528",39.0342,-92.5734,"River/Stream"
"3529","NLA_3529",42.7231,-76.4633,"River/Stream"
"3530","NLA_3530",41.121,-81.5198,"River/Stream"
"3531","NLA_3531",31.7417,-88.0956,"River/Stream"
"3532","NLA_3532",38.4385,-119.0592,"River/Stream"
"3533","NLA_3533",37.4715,-87.1137,"River/Stream"
"3534","NLA_3534",42.5415,-76.3008,"River/Stream"
