"LTER_site","local_site","year","date","time","pH","cond","ANC","acid","alkal","H+","NH4+","Ca++","Mg++","Na+","K+","Cl-","NO3-","SO4--","PO4---","Si","cat_sum","an_sum","chg_bal","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP","d18O","d18O_sdev","dDeut","dD_sdev","D_excess","Trit","T_sdev","TOC","DOC","POC","comments"
"NWT","SADDLE STREAM",2008,2008-05-29,"1410","6.37","18.48","110.31","NP","NP","0.426579518801592","u","107.991780292485","29.267917599753211","23.21581640796353","22.9823924779593","8.6875581756127822","9.2734606458521824","25.7543076525896","0.77484341705946924","35.8757031973225","154.800169891114","183.884486296963","0.0858743254955656","25.560981530267654","21.00094954557462","4.5600319846930333","11.727488899722438","9.2734606458521824","0.41002130819396909","0.24859559630657971","0.16142571188738938","u","0.25828113901982308","-18.746808237986432","3.2537631561321133E-2","NP","0.30571384332454687","12.500520589150852","NP","NP","NP","7.5460000000000003","NP",NaN
"NWT","SADDLE STREAM",2008,2008-06-05,"0900","6.54","15.15","113.51","NP","NP","0.28840315031266","u","98.0158979092257","20.642620572538352","24.991622612393318","9.35235364037567","2.961667559867994","2.1933750397146032","20.486854268511","0.29056628139730095","51.8064160079755","139.442463149491","153.290897884846","0.0473073334942865","9.6635895678496713","6.2348019162258064","3.4287876516238649","4.0414268765112027","2.1933750397146032","0.15819719764964163","0.13236908374765935","2.582811390198228E-2","3.5513656615225694E-2","9.6855427132433655E-2","-19.399589486834788","5.2319735206242925E-2","NP","0.12575415609705431","14.048138257928741","NP","NP","NP","3.431","NP",NaN
"NWT","SADDLE STREAM",2008,2008-06-12,"1345","6.66","16.93","123.81","NP","NP","0.218776162394955","u","107.991780292485","22.16473181263509","36.36395270946246","7.88107854503161","2.1718895439031956","2.1772472820696431","27.7946650899006","0.27119519597081421","85.8603930784021","156.224997111844","174.620319522009","0.0556009756986313","8.5941013943327125","4.730236244083188","3.8638651502495245","2.5529889620135449","2.1772472820696431","0.10331245560792923","0.10008394137018145","u","u","9.0398398656938064E-2","-18.77498712125082","9.4874173742695699E-3","NP","0.20137348391451662","12.410626404608024","NP","NP","NP","2.4830000000000001","NP","Silica was checked."
"NWT","SADDLE STREAM",2008,2008-06-19,"1550","6.68","12.2","79.13","NP","NP","0.208929613085404","u","80.366259846536","16.351604288828987","21.445471922330771","6.11554843061874","1.3256988125123401","3.1932960137021431","16.2187596292379","0.28088073868405755","63.1100904365164","100.148635194136","124.4878141014","0.108349197040781","13.796397438368782","12.708203930975889","1.0881935073928926","9.5149079172737459","3.1932960137021431","0.13236908374765935","0.11622651255892039","1.6142571188738963E-2","2.259959966423454E-2","9.3626912894685846E-2","-19.321677300308409","2.4852193569415853E-2","NP","2.6885267129193521E-2","12.194035818672432","NP","NP","NP","2.46","NP",NaN
"NWT","SADDLE STREAM",2008,2008-06-26,"1510","6.69","11.54","89.18","NP","NP","0.204173794466953","u","71.1577530312196","14.092584203269185","24.171291477089834","5.77975551122705","0.87439708910388392","2.241758312649484","15.8231801260858","0.18402531155162391","55.3708609271523","108.303360839391","115.405558017273","0.0317474922957027","9.9362584887075798","10.755262857913117","u","8.5135045452636327","2.241758312649484","0.60696067669658427","0.10331245560792923","0.50364822108865503","4.1970685090721264E-2","6.1341770517207968E-2","-19.026944133582401","2.0122363083581927E-2","NP","7.050920008837723E-2","10.85753699968825","NP","NP","NP","1.9245758024990789","NP",NaN
"NWT","SADDLE STREAM",2008,2008-07-03,"1415","6.62","12.35","96.4","NP","NP","0.239883291901948","u","74.9946308709348","13.994458393524219","28.149208700580253","5.0856558638779","0.64874622739965582","1.5966480068510716","14.2825020611774","u","60.3616036459446","112.927896295428","122.463837120819","0.0405109418542257","7.1394404106606126","7.8533844517266731","u","6.2567364448756013","1.5966480068510716","0.53270484922838512","0.10331245560792923","0.42939239362045589","0.10331245560792923","u","-19.030730000563249","7.5134399916624451E-3","NP","0.13100427952023108","11.152392733211741","NP","NP","NP","1.915","NP",NaN
"NWT","SADDLE STREAM",2008,2008-07-10,"1515","7.04","15.34","127.65","NP","NP","0.091201083935591","u","94.1790200695105","16.846248255990691","37.782264388763714","4.64427333527468","1.043635235382055","0.98379321634257944","18.4256768573499","u","80.2093213700776","148.103105309075","153.543007133475","0.018034052487372","9.2926956385158519","7.88","1.412695638515852","6.8962067836574201","0.98379321634257944","0.60373216245883654","8.3941370181442501E-2","0.519790792277394","8.3941370181442501E-2","u","-18.496041498331145","0.10133842278240822","NP","0.15268055942713632","12.218253659421634","NP","NP","NP","2.3490000000000002","NP",NaN
"NWT","SADDLE STREAM",2008,2008-07-17,"1450","6.8","18.65","149.65","NP","NP","0.158489319246111","u","111.903608439851","20.620623946562997","46.363136610218447","4.35001831620587","0.98722251995599797","0.95153770105265878","23.9637899014799","0.38742170852973462","104.615858434807","175.939971831018","183.395876632085","0.0207491260138832","6.7824683901275815","7.1822770531245759","u","6.2307393520719172","0.95153770105265878","0.15819719764964163","9.6855427132433655E-2","6.1341770517207975E-2","u","0.12914056950991154","-18.198593971712189","4.9187644869214557E-2","NP","0.17127294577556509","12.976582962357867","NP","NP","NP","1.0529999999999999","NP",NaN
"NWT","SADDLE STREAM",2008,2008-07-24,"1525","7.06","16.82","141.1","NP","NP","0.0870963589956081","1.0709160615990918","108.795611427753","19.29449194717273","46.078312183281298","4.05576329713706","2.4539531210334808","0.30642739525424606","20.8616137978131","u","98.2404400769067","164.721994314101","179.382191275939","0.0426039483847021","5.5554480315164545","4.7223734028668858","0.83307462864956872","3.3450299460135478","1.3773434568533378","0.21631045392910184","u","0.21631045392910184","u","u","-18.03617084463626","2.5577417804175041E-2","NP","0.16004738564071649","12.114007946123138","NP","NP","NP","0.90094703958777855","NP",NaN
"NWT","SADDLE STREAM",2008,2008-07-31,"1605","7.14","19.25","174.64","NP","NP","0.0724435960074991","u","120.450600223122","21.796531225199534","52.986427376488713","3.90863578760265","0.56412715426057025","u","24.0678897707304","u","123.991276792708","199.272016924991","199.21463820842","-0.00014399156366063","5.5687635203152777","4.2775483252602813","1.2912151950549964","4.2775483252602813","u","0.12591205527216376","u","0.12591205527216376","u","u","-17.987399004790465","8.5768574275935146E-3","NP","0.23411385830934989","12.448098657767787","NP","NP","NP","0.8054416738639768","NP",NaN
