"UniqueLakeName","Lat","Lon","DOC_Median","TN_Median","TP_Median","pH"
"L3973",44.330266,-83.667992,NA,NA,0.0165,NA
"L3974",44.341195,-89.150355,NA,NA,0.013,7.7
"L3975",44.3299484210526,-68.6938442105263,0.002425,0.1305,0.007,NA
"L3976",44.3324,-93.44614,NA,NA,NA,NA
"L3977",44.3312875675676,-68.2552724324324,0.001925,0.1355,0.00255,NA
"L3978",44.33333,-65.93333,NA,0.52,0.06,NA
"L3979",44.3388866666667,-64.58889,NA,0.16,0.025,NA
"L3980",44.3336,-69.03477,0.00383,0.146,0.008,NA
"L3981",44.3356316666667,-85.28446,NA,NA,0.0145,NA
"L3982",44.33818,-93.95245,NA,NA,NA,NA
"L3983",44.33826,-84.65609,NA,NA,NA,5.67
"L3984",44.3403328,-70.277657,0.00297,0.169,0.009,NA
"L3985",44.3404375,-83.6583475,NA,NA,0.015,NA
"L3986",44.33937,-93.39208,NA,NA,0.0775,NA
"L3987",44.3807075789474,-69.968424,NA,NA,0.009,NA
"L3988",44.34135,-93.66152,NA,NA,0.7475,NA
"L3989",44.34266,-89.11263,NA,NA,0.032,NA
"L3990",44.3448494117647,-68.2389341176471,0.0021,0.129,0.0043,NA
"L3991",44.34503,-87.71301,NA,NA,0.02,NA
"L3992",44.34517,-84.40524,NA,NA,NA,6.18
"L3993",44.34581,-89.08699,NA,NA,0.033,NA
"L3994",44.3488992941176,-69.9077134117647,0.00397,0.1865,0.01,NA
"L3996",44.349,-71.671,NA,NA,0.0082,NA
"L3997",44.35,-65.85,NA,0.405,0.011,NA
"L3998",44.35168,-73.08581,NA,NA,0.0165,NA
"L3999",44.35294,-68.37779,0.0045,0.291,0.0094,NA
"L4000",44.35431,-93.36637,NA,NA,NA,NA
"L4001",44.3544,-93.58234,NA,NA,NA,NA
"L4003",44.35843,-70.68085,NA,NA,0.005,NA
"L4004",44.3593,-70.79162,0.006755,0.307,0.01,NA
"L4005",44.35934,-69.429,0.005325,0.236,0.006,NA
"L4006",44.3598,-85.32174,1e-04,0.5896376,0.0204,NA
"L4007",44.36012,-69.87577,0.00838,0.718,0.019,NA
"L4008",44.36034,-93.61544,NA,NA,NA,NA
"L4009",44.36114,-68.19525,NA,0.26,0.012,NA
"L4010",44.3619,-96.09594,NA,NA,0.184,NA
"L4013",44.36259,-86.22945,NA,NA,0.0065,NA
"L4014",44.3634857142857,-68.2503047619048,0.0018,0.149,0.0033,NA
"L4015",44.36456,-101.0545,0.06687,NA,NA,8.505
"L4016",44.36562,-89.73911,NA,NA,0.0158,NA
"L4017",44.3652884313725,-69.6053084803922,0.00491,0.58,0.021,NA
"L4018",44.36808,-93.64121,NA,NA,0.0785,NA
"L4019",44.36764,-84.4625114285714,0.01010243,0.6249702,0.01095,NA
"L4020",44.36982,-69.30192,0.00338,0.251,0.006,NA
"L4021",44.36992,-93.44179,NA,NA,0.109,NA
"L4022",44.37014,-73.08418,NA,NA,0.027,NA
"L4023",44.37017,-69.67375,0.00412,0.2565,0.006,NA
"L4024",44.37031,-68.2748,0.0095,0.48,0.01,NA
"L4025",44.37131,-85.25148,0.00509165,0.4249716,0.0095,NA
"L4027",44.37178,-121.8732,7e-04,NA,NA,6.3
"L4028",44.37294,-93.39544,NA,NA,0.0525,NA
"L4029",44.37549625,-70.6515984375,0.004,0.233,0.0075,NA
"L4031",44.383,-96.04457,NA,NA,0.114,NA
"L4032",44.3832,-72.49591,NA,NA,0.01715,NA
"L4033",44.38333,-65.1,NA,0.17,0.005,NA
"L4034",44.38792,-69.3349742857143,0.0026,0.136,0.005,NA
"L4035",44.38934,-68.25715,0.0069,0.3,0.0092,NA
"L4036",44.38955,-69.18117,0.00621,0.3565,0.012,NA
"L4037",44.39024,-69.8302,0.00406,NA,0.015,NA
"L4038",44.39084,-96.17005,NA,NA,0.068,NA
"L4039",44.39202,-90.11849,NA,NA,0.3375,NA
"L4040",44.39263,-93.32385,NA,NA,0.078,NA
"L4041",44.39281,-70.02622,0.00398,0.225,0.008,NA
"L4042",44.3959,-72.44352,NA,NA,0.011,NA
"L4043",44.39803,-93.62717,NA,NA,0.201,NA
"L4044",44.398986,-83.973154,NA,NA,0.02,NA
"L4045",44.39981,-71.87128,NA,NA,0.0095,NA
"L4046",44.40001,-68.24291,0.00531,0.3845,0.01,NA
"L4048",44.40126,-70.06395,0.00767,0.389,0.009,NA
"L4049",44.40212875,-84.02545,NA,NA,0.0135,NA
"L4050",44.40467,-96.35818,0.0082,NA,0.123,NA
"L4052",44.411,-69.656,NA,NA,0.0355,NA
"L4054",44.41417,-88.94357,NA,NA,0.017,NA
"L4055",44.41467,-93.34399,NA,NA,0.511,NA
"L4057",44.4158025,-84.280455,NA,NA,0.009,NA
"L4058",44.41667,-64.45,NA,0.37,0.01,NA
"L4060",44.41792,-69.12892,0.00618,0.386,0.013,NA
"L4061",44.42056,-84.12064,NA,NA,NA,7.77
"L4062",44.42061,-69.4617,0.0069,NA,0.012,NA
"L4063",44.4210592,-69.9856842666667,0.00433,0.31,0.009,NA
"L4064",44.4253222727273,-70.3242290909091,0.004325,0.198,0.0091,NA
"L4066",44.4318185714286,-83.92016,0.016124375,0.3372506,0.011,8
"L4067",44.4373988,-69.5581380857143,0.004175,0.403,0.018,NA
"L4068",44.43065,-96.2903,0.01185,NA,NA,8
"L4070",44.4338011538462,-86.1542915384615,NA,NA,0.009,NA
"L4072",44.4356375,-85.9991075,NA,NA,0.029,NA
"L4073",44.43635,-94.80789,NA,NA,NA,NA
"L4074",44.43748,-93.69739,NA,NA,0.454,NA
"L4075",44.44,-96.97,NA,NA,NA,NA
"L4076",44.4345333333333,-70.0233666666667,0.00363,0.238,0.006,NA
"L4077",44.44032,-90.82723,NA,NA,0.11,NA
"L4078",44.445,-97.002,NA,NA,NA,NA
"L4079",44.4455,-72.24811,NA,NA,0.0144,NA
"L4080",44.4468859139785,-71.8111420430107,0.00536,NA,0.0111,7.6
"L4081",44.44956,-96.08419,NA,NA,NA,NA
"L4082",44.44798,-83.486718,NA,NA,0.0085,NA
"L4083",44.45437,-93.50199,NA,NA,NA,NA
"L4084",44.45481,-93.47589,NA,NA,NA,NA
"L4085",44.45688,-83.62309,0.007181426,0.1987758,0.0073,NA
"L4086",44.45789,-72.34203,NA,NA,0.012,NA
"L4087",44.45824,-107.0404,0.00398,NA,NA,7.2
"L4088",44.45849,-93.31222,NA,NA,NA,NA
"L4089",44.45855,-73.50037,NA,0.35,0.016,NA
"L4090",44.4623357575758,-70.3978860606061,0.003,0.186,0.006,NA
"L4091",44.45905,-72.42519,NA,NA,0.0152,NA
"L4092",44.46167,-83.69819,0.008300347,0.2095609,0.0101,NA
"L4093",44.46183,-93.496,NA,NA,NA,NA
"L4094",44.46212,-83.74389,0.01014928,0.187922,0.0101,NA
"L4095",44.46681,-106.7541,0.0034,NA,NA,8.3
"L4096",44.46581,-68.67422,0.00954,0.568,0.0155,NA
"L4097",44.4689,-84.68855,NA,NA,NA,NA
"L4098",44.46967,-88.90796,NA,NA,0.057,NA
"L4099",44.47023,-89.33774,NA,NA,0.015,NA
"L4100",44.47238,-93.5448,NA,NA,NA,NA
"L4101",44.47376,-93.59347,NA,NA,NA,NA
"L4103",44.4828164285714,-69.7838092857143,0.004455,0.2325,0.009,NA
"L4104",44.48222,-69.14714,0.00402,0.2165,0.005,NA
"L4105",44.48272,-83.83066,0.006840315,0.5313236,0.0061,NA
"L4106",44.485874,-86.239538,NA,NA,0.016,NA
"L4107",44.49119,-93.50086,NA,NA,NA,NA
"L4108",44.49211,-96.45996,NA,NA,0.208,NA
"L4109",44.489203,-70.029713,0.00381,0.238,0.00715,NA
"L4110",44.495475,-69.989105,0.0032,0.196,0.0085,7.1
"L4111",44.50461,-89.54791,NA,NA,0.037,NA
"L4112",44.50462,-75.58332,NA,0.59,0.039,NA
"L4113",44.50671125,-70.7229125,0.00415,NA,0.007,6.78
"L4114",44.506,-69.914,NA,NA,0.01,NA
"L4115",44.50841,-93.48072,NA,NA,NA,NA
"L4116",44.50852,-72.21591,NA,NA,0.0098,NA
"L4117",44.51435,-96.29061,NA,NA,NA,NA
"L4118",44.51568,-92.97443,NA,NA,0.205,NA
"L4119",44.51667,-63.71667,NA,0.23,0.007,NA
"L4120",44.51667,-63.55,NA,0.32,0.013,NA
"L4121",44.517715,-84.13677,0.005904133,0.5176811,0.0051,NA
"L4122",44.51803,-70.01016,NA,NA,0.01,NA
"L4123",44.51886,-89.26874,NA,NA,0.011,NA
"L4124",44.51901,-89.13191,NA,NA,0.022,NA
"L4125",44.5199901428571,-69.4706067142857,0.00598,0.7285,0.054,NA
"L4126",44.5207075,-69.99182025,0.00362,0.189,0.0099,NA
"L4127",44.5404949275362,-69.7750488405797,0.00356,0.316,0.012,NA
"L4128",44.52928,-72.16678,NA,NA,0.0103,NA
"L4129",44.52974,-72.37289,NA,NA,0.022,NA
"L4130",44.53095,-89.1146,NA,NA,0.014,NA
"L4131",44.5271428571429,-69.8636671428571,0.0037,0.2685,0.009,NA
"L4132",44.53333,-64.55,NA,0.09,0.004,NA
"L4133",44.5344,-72.09548,NA,NA,0.0098,NA
"L4134",44.53467,-95.13731,NA,NA,NA,NA
"L4135",44.53528,-73.09854,NA,NA,0.0139,NA
"L4136",44.53678,-96.24194,NA,NA,NA,NA
"L4137",44.53736,-97.15487,0.01899,NA,NA,8.6
"L4138",44.53912,-96.329,NA,NA,NA,NA
"L4139",44.54071,-87.50597,NA,NA,0.021,NA
"L4140",44.544,-110.8356,0.01007,NA,NA,8.9
"L4142",44.547075,-68.9862416666667,0.002795,0.186,0.0065,NA
"L4143",44.54902,-88.92979,NA,NA,0.024,NA
"L4144",44.55192,-95.61399,NA,NA,0.146,NA
"L4145",44.55367,-73.11997,NA,NA,0.03445,NA
"L4146",44.55726,-68.9371,0.00263,0.162,0.004,NA
"L4147",44.560685,-86.1822583333333,NA,NA,0.011,NA
"L4148",44.56185,-71.70215,NA,NA,0.024,NA
"L4149",44.56314,-96.41732,NA,NA,NA,NA
"L4150",44.5640616666667,-86.212775,NA,NA,0.014,NA
"L4151",44.56481,-93.21795,NA,NA,NA,NA
"L4152",44.56532,-69.66527,NA,NA,0.013,NA
"L4153",44.56667,-63.81667,NA,0.22,0.037,NA
"L4154",44.56688,-96.42282,NA,NA,NA,NA
"L4155",44.56696,-85.34389,NA,NA,0.008,NA
"L4156",44.56813,-68.66246,0.00241,0.159,0.004,NA
"L4157",44.56839,-98.12948,0.01088,NA,NA,8.4
"L4158",44.5689,-94.20767,NA,NA,NA,NA
"L4159",44.5704705,-83.6999795,NA,NA,0.015,NA
"L4160",44.57123,-95.62888,NA,NA,NA,NA
"L4161",44.5763,-83.81695,0.008813888,0.1864102,0.011,NA
"L4162",44.57937,-95.4788,NA,NA,0.2175,NA
"L4163",44.58327,-87.48827,NA,NA,0.014,NA
"L4164",44.58333,-63.81667,NA,0.19,0.04,NA
"L4165",44.5852435443038,-72.310424556962,0.00267,NA,0.0078,8.4
"L4166",44.58811,-68.59849,0.00295,0.234,0.01,NA
"L4167",44.602167,-68.560767,0.002795,0.1435,0.005,6.4
"L4169",44.59894,-68.15262,0.00355,0.161,0.005,NA
"L4170",44.6,-64.35,NA,0.16,0.006,NA
"L4171",44.6,-63.71667,NA,0.19,0.005,NA
"L4172",44.60365,-68.09909,0.00301,0.225,0.006,NA
"L4173",44.60509,-68.78117,0.004285,0.28,0.008,NA
"L4174",44.60602,-93.5633,NA,NA,NA,NA
"L4175",44.6062566666667,-85.8079616666667,NA,NA,0.011,NA
"L4176",44.6095842424242,-69.782782020202,0.003925,0.399,0.0182,NA
"L4177",44.6106581818182,-85.78058,NA,NA,0.005,NA
"L4178",44.61308,-68.2408,0.003495,0.305,0.013,NA
"L4179",44.616024,-85.904802,NA,NA,0.01,NA
"L4180",44.61667,-64.28333,NA,0.2,0.004,NA
"L4181",44.61667,-63.86667,NA,0.19,0.014,NA
"L4182",44.61705,-95.68046,NA,NA,NA,NA
"L4183",44.61814,-89.24204,NA,NA,0.0175,NA
"L4184",44.61857,-93.97407,NA,NA,0.13,NA
"L4185",44.62576,-68.11113,0.004385,0.2255,0.006,NA
"L4186",44.62739,-86.2325066666667,NA,NA,0.079,NA
"L4187",44.62674,-85.743338,NA,NA,0.007,NA
"L4188",44.62746,-88.77454,NA,NA,0.059,NA
"L4189",44.6234893506494,-69.8433522077922,0.0036,0.2865,0.018,NA
"L4190",44.633,-93.4145,NA,NA,NA,NA
"L4191",44.63333,-64.31667,NA,0.18,0.009,NA
"L4192",44.63333,-63.85,NA,0.21,0.016,NA
"L4193",44.636992,-85.155518,NA,NA,0.017,NA
"L4194",44.63932,-72.39444,NA,NA,0.084,NA
"L4195",44.63943,-85.78652,0.00412,NA,NA,7.9
"L4196",44.6421,-111.3964,0.00427,NA,NA,8.6
"L4197",44.64231,-71.65179,0.00294,NA,NA,7.3
"L4198",44.64597,-68.74469,0.00318,0.196,0.006,NA
"L4199",44.6474525806452,-69.33017,0.00728,0.584,0.021,NA
"L4200",44.647074,-85.501328,NA,NA,0.009,NA
"L4201",44.6471433333333,-68.5023675,0.00315,NA,0.005,6.4
"L4202",44.6515280970149,-93.4602209701493,0.00843,1.26,NA,9.2
"L4203",44.65789,-68.68332,0.00369,0.213,0.011,NA
"L4204",44.65906,-68.77254,0.00791,0.364,0.009,NA
"L4205",44.6599,-70.67641,NA,NA,0.012,NA
"L4206",44.662808,-84.15889,NA,NA,0.0135,NA
"L4207",44.66616,-95.7686,NA,NA,NA,NA
"L4208",44.6665857425743,-93.2845537623762,NA,NA,0.05,8.85
"L4209",44.66667,-64.13333,NA,0.29,0.019,NA
"L4210",44.66667,-63.55,NA,0.44,0.007,NA
"L4211",44.66837,-94.2091,0.0133,NA,0.186,NA
"L4212",44.6685,-72.22532,NA,NA,0.008,NA
"L4213",44.6688,-70.3514,0.00397,0.18,0.0065,NA
"L4214",44.67277,-89.27372,NA,NA,0.024,NA
"L4215",44.6738,-88.90304,NA,NA,0.0465,NA
"L4216",44.67642,-92.21487,NA,NA,0.0335,NA
"L4218",44.6803,-118.0456,0.00334,NA,NA,9.3
"L4219",44.68333,-64.16667,NA,0.16,0.008,NA
"L4221",44.68491,-68.48271,0.005835,0.3335,0.006,NA
"L4222",44.68543,-93.08778,NA,NA,NA,NA
"L4223",44.685656,-85.789952,NA,NA,0.0165,NA
"L4224",44.6861,-88.65815,NA,NA,0.013,NA
"L4225",44.6892414285714,-85.7127885714286,NA,NA,0.009,NA
"L4226",44.6894925,-83.408775,NA,NA,0.0115,NA
"L4227",44.688893,-68.455383,0.003185,0.185,0.0056,6.8
"L4228",44.69055,-83.53358,NA,NA,0.02,NA
"L4229",44.69404,-72.36073,NA,NA,0.0218,NA
"L4230",44.69469,-91.01221,NA,NA,0.055,NA
"L4231",44.692455,-70.4494551666667,0.0032,0.21,0.0097,6.75
"L4232",44.69703,-67.88946,0.00232,0.206,0.009,NA
"L4233",44.7,-63.5,NA,NA,0.005,NA
"L4234",44.7006916666667,-93.3094311827957,NA,NA,0.04,9.2
"L4236",44.70631,-93.63826,NA,NA,NA,NA
"L4237",44.70721,-93.17077,NA,NA,NA,NA
"L4238",44.70839,-96.47789,0.01004,NA,NA,8.4
"L4239",44.70847,-72.06624,NA,NA,0.008,NA
"L4240",44.70855,-69.27034,0.0153,0.795,0.017,NA
"L4241",44.70947,-93.39963,NA,NA,NA,NA
"L4242",44.70999,-92.01487,NA,NA,0.0655,NA
"L4243",44.7108223529412,-68.7273388235294,0.00358,0.218,0.009,6.4
"L4244",44.711182,-85.327286,NA,NA,0.005,NA
"L4245",44.7113861271676,-93.2882999421965,NA,NA,0.11,8.4
"L4246",44.7149981666667,-85.8496571666667,NA,NA,0.005,NA
"L4247",44.71518,-93.20901,0.0071,NA,NA,NA
"L4248",44.71661,-71.98224,NA,NA,0.007,NA
"L4249",44.71667,-63.81667,NA,0.2067,0.008,NA
"L4250",44.71667,-63.55,NA,NA,0.005,NA
"L4251",44.7181503333333,-68.5365713333333,0.00286,NA,0.004,NA
"L4252",44.7179796428571,-85.7507128571429,NA,NA,0.005,NA
"L4253",44.719048948718,-72.2339703846154,0.00376,NA,0.017,8.5
"L4254",44.71891,-72.50538,NA,NA,0.01,NA
"L4255",44.72126,-93.16601,NA,NA,NA,NA
"L4256",44.72239,-93.76977,NA,NA,NA,NA
"L4258",44.72937,-72.88361,NA,NA,0.015,NA
"L4259",44.73137,-71.9819,NA,NA,0.0114,NA
"L4260",44.73333,-63.7,NA,0.2,0.001,NA
"L4261",44.7358585714286,-83.8681961904762,0.006324899,0.6117793,0.01,NA
"L4263",44.73647,-100.7422,0.00331,NA,NA,8.4
"L4264",44.73741,-83.92246,0.01280414,0.7958422,0.0135,NA
"L4265",44.73907,-93.53301,NA,NA,NA,NA
"L4266",44.73954,-93.29527,NA,NA,NA,NA
"L4267",44.740688,-85.860874,NA,NA,0.011,NA
"L4268",44.74119,-93.26589,NA,NA,NA,NA
"L4269",44.74188,-93.51689,NA,NA,NA,NA
"L4270",44.74224,-83.93299,0.008989129,0.8219833,0.0153,NA
"L4271",44.7442386046512,-85.7976152325581,NA,NA,0.0037,NA
"L4273",44.75,-64.28333,NA,0.215,0.0055,NA
"L4274",44.75,-63.7,NA,0.2,0.007,NA
"L4275",44.75003,-72.01744,NA,NA,0.0082,NA
"L4276",44.75085,-89.86323,NA,NA,0.147,NA
"L4277",44.75661,-68.48943,0.0044,0.23,0.006,NA
"L4278",44.75716,-69.60244,0.00421,0.2665,0.008,NA
"L4279",44.761032,-85.87068,NA,NA,0.008,NA
"L4280",44.76232,-85.91741,NA,NA,0.0095,NA
"L4281",44.7622983333333,-71.953695,0.00278,NA,0.0092,8.3
"L4282",44.76297,-68.55561,0.00237,0.159,0.004,NA
"L4283",44.76659,-67.6993,0.00357,NA,NA,6.68
"L4284",44.76442,-67.92908,0.0039,0.326,0.01,NA
"L4285",44.76667,-63.76667,NA,0.17,0.004,NA
"L4286",44.76667,-63.65,NA,NA,0.005,NA
"L4287",44.76667,-63.6,NA,NA,0.01,NA
"L4288",44.76667,-63.58333,NA,NA,0.005,NA
"L4290",44.77106,-93.7958,NA,NA,0.274,NA
"L4291",44.7726216666667,-83.8923766666667,0.009823166,0.6213475,0.011,NA
"L4292",44.7767,-83.43787,0.01832565,0.5103014,0.011,NA
"L4293",44.77702,-69.58873,0.00364,0.201,0.007,NA
"L4294",44.777276,-85.862708,NA,NA,0.0145,NA
"L4296",44.7780584615385,-93.1591830769231,NA,NA,0.11,8.9
"L4298",44.77899,-93.95828,NA,NA,NA,NA
"L4300",44.78013,-83.48222,0.01322959,1.273883,0.0139,NA
"L4301",44.7806,-93.14221,NA,NA,NA,NA
"L4302",44.78256,-94.53834,NA,NA,0.164,NA
"L4303",44.78333,-63.75,NA,0.19,0.007,NA
"L4304",44.78333,-63.73333,NA,0.24,0.006,NA
"L4305",44.78367,-94.38445,NA,NA,0.102,NA
"L4306",44.783572,-84.592404,NA,NA,0.0085,NA
"L4307",44.784,-93.1158,NA,NA,NA,NA
"L4308",44.7852,-93.6742,NA,NA,NA,NA
"L4309",44.78581,-93.74168,NA,NA,0.2995,NA
"L4311",44.78748,-109.2608,0.00236,NA,NA,8.8
"L4312",44.78799,-93.12851,NA,NA,NA,NA
"L4313",44.78823,-83.49119,NA,NA,0.012,NA
"L4314",44.7884530232558,-93.14254,0.0059,NA,0.02,8
"L4315",44.78894,-93.11451,NA,NA,NA,NA
"L4316",44.789565,-68.451995,0.003255,0.196,0.0085,NA
"L4317",44.79022,-93.83274,NA,NA,0.69,NA
"L4318",44.791176,-84.549059,0.004355075,0.5508366,0.0085,NA
"L4319",44.79077,-93.60393,NA,NA,NA,NA
"L4320",44.7908925,-90.756655,NA,NA,0.244,8.95
"L4321",44.7925845454545,-93.202825,NA,NA,0.33,8.9
"L4322",44.7934258426966,-93.1715891011236,NA,NA,0.1315,9.1
"L4323",44.79355,-93.10636,NA,NA,NA,NA
"L4324",44.7947034246575,-93.1141134246575,NA,NA,0.18,9
"L4325",44.7955,-93.1656,NA,NA,NA,NA
"L4326",44.79572,-69.52222,0.00869,0.469,0.0125,NA
"L4328",44.79736,-93.12475,NA,NA,0.1,NA
"L4329",44.8039897260274,-71.8685723287671,0.00329,NA,0.0108,7.4
"L4330",44.79969,-94.44589,NA,NA,NA,NA
"L4331",44.79985,-93.15959,NA,NA,NA,NA
"L4332",44.8,-63.61667,NA,NA,0.015,NA
"L4333",44.8006,-88.40426,NA,NA,0.035,NA
"L4334",44.80197,-93.15571,NA,NA,NA,NA
"L4335",44.80304,-94.55837,NA,NA,0.3045,NA
"L4336",44.8034420289855,-93.1734966666667,NA,NA,0.01,8.4
"L4337",44.80677,-88.51404,NA,NA,0.032,NA
"L4338",44.80834,-91.52181,NA,NA,0.102,NA
"L4339",44.80857,-93.93438,NA,NA,NA,NA
"L4340",44.8102666666667,-70.1511133333333,0.00398,0.138,0.006,6.7
"L4341",44.8118,-85.32382,NA,NA,0.005,NA
"L4342",44.81357,-68.49913,0.00411,0.206,0.008,NA
"L4343",44.81433,-68.01,0.004775,0.214,0.005,NA
"L4344",44.81516,-91.42312,NA,NA,0.121,NA
"L4345",44.81534,-93.8748,NA,NA,0.162,NA
"L4346",44.81566,-93.12941,NA,NA,NA,NA
"L4347",44.81667,-63.73333,NA,0.15,0.003,NA
"L4348",44.81667,-63.65,NA,NA,0.005,NA
"L4349",44.81667,-63.6,NA,NA,0.005,NA
"L4350",44.81812,-91.64996,NA,NA,0.244,NA
"L4351",44.8182,-71.80347,NA,NA,0.0124,NA
"L4352",44.8195197478992,-93.1820268067227,NA,NA,0.06,9.2
"L4353",44.8199275,-68.0445825,0.00865,NA,0.015,6
"L4354",44.82174,-93.3688,NA,1.56,0.0545,NA
"L4355",44.821818828125,-93.16404296875,0.00815,NA,0.044,8.7
"L4356",44.82262,-84.47604,1e-04,0.2642592,0.007,NA
"L4357",44.82453,-96.61489,0.02208,NA,NA,8.82
"L4358",44.82529,-93.60469,NA,NA,NA,NA
"L4359",44.82752,-69.09875,0.011,NA,0.0175,NA
"L4360",44.82789,-93.08234,NA,NA,NA,NA
"L4361",44.82883,-93.1532,NA,NA,NA,NA
"L4362",44.82918,-93.68005,NA,NA,NA,NA
"L4363",44.83096,-92.79039,NA,NA,NA,NA
"L4364",44.83189,-93.60565,NA,NA,NA,NA
"L4366",44.8328,-93.04189,NA,NA,NA,NA
"L4367",44.833,-93.69866,NA,NA,0.045,NA
"L4369",44.83333,-64.1,NA,0.21,0.039,NA
"L4370",44.83333,-63.71667,NA,0.18,0.0055,NA
"L4371",44.83333,-63.6,NA,NA,0.005,NA
"L4372",44.83333,-63.51667,NA,NA,0.005,NA
"L4373",44.83333,-62.86667,NA,0.16,0.005,NA
"L4374",44.8339514285714,-88.5105257142857,NA,NA,0.025,7.5
"L4375",44.83404,-69.51675,0.004105,0.153,0.008,NA
"L4376",44.83409,-93.86849,NA,NA,NA,NA
"L4377",44.83589,-68.31507,0.00477,0.443,0.014,NA
"L4378",44.83627,-93.38308,NA,NA,0.066,NA
"L4380",44.83724,-99.905,0.02525,NA,NA,8.6
"L4381",44.83738,-93.45485,NA,NA,NA,NA
"L4382",44.83843,-93.60789,NA,NA,NA,NA
"L4383",44.83847,-93.58545,NA,NA,NA,NA
"L4385",44.83856,-93.74721,NA,NA,NA,NA
"L4386",44.838932,-93.1273173333333,NA,NA,0.14,8.5
"L4387",44.8396119148936,-93.1138557446808,NA,NA,0.13,8.4
"L4388",44.84026,-71.1348,0.00545,NA,NA,6.5
"L4389",44.8408742857143,-69.76692,0.00472,0.277,0.00715,NA
"L4391",44.84003,14.39242,NA,0.3,0.05,NA
"L4392",44.8439,-93.4054,NA,1.62,NA,NA
"L4393",44.8442526530612,-93.1619176530612,NA,NA,0.14,8.4
"L4394",44.84519,-93.19196,NA,NA,NA,NA
"L4395",44.8465,-93.47494,NA,NA,NA,NA
"L4396",44.84927,-93.805,NA,NA,NA,NA
"L4397",44.8591942758621,-69.2376964827586,0.0051,0.438,0.041,9.34
"L4398",44.84985,-93.71703,NA,NA,NA,NA
"L4399",44.84985,-93.35691,NA,NA,NA,NA
"L4400",44.84988,-67.55674,0.00346,0.264,0.007,NA
"L4402",44.85,-64.25,NA,0.34,0.016,NA
"L4403",44.85,-63.71667,NA,0.3,0.008,NA
"L4404",44.85,-63.66667,NA,0.275,0.01175,NA
"L4405",44.85,-62.9,NA,0.15,0.005,NA
"L4406",44.85,-62.88333,NA,0.19,0.005,NA
"L4407",44.85,-62.86667,NA,0.22,0.007,NA
"L4408",44.85036,-88.77318,NA,NA,0.033,NA
"L4409",44.8533342857143,-67.9794014285714,0.005095,0.166,0.007,5.7
"L4410",44.85122,-93.52018,NA,NA,NA,NA
"L4411",44.85154,-93.68855,NA,NA,NA,NA
"L4412",44.8537811428571,-93.107436,NA,NA,0.085,8.7
"L4413",44.85426,-84.61734,0.008431543,0.8650015,0.0079,NA
"L4414",44.85529,-93.67289,NA,NA,NA,NA
"L4415",44.85571,-93.66663,NA,NA,NA,NA
"L4416",44.85929,-71.99361,NA,NA,0.0079,NA
"L4417",44.86095,-88.79828,NA,NA,0.034,NA
"L4418",44.86102,-92.24342,NA,NA,0.067,NA
"L4419",44.86171,-84.61079,0.004762721,0.499326,0.0056,NA
"L4420",44.86192,-85.37756,NA,NA,0.006,NA
"L4421",44.86281,-93.10167,NA,NA,NA,NA
"L4422",44.865,-86.00861,NA,NA,NA,NA
"L4423",44.86532,-93.68101,NA,NA,0.09,NA
"L4424",44.86667,-63.25,NA,0.11,0.001,NA
"L4425",44.86667,-62.86667,NA,0.18,0.009,NA
"L4426",44.86792,15.59783,NA,NA,NA,NA
"L4427",44.86858,-93.34698,NA,NA,NA,NA
"L4428",44.86884,-93.78461,NA,NA,0.0315,NA
"L4429",44.8685891304348,-70.3961,0.00355,0.3675,0.021,NA
"L4431",44.8702342372881,-84.3089876271186,NA,NA,0.013,NA
"L4433",44.87093,-93.85919,NA,NA,NA,NA
"L4434",44.87095,-93.13914,NA,NA,NA,NA
"L4435",44.87155,-93.15685,NA,NA,NA,NA
"L4436",44.87173,-96.63532,0.01695,NA,NA,8.6
"L4438",44.87249,-93.7136,NA,NA,NA,NA
"L4439",44.8745,-93.62264,NA,NA,NA,NA
"L4440",44.87552,-93.09764,NA,NA,NA,NA
"L4441",44.87583,-93.64595,NA,NA,NA,NA
"L4442",44.8758883870968,-84.3499435483871,0.005897573,0.6125039,0.01,NA
"L4443",44.87678,-94.60187,NA,NA,NA,NA
"L4445",44.87798,-93.15719,NA,NA,NA,NA
"L4446",44.87798,-93.55962,NA,NA,NA,NA
"L4447",44.8787,-93.49086,NA,NA,NA,NA
"L4448",44.87897,-93.60695,NA,NA,0.03,NA
"L4449",44.87907,-68.2265,0.0044,NA,NA,6.72
"L4450",44.88191,-93.33866,NA,NA,NA,NA
"L4451",44.88251,-93.73076,NA,NA,0.185,NA
"L4452",44.88333,-64.78333,NA,0.38,0.009,NA
"L4453",44.88333,-64.75,NA,0.34,0.007,NA
"L4454",44.88333,-62.7,NA,0.14,0.007,NA
"L4455",44.88345,-93.05318,NA,NA,NA,NA
"L4456",44.88461,-89.26377,NA,NA,0.019,NA
"L4457",44.88514,-93.34088,NA,NA,NA,NA
"L4459",44.88661,-94.41129,NA,NA,0.197,NA
"L4460",44.8895683333333,-88.4791708333333,0.008305,NA,0.013,8.45
"L4461",44.88703,-93.83989,NA,NA,NA,NA
"L4462",44.88997,15.60408,NA,NA,0.07,NA
"L4463",44.89008,-67.56534,0.00503,0.211,0.004,NA
"L4464",44.8904,-88.360195,NA,NA,0.022,8.1
