"SITE_ID","DOC_Median","NO3_Median","TP_Median"
"NRS18_NM_11701",3.04,0.0351,82.958
"NRS18_NV_10001",0.915,0.2171,34.804
"NRS18_NV_10002",4.86,0.0205,221.1335
"NRS18_NV_10003",0.74,0.0206,50.413
"NRS18_NV_10004",2.45,0.3662,7.651
"NRS18_NV_10005",4.79,NA,62.788
"NRS18_NV_10006",3,0.0047,135.643
"NRS18_NV_10007",2.71,NA,73.195
"NRS18_NV_10008",2.28,NA,19.256
"NRS18_NV_10009",3.25,0.0027,176.055
"NRS18_NV_10010",1.295,0.0346,107.9815
"NRS18_NV_10011",1.04,0.0142,15.753
"NRS18_NV_10012",2.455,0.00285,69.2585
"NRS18_NV_10013",2.87,NA,25.669
"NRS18_NV_10014",2.21,NA,46.93
"NRS18_NV_10016",1.21,0.0041,28.301
"NRS18_NV_10022",1.34,0.0101,42.419
"NRS18_NV_10024",3.2,NA,36.195
"NRS18_NV_10025",1.19,0.0038,19.77
"NRS18_NV_10026",6.4,0.063,147.305
"NRS18_NV_10188",0.82,0.0095,29.255
"NRS18_NV_10192",0.74,0.0738,24.44
"NRS18_NV_10195",0.51,0.6662,26.805
"NRS18_NV_10405",1.37,0.0125,52.833
"NRS18_NV_10495",1.24,0.016,14.294
"NRS18_NV_10638",4.99,5e-04,89.966
"NRS18_NV_10936",3.12,0.0167,271.354
"NRS18_NY_10002",2.38,0.6425,65.661
"NRS18_NY_10004",4.12,0.071,18.764
"NRS18_NY_10007",3.93,0.5922,123.18
"NRS18_NY_10009",4.32,0.519,126.763
"NRS18_NY_10010",2.91,0.4351,85.041
"NRS18_NY_10012",3.415,0.523,44.908
"NRS18_NY_10013",2.11,0.4828,22.939
"NRS18_NY_10014",3.16,0.0357,9.418
"NRS18_NY_10015",4.88,0.011,27.216
"NRS18_NY_10016",4.06,0.5453,82.455
"NRS18_NY_10017",1.83,0.6801,57.788
"NRS18_NY_10018",1.65,0.2669,26.471
"NRS18_NY_10019",3.93,0.0375,44.671
"NRS18_NY_10020",2.45,0.4641,37.719
"NRS18_NY_10021",6.75,0.4027,110.0305
"NRS18_NY_10022",2.58,0.1253,28.408
"NRS18_NY_10025",6.05,0.7896,37.676
"NRS18_NY_10026",2.86,0.1014,9.203
"NRS18_NY_10027",11.12,0.1903,38.466
"NRS18_NY_10028",4,0.0288,6.478
"NRS18_NY_10032",1.37,0.0022,4.83
"NRS18_NY_10033",6.52,0.0027,20.32
"NRS18_NY_10034",2.23,0.8368,24.219
"NRS18_NY_10035",3.49,0.132,23.716
"NRS18_NY_10036",5.03,0.1043,22.091
"NRS18_NY_10038",3.16,0.0909,18.563
"NRS18_NY_10039",2.485,0.27545,40.986
"NRS18_NY_10040",3.96,0.5051,85.984
"NRS18_NY_10041",2.66,0.3765,41.684
"NRS18_NY_10042",4.39,0.0118,7.671
"NRS18_NY_10043",1.54,1.4241,23.039
"NRS18_NY_10051",7.44,0.0072,32.701
"NRS18_NY_10054",1.89,0.2075,17.371
"NRS18_NY_10055",3.76,0.0828,11.361
"NRS18_NY_10061",3.77,0.8338,53.08
"NRS18_NY_10063",3.95,0.9634,192.68
"NRS18_NY_10064",2.47,0.7175,66.711
"NRS18_NY_10065",9.2,0.4546,140.05
"NRS18_NY_10066",2.47,0.1029,30.126
"NRS18_NY_10068",6.65,0.5627,75.8725
"NRS18_NY_10071",4.04,0.1234,14.093
"NRS18_NY_10072",2.05,0.2087,14.915
"NRS18_NY_10080",1.83,1.2904,20.096
"NRS18_NY_10081",2.89,0.0978,71.91
"NRS18_NY_10089",7.2,0.0612,20.22
"NRS18_NY_10090",2.56,0.6843,29.131
"NRS18_NY_10091",2.11,0.4273,24.635
"NRS18_NY_10250",1,0.1242,12.51
"NRS18_NY_10251",6.4,0.0434,10.076
"NRS18_NY_10255",5.93,0.0701,9.398
"NRS18_NY_10259",1.04,0.0882,25.148
"NRS18_NY_10260",17.95,0.0291,95.393
"NRS18_NY_10268",4.35,0.023,41.319
"NRS18_NY_10272",7.53,1.5636,163.46
"NRS18_NY_10279",3.63,0.0482,18.168
"NRS18_NY_10283",2.02,0.8502,50.889
"NRS18_NY_10284",8.57,0.0028,27.926
"NRS18_NY_10286",1.12,0.0829,10.173
"NRS18_NY_10290",3.12,0.1165,10.37
"NRS18_NY_10399",8.1,0.0878,69.401
"NRS18_NY_10402",14.35,0.0055,313.456
"NRS18_NY_10549",9.87,0.0906,52.836
"NRS18_NY_10700",3.54,3.8632,587.2
"NRS18_NY_10702",7.89,0.0313,14.178
"NRS18_NY_10704",2.95,0.3294,22.833
"NRS18_NY_10707",2.35,0.561,103.711
"NRS18_NY_11299",2.2,0.3032,34.078
"NRS18_OH_10001",2.095,0.29805,36.4355
"NRS18_OH_10004",6.71,0.2037,54.109
"NRS18_OH_10005",3.59,0.3825,86.051
"NRS18_OH_10006",7.67,0.1718,40.551
"NRS18_OH_10007",4.21,1.3726,206.75
"NRS18_OH_10008",3.58,1.7185,303.194
"NRS18_OH_10009",2.92,0.0352,85.935
"NRS18_OH_10010",3.89,2.244,268.059
"NRS18_OH_10011",1.735,0.1638,15.4095
"NRS18_OH_10012",7.54,4.67915,242.115
"NRS18_OH_10014",4.27,4.0682,29.639
"NRS18_OH_10015",4.86,0.6008,62.36
"NRS18_OH_10016",5.56,0.9456,82.161
"NRS18_OH_10019",2.61,0.8471,39.199
"NRS18_OH_10020",3.91,1.9074,478.238
"NRS18_OH_10021",5.33,5.5608,150.836
"NRS18_OH_10022",4.41,2.3549,81.461
"NRS18_OH_10023",3.76,0.7494,223.221
"NRS18_OH_10024",3.02,1.6256,54.336
"NRS18_OH_10025",4.62,0.4034,30.755
"NRS18_OH_10026",9.19,0.0108,211.683
"NRS18_OH_10028",2.51,0.429,36.586
"NRS18_OH_10029",5.98,4.2818,215.694
"NRS18_OH_10030",9.8,1.0143,117.603
"NRS18_OH_10031",1.95,0.1482,20.238
"NRS18_OH_10032",3.74,0.5866,55.814
"NRS18_OH_10033",5.46,3.2074,173.764
"NRS18_OH_10034",2.57,0.7787,40.88
"NRS18_OH_10035",4.02,3.533,1055.9
"NRS18_OH_10037",2.965,1.03405,105.09
"NRS18_OH_10038",3.65,1.1256,49.469
"NRS18_OH_10043",8.54,13.9022,622.225
"NRS18_OH_10049",5.08,5.1461,139.163
"NRS18_OH_10050",3.28,5.7451,129.598
"NRS18_OH_10658",1.69,0.6271,18.273
"NRS18_OK_10001",6.925,0.077,98.5
"NRS18_OK_10002",3.87,0.073,44
"NRS18_OK_10003",5.58,0.057,25
"NRS18_OK_10004",6.86,0.097,63
"NRS18_OK_10005",3.61,0.061,42
"NRS18_OK_10006",2.76,0.1,46
"NRS18_OK_10007",1.58,0.133,167
"NRS18_OK_10008",3.82,0.098,339
"NRS18_OK_10009",1.57,0.129,158
"NRS18_OK_10010",3.33,0.52,192
"NRS18_OK_10011",3.48,0.084,133
"NRS18_OK_10012",5.53,0.081,353
"NRS18_OK_10013",3.96,0.113,194
"NRS18_OK_10014",3.1,NA,41
"NRS18_OK_10016",3.32,0.131,64
"NRS18_OK_10017",13.7,0.126,352
"NRS18_OK_10018",6.47,0.056,30
"NRS18_OK_10019",3.22,1.01,2770
"NRS18_OK_10022",3.795,0.0715,24.5
"NRS18_OK_10023",5.67,0.067,79
"NRS18_OK_10024",0.64,0.081,9
"NRS18_OK_10025",2.18,0.033,50
"NRS18_OK_10026",5.21,0.084,35
"NRS18_OK_10028",3.95,0.2165,118.5
"NRS18_OK_10029",1.87,0.072,71
"NRS18_OK_10030",3.98,0.119,142
"NRS18_OK_10031",4.58,0.097,187
"NRS18_OK_10032",6.05,0.39,90
"NRS18_OK_10033",4.83,0.21,90
"NRS18_OK_10034",5.17,0.052,58
"NRS18_OK_10035",6.13,0.181,92
"NRS18_OK_10036",4.36,0.065,23
"NRS18_OK_10038",0.83,1.03,34
"NRS18_OK_10040",1.2,2.16,56
"NRS18_OK_10043",4.88,0.33,93
"NRS18_OK_10045",6.88,0.046,20
"NRS18_OK_10046",1.83,2.87,194
"NRS18_OK_10049",7.22,0.21,163
"NRS18_OK_10050",1.285,0.086,9
"NRS18_OK_10051",3.28,0.016,57
"NRS18_OK_10052",5.17,0.66,279
"NRS18_OK_10053",0.8,0.0637,84
"NRS18_OK_10054",1.91,0.077,118
"NRS18_OK_10055",4.22,0.083,156
"NRS18_OK_10056",5.7,0.23,150
"NRS18_OK_10057",0.88,0.21,43
"NRS18_OK_10058",7.9,0.25,314
"NRS18_OK_10062",5.49,1.57,223
"NRS18_OK_10340",3.98,0.22,73
"NRS18_OK_10431",4.45,0.133,55
"NRS18_OK_10432",5.33,0.24,59
"NRS18_OK_10585",5.47,0.21,55
"NRS18_OK_10830",1.72,0.07,15
"NRS18_OK_10920",2.36,0.056,28
"NRS18_OK_10921",6.27,17.6,4050
"NRS18_OK_10922",4.58,0.107,42
"NRS18_OK_10923",2.65,0.101,61
"NRS18_OK_11082",0.51,NA,-2
"NRS18_OK_11085",3.54,0.144,249
"NRS18_OK_11329",9.32,0.148,141
"NRS18_OK_11330",1.11,0.35,73
"NRS18_OK_11421",5.58,0.94,253
"NRS18_OK_11422",5.55,0.7,188
"NRS18_OK_11427",1.88,0.78,72
"NRS18_OK_11579",2.41,0.76,43
"NRS18_OR_10001",0.555,0.00055,12.3545
"NRS18_OR_10002",0.81,0.01005,11.3515
"NRS18_OR_10003",0.87,0.048,29.666
"NRS18_OR_10004",1.02,0.0012,9.46
"NRS18_OR_10005",0.45,0.027,12.864
"NRS18_OR_10006",0.55,0.0246,24.735
"NRS18_OR_10007",0.67,0.0034,9.715
"NRS18_OR_10009",1.15,0.0174,19.673
"NRS18_OR_10010",0.51,0.0098,44.889
"NRS18_OR_10011",0.23,9e-04,68.351
"NRS18_OR_10012",1.28,0.1114,82.251
"NRS18_OR_10013",0.97,0.1269,18.065
"NRS18_OR_10014",2.3,0.0055,45.546
"NRS18_OR_10015",0.45,0.107,19.1885
"NRS18_OR_10016",1.155,0.013,31.198
"NRS18_OR_10017",0.82,0.1072,32.369
"NRS18_OR_10020",2.1,0.0048,29.294
"NRS18_OR_10021",3.18,0.0295,168.833
"NRS18_OR_10022",0.6,0.0072,8.269
"NRS18_OR_10023",1.99,NA,41.111
"NRS18_OR_10024",1.47,5e-04,52.43
"NRS18_OR_10026",2.03,0.004,59.288
"NRS18_OR_10028",1.28,0.0838,54.664
"NRS18_OR_10029",1.26,0.0267,50.574
"NRS18_OR_10030",0.23,0.0018,35.316
"NRS18_OR_10032",NA,NA,NA
"NRS18_OR_10035",0.73,0.001,57.181
"NRS18_OR_10040",2.66,0.0012,61.144
"NRS18_OR_10041",1.61,0.1008,22.431
"NRS18_OR_10042",2.36,NA,47.038
"NRS18_OR_10045",1.02,0.0222,23.571
"NRS18_OR_10054",0.86,0.0648,64.385
"NRS18_OR_10055",0.32,0.0027,22.116
"NRS18_OR_10059",2.56,4.3583,70.581
"NRS18_OR_10063",2.3,0.0212,40.399
"NRS18_OR_10068",0.57,0.2485,21.12
"NRS18_OR_10069",0.36,0.0095,13.506
"NRS18_OR_10071",0.66,0.1602,32.326
"NRS18_OR_10231",0.95,0.689,88.055
"NRS18_OR_10232",1.85,0,53.6
"NRS18_OR_10249",2.01,0.0081,26.923
"NRS18_OR_10368",0.21,0.0239,97.279
"NRS18_OR_10519",0.95,0.2031,27.766
"NRS18_OR_10521",4.56,0.2545,125.948
"NRS18_OR_10668",5.42,0.039,102.943
"NRS18_OR_10670",0.8,0.1685,87.755
"NRS18_OR_10817",4.92,9e-04,161.103
"NRS18_OR_10818",2.36,0.001,91.65
"NRS18_OR_10819",0.83,0.089,80.713
"NRS18_OR_10968",1.11,0,26.891
"NRS18_OR_11118",4.51,0.1088,133.369
"NRS18_PA_10002",4.375,0.3555,106.482
"NRS18_PA_10003",0.7,0.119,8.645
"NRS18_PA_10004",0.86,0.1001,13.139
"NRS18_PA_10005",0.83,0.0195,7.81
"NRS18_PA_10006",2.89,2.2898,463.555
"NRS18_PA_10007",2.01,0.1537,9.443
"NRS18_PA_10008",1.59,0.1974,13.47
"NRS18_PA_10009",2.38,0.1591,10.433
"NRS18_PA_10010",1.55,0.5929,21.968
"NRS18_PA_10011",5.01,0.9453,140.633
"NRS18_PA_10012",3.36,0.1437,57.829
"NRS18_PA_10013",1.33,0.0314,8.606
"NRS18_PA_10014",3.52,0.6559,54.37
"NRS18_PA_10015",1.025,1.1141,14.2585
"NRS18_PA_10016",2.62,0.2745,22.4345
"NRS18_PA_10017",0.77,0.0956,23.515
"NRS18_PA_10018",1.41,0.1192,8.024
"NRS18_PA_10019",1.27,0.3195,13.889
"NRS18_PA_10020",2.16,0.1069,25.716
"NRS18_PA_10021",2.22,0.9442,66.514
"NRS18_PA_10022",4.94,0.7652,71.883
"NRS18_PA_10023",2.97,0.4952,31.448
"NRS18_PA_10024",1.5,0.0356,12.254
"NRS18_PA_10025",2.72,0.9076,172.16
"NRS18_PA_10026",1.66,0.5812,15.695
"NRS18_PA_10027",2.66,0.531,47.804
"NRS18_PA_10028",2.32,0.5083,33.051
"NRS18_PA_10032",2.35,0.0727,27.091
"NRS18_PA_10034",3.19,0.1221,87.071
"NRS18_PA_10035",3.66,0.1822,97.68
"NRS18_PA_10036",3.12,1.3064,118.896
"NRS18_PA_10037",3.08,0.1431,42.488
"NRS18_PA_10038",3.94,0.0807,11.871
"NRS18_PA_10039",2.06,0.0223,34.974
"NRS18_PA_10041",2.61,2.7805,195.533
"NRS18_PA_10042",4.63,0.3205,35.215
"NRS18_PA_10043",2.86,0.1549,10.271
"NRS18_PA_10044",1.69,0.1014,8.959
"NRS18_PA_10045",2.48,0.1699,14.246
"NRS18_PA_10046",2.82,3.7166,237.134
"NRS18_PA_10068",2.19,2.7437,112.921
"NRS18_PA_10217",3.74,0.1997,12.364
"NRS18_PA_10218",8.2,0.1742,7.749
"NRS18_PA_10220",1.67,0.8907,28.05
"NRS18_PA_10816",1.23,2.8073,58.306
"NRS18_PA_RF001",2.06,0.5866,21.381
"NRS18_RI_10001",2.935,0.51365,12.236
"NRS18_RI_10002",4.615,0.6405,69.7855
"NRS18_RI_10003",17.57,0.0092,39.341
"NRS18_RI_10004",2.61,0.1439,14.134
"NRS18_RI_10005",3.875,1.25325,28.143
"NRS18_RI_10006",5.07,0.5662,49.4205
"NRS18_RI_10008",2.39,0.1894,19.815
"NRS18_RI_10009",2.93,0.6933,85.973
"NRS18_RI_10017",3.76,0.8116,119.385
"NRS18_RI_10018",2.94,0.3879,30.466
"NRS18_RI_10019",5.3,0.1213,30.216
"NRS18_RI_10020",4.24,0.5575,67.754
"NRS18_RI_10022",1.56,0.6841,9.231
"NRS18_RI_10183",2.19,0.3329,33.841
"NRS18_RI_10192",3.85,0.108,64.814
"NRS18_RI_10194",4.37,0.0616,18.091
"NRS18_RI_10197",3.02,0.2341,8.518
"NRS18_RI_10199",2.4,0.1096,14.771
"NRS18_RI_10201",1.71,0.0569,13.59
"NRS18_RI_10202",5.85,0.0818,42.318
"NRS18_SC_10001",10.075,3.41635,110.983
"NRS18_SC_10002",17.54,0.23515,62.229
"NRS18_SC_10003",10.17,0.5313,69.268
"NRS18_SC_10004",5.7,0.0015,112.319
"NRS18_SC_10005",2.81,0.2795,62.06
"NRS18_SC_10007",1.91,0.624,58.4905
"NRS18_SC_10008",2.025,0.2976,30.7255
"NRS18_SC_10009",15.22,0.0076,77.645
"NRS18_SC_10010",6.29,0.0152,29.733
"NRS18_SC_10011",1.22,0.2022,45.163
"NRS18_SC_10012",2.82,0.1833,47.98
"NRS18_SC_10017",2.21,0.1987,19.484
"NRS18_SC_10019",3.02,0.4172,158.436
"NRS18_SC_10020",1.32,0.464,81.511
"NRS18_SC_10034",9.67,0.0845,189.143
"NRS18_SC_10180",4.22,0.0985,89.211
"NRS18_SC_10332",10.63,0.1001,98.169
"NRS18_SC_10479",0.65,0.0399,14.603
"NRS18_SC_10779",1.2,0.3217,50.014
"NRS18_SC_10781",1.82,0.8752,151.484
"NRS18_SC_RF001",0.65,0.0397,28.349
"NRS18_SC_RF002",1.76,0.4917,125.031
"NRS18_SC_RF003",2.68,0.079,52.064
"NRS18_SD_10001",4.765,4.51035,386.3405
"NRS18_SD_10002",3.705,0.07815,63.3445
"NRS18_SD_10003",16.97,0.828,622.331
"NRS18_SD_10004",2.53,0.0218,27.11
"NRS18_SD_10005",6.25,1.8045,85.764
"NRS18_SD_10006",15.61,0.2229,207.085
"NRS18_SD_10009",7.83,0.0062,72.266
"NRS18_SD_10010",19.26,2e-04,880.325
"NRS18_SD_10011",8.75,0.0125,159.15
"NRS18_SD_10012",5.83,0.0145,36.795
"NRS18_SD_10013",9.69,0.0985,656.7225
"NRS18_SD_10014",9.71,0.22945,75.473
"NRS18_SD_10015",26.83,0.0014,935.7
"NRS18_SD_10016",7.74,0.0048,82.445
"NRS18_SD_10018",4.85,1.9243,212.844
"NRS18_SD_10019",1.83,0.003,4.76
"NRS18_SD_10020",5.48,2.172,94.374
"NRS18_SD_10021",6.82,0.5591,317.53
"NRS18_SD_10022",8.36,0.3683,35.781
"NRS18_SD_10023",15.87,NA,555.004
"NRS18_SD_10024",13.59,6e-04,590.575
"NRS18_SD_10025",5.92,0.4319,3349.863
"NRS18_SD_10026",4.95,0.0013,7.573
"NRS18_SD_10029",5.74,0.3121,253.638
"NRS18_SD_10031",12.04,0.001,236.716
"NRS18_SD_10034",12.6,NA,702.35
"NRS18_SD_10035",2.17,0.1655,12.685
"NRS18_SD_10037",11.81,0.153,92.875
"NRS18_SD_10038",9.96,0.7997,151.264
"NRS18_SD_10039",3.94,0.091,55.538
"NRS18_SD_10040",3.65,0.1131,167.973
"NRS18_SD_10041",4.93,0.0046,65.586
"NRS18_SD_10042",7.89,0.2711,828.794
"NRS18_SD_10045",6.2,0.3932,258.019
"NRS18_SD_10046",1.29,0.3794,48.856
"NRS18_SD_10048",6.1,0.5254,5062.125
"NRS18_SD_10053",9.75,0.003,93.461
"NRS18_SD_10055",6.55,0.0029,1134.338
"NRS18_SD_10057",7.46,0.0017,49.836
"NRS18_SD_10058",5.5,0.0015,246.089
"NRS18_SD_10060",8.99,7e-04,442.09
"NRS18_SD_10061",7.16,0.0608,293.473
"NRS18_SD_10065",5.25,0.2423,1221.181
"NRS18_SD_10071",7.28,0.0412,71.648
"NRS18_SD_10094",9.86,0,61.024
"NRS18_SD_10244",3.75,0.2292,276.034
"NRS18_SD_10544",3.18,0.0171,65.288
"NRS18_SD_10694",9.26,3.3643,24.853
"NRS18_SD_10959",4.71,0.1667,391
"NRS18_SD_11294",2.87,0.2113,68.079
"NRS18_SD_11446",8.82,0.5352,595.343
"NRS18_SD_11594",5.21,1.4224,70.413
"NRS18_SD_11894",9.91,1.8297,1959.15
"NRS18_SD_11899",4.88,0.7313,9248.313
"NRS18_SD_11901",6.87,0.1557,240.083
"NRS18_SD_11908",4.4,0.4649,133.758
"NRS18_SD_11910",5.22,0.7544,7965.65
"NRS18_SD_12194",14.18,0.0359,946.475
"NRS18_TN_10001",0.92,0.08655,23.959
"NRS18_TN_10002",1.575,0.37565,13.027
"NRS18_TN_10004",1.57,0.3789,31.051
"NRS18_TN_10005",1.74,0.1566,44.353
"NRS18_TN_10006",1.74,0.2897,39.389
"NRS18_TN_10007",2.21,0.4599,435.019
"NRS18_TN_10008",1.6,0.4968,35.565
"NRS18_TN_10009",0.605,0.89625,16.769
"NRS18_TN_10010",1.575,0.1688,30.288
"NRS18_TN_10011",6.93,0.3485,235.373
"NRS18_TN_10015",0.79,0.1519,10.814
"NRS18_TN_10016",2.34,0.4458,415.603
"NRS18_TN_10019",0.81,0.0109,35.783
"NRS18_TN_10022",1,0.0411,14.001
"NRS18_TN_10023",0.45,0.1765,16.038
"NRS18_TN_10024",1.03,0.3739,77.551
"NRS18_TN_10026",1.59,0.2828,41.639
"NRS18_TN_10029",3.04,0.3828,242.913
"NRS18_TN_10033",0.55,0.1591,7.578
"NRS18_TN_10040",3.28,0.058,35.765
"NRS18_TN_10339",2.97,0.3724,100.358
"NRS18_TN_10340",1.33,0.5165,46.256
"NRS18_TN_10489",1.06,0.9567,28.808
"NRS18_TN_10490",1.31,1.0676,101.254
"NRS18_TN_11089",1.53,0.1241,34.586
"NRS18_TN_11090",1.56,0.1763,20.648
"NRS18_TN_RF001",1.33,0.6243,36.931
"NRS18_TN_RF002",2.3,0.1552,18.571
"NRS18_TX_10001",7.75,0.0602,82.6
"NRS18_TX_10002",5.1,0.1666,145.36
"NRS18_TX_10003",5.57,0.2086,60.173
"NRS18_TX_10004",6.25,0.0351,76.908
"NRS18_TX_10005",3.16,0.0067,12.148
"NRS18_TX_10006",6.68,0.0028,67.849
"NRS18_TX_10007",6.8,NA,123.741
"NRS18_TX_10009",3.73,8.026,1575.956
"NRS18_TX_10010",6.47,0.005,73.726
"NRS18_TX_10011",4.93,0.0048,138.633
"NRS18_TX_10012",3.69,0.2433,53.25
"NRS18_TX_10013",5.68,0.0254,171.716
"NRS18_TX_10014",9.86,0.0122,229.688
"NRS18_TX_10015",1.78,0.1605,40.211
"NRS18_TX_10016",5.425,0.2256,3089.6
"NRS18_TX_10017",2.055,0.73845,301.7115
"NRS18_TX_10018",2.63,2.4794,67.738
"NRS18_TX_10019",5.46,0.0134,96.794
"NRS18_TX_10021",1.18,0.0322,10.786
"NRS18_TX_10022",2.99,0.044,17.46
"NRS18_TX_10023",1.83,0.3127,63.753
"NRS18_TX_10024",13.36,0.1727,873.438
"NRS18_TX_10025",7.94,0.0252,75.805
"NRS18_TX_10026",4.66,0.3405,116.051
"NRS18_TX_10027",4.95,0.308,87.486
"NRS18_TX_10029",5.2,1.6773,433.603
"NRS18_TX_10030",4.05,0.137,231.825
"NRS18_TX_10033",5.98,0.0715,65.163
"NRS18_TX_10034",5.72,0.2357,188.408
"NRS18_TX_10035",4.57,0.0023,113.335
"NRS18_TX_10036",3.68,0.1235,34.523
"NRS18_TX_10038",1.61,0.1539,8.025
"NRS18_TX_10039",0.58,0.2542,5.499
"NRS18_TX_10040",0.68,0.2709,5.21
"NRS18_TX_10041",2.34,0.5958,29.596
"NRS18_TX_10042",1.41,0.1901,27.211
"NRS18_TX_10046",4.74,5.9765,1464.525
"NRS18_TX_10048",3.68,0.0432,48.425
"NRS18_TX_10050",3.12,0.0053,155.01
"NRS18_TX_10054",10.17,0.0119,189.188
"NRS18_TX_10055",3.43,1.7452,456.264
"NRS18_TX_10056",7.76,NA,105.43
"NRS18_TX_10060",4.8,0,364.385
"NRS18_TX_10062",5.54,0.4072,33.788
"NRS18_TX_10068",8.21,0.1199,1894.25
"NRS18_TX_10073",4.75,NA,35.929
"NRS18_TX_10074",7.44,19.7088,1648.2
"NRS18_TX_10077",3.75,0.0666,47.13
"NRS18_TX_10079",1.66,0.9202,38.354
"NRS18_TX_10080",11.71,0.1327,237.136
"NRS18_TX_10081",2.47,0.1328,35.926
"NRS18_TX_10085",4.555,0.07995,61.974
"NRS18_TX_10093",6.785,0.38435,68.574
"NRS18_TX_10099",2.65,0.2376,51.965
"NRS18_TX_10116",3.57,0.1869,264.261
"NRS18_TX_10254",7.68,0.0598,85.008
"NRS18_TX_10445",7.34,0.8782,23.836
"NRS18_TX_10449",1.61,0.0433,29.893
"NRS18_TX_10453",2.44,0.1245,16.73
"NRS18_TX_10504",5.93,4.9816,3215.775
"NRS18_TX_10599",4.81,0.1147,157.47
"NRS18_TX_10640",2.99,0.4163,124.683
"NRS18_TX_10645",9.99,0.0054,123.788
"NRS18_TX_10694",2.31,0.4484,24.98
"NRS18_TX_10827",1.28,0.4257,21.206
"NRS18_TX_10886",28.92,0.4211,31.413
"NRS18_TX_10887",5.29,0,29.944
"NRS18_TX_10987",5.15,0.0755,1700.625
"NRS18_TX_10988",12.71,5.7003,1461.4
"NRS18_TX_11022",6.34,0.0231,100.695
"NRS18_TX_11028",4.52,14.8936,3487.05
"NRS18_TX_11086",6.37,1.9961,910.938
"NRS18_TX_11093",7.95,0.2587,96.948
"NRS18_TX_11101",8.48,0.7058,4667.413
"NRS18_TX_11144",8.13,0.0398,969.863
"NRS18_TX_11175",3.61,0.0507,69.115
"NRS18_TX_11185",16.94,1.2532,126.498
"NRS18_TX_11224",6.26,0.494,709.7
"NRS18_TX_11270",1.2,0.9424,21.975
"NRS18_TX_11330",2.4,0.5975,159.04
"NRS18_TX_11369",1.37,1.1023,41.11
"NRS18_UT_10002",2.3,0.08605,101.375
"NRS18_UT_10003",3.56,0.014,24.176
"NRS18_UT_10004",3.37,NA,22.426
"NRS18_UT_10005",4.11,0.855,32.325
"NRS18_UT_10006",2.65,0.0395,19.694
"NRS18_UT_10007",3.76,0.0594,65.695
"NRS18_UT_10008",2.07,0.0018,20.341
"NRS18_UT_10009",5.26,0.01975,72.534
"NRS18_UT_10010",3.545,0.20375,125.864
"NRS18_UT_10011",3.46,0.0043,36.68
"NRS18_UT_10012",1,0.0188,8.351
"NRS18_UT_10013",9.5,0,237.009
"NRS18_UT_10014",2.85,0.0013,31.145
"NRS18_UT_10015",1.32,NA,20.055
"NRS18_UT_10017",3.91,0.1678,330.229
"NRS18_UT_10018",2.97,0.0022,41.669
"NRS18_UT_10020",1.45,0.0904,66.553
"NRS18_UT_10025",3.46,0.1956,42.141
"NRS18_UT_10026",3.58,NA,120.055
"NRS18_UT_10027",1.29,5e-04,27.68
"NRS18_UT_10032",1.405,0.00445,5.6405
"NRS18_UT_10039",2.71,0.0026,4.286
"NRS18_UT_10044",7.67,0.1946,319.055
"NRS18_UT_10046",0.68,0.281,40.584
"NRS18_UT_10282",6.11,0.1395,13.556
"NRS18_UT_10285",1.76,0.0048,9.891
"NRS18_UT_10396",4.18,0,26.263
"NRS18_UT_10432",3.92,0.1705,287.411
"NRS18_UT_10434",3.66,NA,9.34
"NRS18_UT_10435",3.78,0.0019,16.198
"NRS18_UT_10439",3.65,0.1886,275.75
"NRS18_VA_10001",4.24,1.4174,31.769
"NRS18_VA_10002",2.865,0.1951,27.053
"NRS18_VA_10003",6.42,0.0353,48.666
"NRS18_VA_10004",1.56,0.5277,88.608
"NRS18_VA_10005",1.64,0.853,29.33
"NRS18_VA_10006",1.32,1.1245,33.75
"NRS18_VA_10007",1.51,0.2795,40.646
"NRS18_VA_10008",1.08,0.4095,11.319
"NRS18_VA_10009",2.24,0.2512,29.779
"NRS18_VA_10010",5.025,0.2782,59.0595
"NRS18_VA_10011",6.25,0.394,55.921
"NRS18_VA_10013",2.04,0.5424,17.211
"NRS18_VA_10014",1.45,0.0648,10.22
"NRS18_VA_10015",5.29,0.1086,59.901
"NRS18_VA_10016",1.17,0.1679,55.464
"NRS18_VA_10017",1.12,0.2447,37.2
"NRS18_VA_10018",0.8,0.138,29.265
"NRS18_VA_10019",1.15,0.0187,8.758
"NRS18_VA_10020",5.11,0.0476,29.105
"NRS18_VA_10021",11.16,0.1509,68.033
"NRS18_VA_10022",1,0.0746,31.2
"NRS18_VA_RF001",1.67,0.3931,22.874
"NRS18_VA_RF002",1.83,0.4586,28.224
"NRS18_VA_RF003",1.12,0.2825,9.921
"NRS18_VA_RF004",6.46,0.1358,47.931
"NRS18_VA_RF005",1.79,0.1179,9.769
"NRS18_VA_RF006",3.44,0.5281,71.19
"NRS18_VA_RF008",11.13,0.1581,66.469
"NRS18_VA_RF011",0.95,0.4101,21.141
"NRS18_VA_RF013",1.81,0.6468,36.11
"NRS18_VA_RF014",5.12,0.2894,60.613
"NRS18_VA_RF015",0.86,0.0488,7.733
"NRS18_VT_10001",0.71,0.22785,5.144
"NRS18_VT_10002",2.59,0.17965,12.0645
"NRS18_VT_10003",1.33,0.0292,5.263
"NRS18_VT_10004",2.5,0.0684,6.595
