"SITE_ID","Lat","Lon","DOC_Median","TN_Median","TP_Median"
"NLA06608-2074",30.4325237,-84.544497,7.02,1004,72
"NLA06608-2076",35.1513865,-93.4266202,2.08,124,11
"NLA06608-2078",46.2550344,-88.0899724,6.04,569,7
"NLA06608-2082",42.151396,-122.6008217,3.07,496,17
"NLA06608-2086",44.7620444,-71.9536241,2.78,276,5
"NLA06608-2087",45.5571538,-97.4170706,16.74,2859,197
"NLA06608-2091",32.3526923,-86.4904329,2.55,401,53
"NLA06608-2092",32.7121565,-91.7015752,7.22,1804,135
"NLA06608-2094",29.0929425,-97.0874112,6.55,438,35
"NLA06608-2095",42.2494978,-109.4410083,3.02,316,48
"NLA06608-2103",44.8372406,-99.9050015,25.25,3503,170
"NLA06608-2114",39.6853177,-79.2303327,1.78,402,1
"NLA06608-2117",28.6209734,-81.6219948,25.11,5572,169
"NLA06608-2120",32.5930071,-98.3156902,12.66,869,28
"NLA06608-2123",44.3279402,-97.1167168,13.47,3009,613
"NLA06608-2131",45.8962492,-99.1016191,22.46,1820,14
"NLA06608-2134",45.8926632,-122.7435687,1.51,211,21
"NLA06608-2135",44.7083878,-96.4778892,10.04,1117,24
"NLA06608-2152",37.8592563,-93.3259702,4.34,535,29
"NLA06608-2154",31.267842,-86.9477558,5.93,1007,112
"NLA06608-2155",41.627105,-85.0236485,7.9,644,1
"NLA06608-2162",41.5113427,-71.5731802,4.52,295,21
"NLA06608-2170",47.3058769,-112.4310378,74.59,5109,65
"NLA06608-2177",48.671943,-114.7318229,3.22,334,3
"NLA06608-2185",38.6608662,-119.5263528,2.31,188,15
"NLA06608-2187",33.4537398,-87.3544169,2.52,366,20
"NLA06608-2193",46.4195063,-124.0354961,7.13,294,15
"NLA06608-2196",39.2938843,-86.4607073,3.71,407,15
"NLA06608-2217",34.4202345,-111.0896969,6.93,300,9
"NLA06608-2219",41.2997762,-86.4084566,8.11,634,33
"NLA06608-2241",48.1540212,-117.3189991,4.06,256,9
"NLA06608-2250",44.3017541,-110.6285367,1.81,140,11
"NLA06608-2253",38.9668818,-75.5004885,3.09,3591,86
"NLA06608-2257",47.4093078,-122.7843969,3.3,214,6
"NLA06608-2266",44.1842148,-106.7589307,8.13,350,21
"NLA06608-2267",41.5178589,-85.300575,8.37,793,25
"NLA06608-2283",41.2836211,-85.7896975,5.48,559,7
"NLA06608-2305",48.18443,-116.5279847,6.2,329,9
"NLA06608-2322",41.5055322,-111.3273337,3.92,388,31
"NLA06608-2332",40.0313793,-99.3040658,6.5,779,318
"NLA06608-2333",38.6438266,-75.5474204,2.26,2311,75
"NLA06608-2345",39.3481268,-110.9481455,3.77,391,15
"NLA06608-2354",41.7054484,-71.4588945,3.14,331,12
"NLA06608-2372",36.2742405,-109.2028896,5.91,439,54
"NLA06608-2379",41.247774,-105.7229345,33.93,2076,12
"NLA06608-2418",41.5597706,-71.4790807,3.61,366,35
"NLA06608-2426",47.6347722,-110.4842973,252.19,25663,1697
"NLA06608-2429",40.3437782,-111.0606041,3.15,133,9
"NLA06608-2438",42.0668051,-119.5634013,13,1674,636
"NLA06608-2450",43.6316437,-124.1790441,2.28,148,3
"NLA06608-2453",41.8041848,-116.2369826,5.65,765,283
"NLA06608-2457",37.4372374,-113.0490711,3.91,314,16
"NLA06608-2463",40.1754746,-110.4849079,3.07,183,6
"NLA06608-2477",37.5693613,-115.2249025,17.11,1238,32
"NLA06608-2481",43.9886284,-119.3927622,4.79,421,36
"NLA06608-2492",34.4761711,-89.6689764,2.89,337,33
"NLA06608-2497",48.0082196,-116.9701212,4.17,868,64
"NLA06608-2507",40.0751952,-86.0555008,3.76,1101,34
"NLA06608-2513",47.1328558,-122.5619208,3.15,259,5
"NLA06608-2523",41.3468866,-85.428864,10.02,1259,56
"NLA06608-2524",31.9553701,-91.220466,4.43,580,33
"NLA06608-2565",28.3232011,-81.2272522,4.55,410,19
"NLA06608-2566",41.3798599,-71.7947977,10.51,376,9
"NLA06608-2593",28.092104,-81.7071327,14.23,1337,41
"NLA06608-2629",28.8421823,-81.2730717,11.72,1188,66
"NLA06608-2634",44.9411674,-109.5249202,2.42,278,16
"NLA06608-2640",40.3617015,-100.7051997,5.73,1113,48
"NLA06608-2644",39.0793803,-85.2418964,5.84,1240,121
"NLA06608-2655",40.7249618,-109.1845335,16.59,2286,102
"NLA06608-2657",28.1666372,-81.8327235,5.13,488,6
"NLA06608-2663",29.2056573,-95.3591772,6.26,561,13
"NLA06608-2673",44.3065817,-118.6850367,2.31,423,72
"NLA06608-2685",40.683637,-110.9547924,4.29,169,7
"NLA06608-2696",32.8366626,-96.7195609,3.43,733,75
"NLA06608-2704",35.8844838,-100.1852787,10.95,1672,105
"NLA06608-2708",39.5421765,-86.4953308,3.86,388,12
"NLA06608-2714",43.8278019,-104.1093535,73.71,216,8
"NLA06608-2715",41.990756,-103.61424,5.13,369,36
"NLA06608-2726",43.7137868,-121.7665432,2.45,191,5
"NLA06608-2740",41.2941994,-98.9022068,2.25,359,121
"NLA06608-2753",47.5706872,-117.6889884,19.01,1496,16
"NLA06608-2759",30.7559282,-98.6839128,2.36,206,9
"NLA06608-2776",33.4958451,-96.959367,6.09,1144,36
"NLA06608-2779",41.2797647,-85.7051758,7.7,713,21
"NLA06608-2797",37.9086935,-114.264347,6.33,664,24
"NLA06608-2800",47.6780803,-112.4771506,2.74,235,11
"NLA06608-2801",42.0856629,-112.689224,1.47,339,36
"NLA06608-2807",31.9066925,-97.4186166,5.69,660,32
"NLA06608-2823",31.2934506,-92.7414345,5.75,751,31
"NLA06608-2824",41.7646173,-98.6608346,2.24,794,208
"NLA06608-2831",34.1474929,-85.7918613,3.13,738,107
"NLA06608-2833",47.9188042,-120.164879,6.62,640,16
"NLA06608-2874",46.9308348,-111.9632243,3.12,487,76
"NLA06608-2881",48.4550928,-114.388,1.52,50,1
"NLA06608-2889",38.7035977,-118.7179736,44.65,1476,577
"NLA06608-2891",41.2322491,-85.9852578,8.38,790,8
"NLA06608-2916",38.2129552,-87.1160224,3.92,324,15
"NLA06608-2924",32.2370622,-101.3181565,5.74,693,13
"NLA06608-2954",44.0236132,-111.6037333,8.58,7684,876
"NLA06608-2955",33.5568092,-86.1438461,2.9,513,58
"NLA06608-2972",42.4532572,-100.649942,15.93,5350,347
"NLA06608-2987",41.6786323,-86.3695021,11.28,1336,29
"NLA06608-2996",33.9804795,-98.7099336,8.82,1440,130
"NLA06608-3032",33.8415669,-97.2508279,8.21,1543,94
"NLA06608-3035",41.5509969,-85.2868168,8.19,738,7
"NLA06608-3083",30.853677,-95.3422617,6.77,685,96
"NLA06608-3096",32.1165996,-96.1491807,7.61,559,17
"NLA06608-3121",44.9645267,-116.4623588,3.39,455,46
"NLA06608-3147",41.077102,-86.4635628,8.97,999,46
"NLA06608-3153",48.6602893,-122.81678,2.02,116,1
"NLA06608-3157",43.5494252,-115.7987142,1.16,70,8
"NLA06608-3160",41.036917,-96.8398134,9.75,2655,237
"NLA06608-3169",26.9362317,-80.8663011,13.26,1200,105
"NLA06608-3228",32.570246,-99.6826183,5.14,658,74
"NLA06608-3265",48.0564798,-117.40861,4.05,338,7
"NLA06608-3303",29.2461467,-98.3772099,10,1535,81
"NLA06608-3313",42.1231933,-111.8362486,2.3,316,41
"NLA06608-3320",34.9019537,-94.7657018,6.15,612,88
"NLA06608-3329",48.4574113,-116.824496,3.14,374,10
"NLA06608-3480",34.6296809,-97.0899395,10.47,1612,88
"NLA06608-3484",42.6269512,-100.6121255,38.16,4319,180
"NLA06608-3608",41.9753622,-97.2361035,13.07,1821,191
"NLA06608-3616",36.05808,-99.922478,5.01,455,15
"NLA06608-3644",41.7876294,-102.5219427,34.26,2063,58
"NLA06608-3656",42.4164663,-99.2910606,24.91,5813,471
"NLA06608-3660",40.1566865,-96.7797025,7.27,2263,1329
"NLA06608-3698",41.8909739,-71.6849417,4.79,300,6
"NLA06608-3846",41.394105,-71.6657301,4.15,110,3
"NLA06608-3890",41.5800769,-71.7980271,2.78,98,1
"NLA06608-3911",30.5371392,-92.4431037,5.88,643,43
"NLA06608-4056",36.1430584,-98.6285654,6.55,651,75
"NLA06608-4064",36.8486239,-102.875142,7.05,770,47
"NLA06608-4206",35.9212759,-97.413047,6.73,1627,61
"NLA06608-4252",43.496235,-72.9184855,2.69,188,1
"NLA06608-4320",36.7485899,-96.8551223,4.34,1871,177
"NLA06608-4382",34.7290335,-97.7730841,5.72,571,35
"NLA06608-4413",41.9202851,-71.7690605,3.63,251,8
"NLA06608-4414",34.8862297,-95.1632214,4.31,480,38
"NLA06608-4440",36.7359162,-97.0349779,5.33,803,38
"NLA06608-4472",35.4977422,-97.6793022,4.69,816,282
"NLA06608-4504",36.8122814,-96.0413209,7.8,680,32
"NLA06608-4610",34.4885841,-96.9813973,5,426,22
"NLA06608-4643",36.5147867,-96.1911658,8.1,557,19
"NLA06608-4650",32.7146,-92.4450157,11.18,681,43
"NLA06608-4659",35.3970673,-98.7075209,3.7,1247,90
"NLA06608-4686",31.3731727,-92.7440246,6.5,446,84
"NLA06608-4698",32.0904584,-93.489763,7.04,1333,142
"NLA06608-4828",34.9659012,-97.6755188,5.45,421,24
"NLA06608-4929",34.5893828,-96.6052751,7.51,954,121
"NLA06608-4949",36.0700177,-95.5588119,3.84,623,82
"NLA06608-9999",44.64231,-71.651789,2.94,149,1
"NLA06608-ACAD_LAKES_0435",44.40788,-68.268509,1.92,151,10
"NLA06608-ALPS-1218",44.836404,-67.881905,11.36,414,14
"NLA06608-ALSC:020149",44.348811,-74.401491,3.36,191,5
"NLA06608-ELS:1C2-032",43.296358,-71.428103,4.27,264,11
"NLA06608-ELS:1C3-003",45.653548,-69.927263,6.59,256,9
"NLA06608-ELS:1D1-035",41.848175,-70.617682,2.16,444,23
"NLA06608-ELS:1D2-087",42.323799,-72.092123,6.48,532,35
"NLA06608-ELS:1E1-052",45.207071,-68.209171,4.38,130,10
"NLA06608-ELS:1E1-096",45.219001,-68.077773,6.8,236,9
"NLA06608-ELS:1E1-128",44.849882,-68.429254,4.68,394,8
"NLA06608-ELS:1E2-027",45.799297,-69.889944,10.42,629,28
"NLA06608-ELS:1E3-002",46.375055,-68.35754,6.81,731,14
"NLA06608-ELS:1E3-012",46.944636,-68.871133,2.31,161,4
"NLA06608-ELS:1E3-071",46.345672,-68.594335,8.15,807,17
"NLA06608-ELS:2B2-008",46.994934,-88.759164,10.76,299,8
"NLA06608-ELS:2C2-048",45.500526,-88.794652,5.71,593,8
"NLA06608-ELS:2C3-018",46.138603,-89.552886,5.65,328,10
"NLA06608-ELS:2D3-008",47.122809,-93.880503,14.33,722,13
"NLA06608-EMAP:ME011L",45.748209,-69.222522,7.5,246,13
"NLA06608-EMAP:ME012L",46.962321,-68.89108,3.48,129,1
"NLA06608-EMAP:ME254L",46.353306,-69.056968,4.23,204,5
"NLA06608-EMAP:ME263L",45.127611,-67.997826,7.32,314,11
"NLA06608-EMAP:ME518L",45.354469,-67.922498,3.54,156,7
"NLA06608-FL:107895579",29.080057,-81.441106,10.21,985,33
"NLA06608-FL:16674741",29.839332,-81.95812,1.51,98,8
"NLA06608-FL:18261987",30.118409,-82.409214,6.98,474,20
"NLA06608-FL:99324403",30.211239,-82.834414,7.54,801,24
"NLA06608-FL:99344895",30.247737,-82.913722,5.49,1531,166
"NLA06608-IN:646",41.56235,-85.392434,4.74,2089,4
"NLA06608-MI:7007",42.398646,-84.056809,9.03,828,9
"NLA06608-MN:03-0029",47.062841,-95.181199,7.99,779,9
"NLA06608-MN:06-0002",45.33182,-96.135669,17.11,2475,271
"NLA06608-MN:11-0102",46.928377,-94.040807,9.2,447,9
"NLA06608-MN:15-0010",47.189468,-95.21841,7.06,529,9
"NLA06608-MN:22-0074",43.8192,-94.078777,8.59,1175,62
"NLA06608-MN:49-0140",45.813111,-94.636969,6.01,595,7
"NLA06608-MN:51-0063",44.15457,-95.767078,7.45,1174,140
"NLA06608-MN:56-0306",46.292544,-95.748497,4.94,540,8
"NLA06608-MN:61-0037",45.490155,-95.364908,6.47,835,19
"NLA06608-MN:74-0023",43.891574,-93.349755,6.45,880,34
"NLA06608-MN:75-0200",45.528235,-96.074082,14.5,2647,446
"NLA06608-MN:77-0019",45.768831,-94.670256,9.07,1065,17
"NLA06608-MN:87-0030",44.684008,-95.532331,13.31,1987,82
"NLA06608-NELP-0253",45.152049,-68.094876,2.95,183,4
"NLA06608-NELP-0955",46.965959,-68.856993,2.94,118,1
"NLA06608-NELP-1041",44.36243,-69.111684,4.51,286,9
"NLA06608-NELP-1330",46.9518,-68.843,2.93,168,1
"NLA06608-NELP-2155",46.961173,-68.84294,3.04,146,1
"NLA06608-NELP-3355",46.944789,-68.853062,3.92,216,4
"NLA06608-NELP-3586",45.752816,-69.077222,3.19,138,3
"NLA06608-NH250L",43.840363,-71.127398,3.51,292,12
"NLA06608-NH4912",43.023373,-72.01599,1.91,177,4
"NLA06608-NV:2",40.592943,-115.394285,1.57,124,11
"NLA06608-NV:3",41.026475,-115.087017,2.08,223,7
"NLA06608-NV:4",37.301656,-115.126627,16.25,3225,154
"NLA06608-OH:19",39.707435,-84.269652,5.85,500,17
"NLA06608-OH:22",40.080755,-83.032824,2.42,244,3
"NLA06608-R10BULLTR",44.299985,-115.253959,1.21,88,3
"NLA06608-R10CAPEHO",44.412769,-115.130707,3.69,318,10
"NLA06608-R10CHARLT",43.7447,-121.972108,0.65,136,1
"NLA06608-R10COUNCI",46.266753,-121.629648,0.68,39,1
"NLA06608-R10DEERLA",43.819275,-121.893625,1.71,191,4
"NLA06608-R10FISHLA",42.736902,-118.647249,2.42,279,13
"NLA06608-R10FOURMI",42.46935,-122.258622,1.4,143,4
"NLA06608-R10RAINYL",48.501411,-120.737873,0.37,56,3
"NLA06608-R10SQUAWL",42.040047,-123.020334,2.31,150,4
"NLA06608-R10ULAKE",47.427764,-123.074122,5.35,312,10
"NLA06608-R10YELLOW",44.000621,-114.875721,1.03,36,3
"NLA06608-R31",39.39897,-76.98388,2.23,1103,8
"NLA06608-R314",37.394115,-78.637447,3.01,230,11
"NLA06608-R315",38.328785,-79.227717,1.37,101,4
"NLA06608-R318",37.315287,-79.819212,2.54,235,8
"NLA06608-R319",37.344722,-77.1802,14.01,531,37
"NLA06608-R32",39.510833,-79.142764,1.56,505,3
"NLA06608-R322",36.807826,-80.079728,1.65,219,7
"NLA06608-R323",36.841537,-76.649661,5.12,629,26
"NLA06608-R324",37.357963,-76.830652,3.58,366,6
"NLA06608-R326",37.43234,-76.906472,5.54,740,31
"NLA06608-R328",37.042659,-80.87554,3.05,277,9
"NLA06608-R333",37.303695,-76.707685,3.15,366,22
"NLA06608-R334",39.514306,-78.156495,4.42,311,12
"NLA06608-R336",37.974885,-80.953739,3.09,169,4
"NLA06608-R34",40.270346,-78.682256,2.15,309,3
"NLA06608-R5:KATHRYN",46.381969,-88.724713,5.28,405,7
"NLA06608-R5:OTTAWA",46.083918,-88.76232,2.38,148,3
"NLA06608-R7101",42.526174,-100.668437,29.38,6880,363
"NLA06608-R7103",42.578207,-100.688615,27.8,9359,839
"NLA06608-R7104",42.526966,-100.717256,33.43,4166,1719
"NLA06608-R7106",40.630491,-96.583853,7.25,1281,318
"NLA06608-R715",42.535944,-92.4014,5.55,1205,54
"NLA06608-R716",42.479229,-92.388594,3.99,544,23
"NLA06608-R723",37.09209,-96.798912,3.73,380,20
"NLA06608-R728",38.791331,-95.979428,4.69,333,19
"NLA06608-R730",38.522226,-96.42668,2.86,513,37
"NLA06608-R733",38.50443,-94.68362,5.89,637,62
"NLA06608-R736",38.494153,-95.815771,3.79,389,26
"NLA06608-R746",38.1274,-94.8906,4.29,408,37
"NLA06608-R750",39.469161,-96.410034,5.07,983,80
"NLA06608-R759",38.948542,-98.568716,6.73,611,17
"NLA06608-R764",37.232374,-96.195593,3.79,350,14
"NLA06608-R767",37.726925,-90.917282,2.8,203,10
"NLA06608-R769",36.636707,-91.054054,2.87,316,8
"NLA06608-R770",37.386994,-91.261113,2.43,223,5
"NLA06608-R772",38.428911,-91.480991,4.76,351,16
"NLA06608-R775",38.228213,-90.53646,4.06,326,10
"NLA06608-R784",42.458365,-103.116433,5.08,789,31
"NLA06608-R788",42.5433,-100.7275,32.11,3172,650
"NLA06608-R791",41.779509,-102.446229,271.1,25638,2147
"NLA06608-R792",41.731631,-102.436342,69.46,8647,393
"NLA06608-R796",41.734746,-102.397543,39.87,7925,495
"NLA06608-TX:10",30.751822,-98.408858,4.89,767,63
"NLA06608-TX:14",30.751822,-98.408858,4.87,468,16
"NLA06608-TX:15",32.441373,-98.99129,6.46,484,14
"NLA06608-TX:19",31.917152,-95.293713,7.41,1069,72
"NLA06608-TX:22",32.044428,-94.464052,4.43,258,11
"NLA06608-TX:27",31.49062,-100.50987,8.2,933,69
"NLA06608-TX:29",31.003513,-97.609119,3.99,308,8
"NLA06608-TX:30",33.249977,-94.332424,9.6,1433,181
"NLA06608-TX:5",28.503123,-98.389969,5.95,683,74
"NLA06608-WI:LOWES",43.218375,-88.311533,6.68,1566,67
"NLA06608-WI:SY",43.958982,-87.943978,12.07,905,49
