"SITECODE","LCODE","SDATE","SHOUR","SMINS","LAB_NID","PHDATE","PHHOUR","PHMINS","FILTDATE","COMPDATE"
"T08","04",14-DEC-11,,,"",,,,,
"T06","01",14-DEC-11,10,58,"",,,,,
"T04","01",07-DEC-11,11,40,"",08-DEC-11,15,0,08-DEC-11,16-APR-12
"T11","01",07-DEC-11,11,44,"",08-DEC-11,11,0,08-DEC-11,12-DEC-11
"T04","02",07-DEC-11,12,45,"",08-DEC-11,15,0,08-DEC-11,16-APR-12
"T08","04",07-DEC-11,,,"",,,,,
"T04","03",07-DEC-11,13,30,"",08-DEC-11,15,0,08-DEC-11,16-APR-12
"T08","02",07-DEC-11,8,9,"",08-DEC-11,11,30,08-DEC-11,22-MAR-12
"T08","03",07-DEC-11,10,5,"",,,,,
"T06","01",07-DEC-11,10,24,"",,,,,
"T08","01",07-DEC-11,8,59,"",,,,,
"T07","02",07-DEC-11,11,7,"",08-DEC-11,13,28,08-DEC-11,20-FEB-12
"T07","01",07-DEC-11,11,45,"",08-DEC-11,13,22,08-DEC-11,20-FEB-12
"T02","01",07-DEC-11,11,5,"",14-DEC-11,15,4,14-DEC-11,20-FEB-12
"T12","01",07-DEC-11,16,0,"",,,,,
"T12","01",01-DEC-11,15,45,"",,,,,
"T06","01",01-DEC-11,10,59,"",,,,,
"T11","01",01-DEC-11,11,58,"",02-DEC-11,11,0,02-DEC-11,12-DEC-11
"T08","03",30-NOV-11,12,25,"",,,,,
"T05","03",30-NOV-11,9,31,"",,,,,
"T08","01",30-NOV-11,16,25,"",,,,,
"T08","04",30-NOV-11,10,30,"",,,,,
"T05","02",30-NOV-11,9,30,"",,,,,
"T05","01",30-NOV-11,9,36,"",,,,,
"T08","02",30-NOV-11,11,53,"",01-DEC-11,12,0,01-DEC-11,22-MAR-12
"T07","01",30-NOV-11,9,50,"",08-DEC-11,12,18,08-DEC-11,20-FEB-12
"T02","01",30-NOV-11,12,30,"",01-DEC-11,12,45,01-DEC-11,08-FEB-12
"T07","02",30-NOV-11,9,35,"",08-DEC-11,12,23,08-DEC-11,20-FEB-12
"T04","02",29-NOV-11,11,52,"",30-NOV-11,11,30,30-NOV-11,05-APR-12
"T04","01",29-NOV-11,11,10,"",30-NOV-11,11,30,30-NOV-11,05-APR-12
"T04","03",29-NOV-11,10,40,"",30-NOV-11,11,30,30-NOV-11,05-APR-12
"T04","02",23-NOV-11,12,43,"",24-NOV-11,10,10,24-NOV-11,05-APR-12
"T04","03",23-NOV-11,13,20,"",24-NOV-11,10,10,24-NOV-11,05-APR-12
"T06","01",23-NOV-11,10,47,"",,,,,
"T07","01",23-NOV-11,9,45,"",08-DEC-11,12,2,08-DEC-11,20-FEB-12
"T07","02",23-NOV-11,9,25,"",08-DEC-11,12,7,08-DEC-11,20-FEB-12
"T08","03",23-NOV-11,12,2,"",,,,,
"T08","02",23-NOV-11,9,0,"",24-NOV-11,11,30,24-NOV-11,22-MAR-12
"T08","04",23-NOV-11,9,40,"",,,,,
"T11","01",23-NOV-11,12,2,"",24-NOV-11,9,56,24-NOV-11,25-NOV-11
"T12","01",23-NOV-11,15,0,"",,,,,
"T02","01",23-NOV-11,9,15,"",01-DEC-11,12,28,01-DEC-11,08-FEB-12
"T04","01",23-NOV-11,12,0,"",24-NOV-11,10,10,24-NOV-11,05-APR-12
"T08","01",23-NOV-11,8,48,"",,,,,
"T02","01",16-NOV-11,9,45,"",17-NOV-11,10,33,17-NOV-11,31-JAN-12
"T12","01",16-NOV-11,14,15,"",,,,,
"T11","01",16-NOV-11,11,26,"",17-NOV-11,11,0,17-NOV-11,25-NOV-11
"T08","04",16-NOV-11,9,35,"",,,,,
"T08","02",16-NOV-11,9,4,"",17-NOV-11,11,15,17-NOV-11,22-MAR-12
"T08","03",16-NOV-11,11,38,"",,,,,
"T08","01",16-NOV-11,8,54,"",,,,,
"T07","02",16-NOV-11,9,50,"",08-DEC-11,11,21,08-DEC-11,20-FEB-12
"T07","01",16-NOV-11,9,35,"",08-DEC-11,11,17,08-DEC-11,20-FEB-12
"T05","03",16-NOV-11,9,23,"",,,,,
"T06","01",16-NOV-11,11,25,"",,,,,
"T05","01",16-NOV-11,9,35,"",,,,,
"T05","02",16-NOV-11,9,20,"",,,,,
"T04","03",16-NOV-11,10,55,"",17-NOV-11,11,15,17-NOV-11,05-JUL-12
"T04","02",16-NOV-11,11,20,"",17-NOV-11,11,15,17-NOV-11,05-JUL-12
"T04","01",16-NOV-11,10,35,"",17-NOV-11,11,15,17-NOV-11,05-JUL-12
"T04","01",09-NOV-11,11,7,"",10-NOV-11,11,30,10-NOV-11,05-JUL-12
"T04","02",09-NOV-11,12,32,"",10-NOV-11,11,30,10-NOV-11,05-JUL-12
"T12","01",09-NOV-11,16,15,"",,,,,
"T04","03",09-NOV-11,12,14,"",10-NOV-11,11,30,10-NOV-11,05-JUL-12
"T08","01",09-NOV-11,8,54,"",,,,,
"T11","01",09-NOV-11,11,35,"",10-NOV-11,10,40,10-NOV-11,11-NOV-11
"T07","02",09-NOV-11,10,30,"",10-NOV-11,12,46,10-NOV-11,08-FEB-12
"T06","01",09-NOV-11,10,15,"",,,,,
"T02","01",09-NOV-11,8,30,"",17-NOV-11,10,18,17-NOV-11,31-JAN-12
"T08","02",09-NOV-11,9,5,"",10-NOV-11,11,5,10-NOV-11,22-MAR-12
"T07","01",09-NOV-11,10,0,"",10-NOV-11,12,41,10-NOV-11,08-FEB-12
"T08","04",09-NOV-11,10,32,"",,,,,
"T08","03",09-NOV-11,11,48,"",,,,,
"T04","02",02-NOV-11,12,40,"",03-NOV-11,11,10,03-NOV-11,05-JUL-12
"T04","01",02-NOV-11,11,40,"",03-NOV-11,11,10,03-NOV-11,05-JUL-12
"T04","03",02-NOV-11,12,20,"",03-NOV-11,11,10,03-NOV-11,05-JUL-12
"T05","02",02-NOV-11,9,50,"",,,,,
"T05","01",02-NOV-11,10,0,"",,,,,
"T06","01",02-NOV-11,10,22,"",,,,,
"T05","03",02-NOV-11,9,53,"",,,,,
"T07","01",02-NOV-11,10,15,"",10-NOV-11,11,47,10-NOV-11,08-FEB-12
"T08","02",02-NOV-11,10,40,"",03-NOV-11,11,51,03-NOV-11,22-MAR-12
"T08","01",02-NOV-11,10,23,"",,,,,
"T08","03",02-NOV-11,14,13,"",,,,,
"T08","04",02-NOV-11,12,45,"",,,,,
"T11","01",02-NOV-11,11,39,"",03-NOV-11,11,20,03-NOV-11,11-NOV-11
"T12","01",02-NOV-11,15,17,"",,,,,
"T02","01",02-NOV-11,11,20,"",03-NOV-11,10,11,03-NOV-11,31-JAN-12
"T07","02",02-NOV-11,10,0,"",10-NOV-11,11,51,10-NOV-11,08-FEB-12
"T06","01",26-OCT-11,8,20,"",,,,,
"T07","02",26-OCT-11,9,20,"",10-NOV-11,11,35,10-NOV-11,08-FEB-12
"T08","02",26-OCT-11,8,3,"",27-OCT-11,11,14,27-OCT-11,22-MAR-12
"T04","01",26-OCT-11,9,40,"",27-OCT-11,15,30,27-OCT-11,05-JUL-12
"T04","03",26-OCT-11,10,25,"",27-OCT-11,15,30,27-OCT-11,05-JUL-12
"T08","01",26-OCT-11,9,45,"",,,,,
"T12","01",26-OCT-11,14,56,"",,,,,
"T08","03",26-OCT-11,10,44,"",,,,,
"T04","02",26-OCT-11,10,45,"",27-OCT-11,15,30,27-OCT-11,05-JUL-12
"T08","04",26-OCT-11,8,26,"",,,,,
"T02","01",26-OCT-11,8,15,"",03-NOV-11,9,54,03-NOV-11,31-JAN-12
"T07","01",26-OCT-11,9,35,"",10-NOV-11,11,30,10-NOV-11,08-FEB-12
"T11","01",26-OCT-11,12,29,"",27-OCT-11,10,15,27-OCT-11,31-OCT-11
"T12","01",19-OCT-11,15,30,"",,,,,
"T05","01",19-OCT-11,8,55,"",,,,,
"T02","01",19-OCT-11,10,20,"",20-OCT-11,10,3,20-OCT-11,26-JAN-12
"T04","03",19-OCT-11,11,5,"",20-OCT-11,11,30,20-OCT-11,09-MAR-12
"T07","02",19-OCT-11,10,10,"",10-NOV-11,10,30,10-NOV-11,08-FEB-12
"T08","04",19-OCT-11,10,27,"",,,,,
"T08","01",19-OCT-11,8,10,"",,,,,
"T04","01",19-OCT-11,10,20,"",20-OCT-11,11,30,20-OCT-11,09-MAR-12
"T11","01",19-OCT-11,11,7,"",20-OCT-11,10,25,20-OCT-11,31-OCT-11
"T07","01",19-OCT-11,10,25,"",10-NOV-11,10,25,10-NOV-11,08-FEB-12
"T08","02",19-OCT-11,8,20,"",20-OCT-11,11,40,20-OCT-11,22-MAR-12
"T05","02",19-OCT-11,8,50,"",,,,,
"T04","02",19-OCT-11,11,25,"",20-OCT-11,11,30,20-OCT-11,09-MAR-12
"T06","01",19-OCT-11,7,57,"",,,,,
"T05","03",19-OCT-11,8,51,"",,,,,
"T08","03",19-OCT-11,12,59,"",,,,,
"T06","01",12-OCT-11,8,32,"",,,,,
"T07","01",12-OCT-11,9,40,"",13-OCT-11,14,9,13-OCT-11,16-NOV-11
"T07","02",12-OCT-11,10,15,"",13-OCT-11,14,14,13-OCT-11,16-NOV-11
"T08","02",12-OCT-11,8,37,"",13-OCT-11,10,54,13-OCT-11,22-MAR-12
"T08","01",12-OCT-11,8,23,"",,,,,
"T08","03",12-OCT-11,,,"",,,,,
"T08","04",12-OCT-11,9,7,"",13-OCT-11,10,54,13-OCT-11,22-MAR-12
"T11","01",12-OCT-11,11,31,"",13-OCT-11,11,15,13-OCT-11,17-OCT-11
"T12","01",12-OCT-11,15,11,"",,,,,
"T04","01",12-OCT-11,10,5,"",13-OCT-11,13,0,13-OCT-11,09-MAR-12
"T04","02",12-OCT-11,13,20,"",13-OCT-11,13,0,13-OCT-11,09-MAR-12
"T04","03",12-OCT-11,13,25,"",13-OCT-11,13,0,13-OCT-11,09-MAR-12
"T02","01",11-OCT-11,9,50,"",20-OCT-11,9,47,20-OCT-11,26-JAN-12
"T05","01",05-OCT-11,9,10,"",,,,,
"T02","01",05-OCT-11,9,25,"",06-OCT-11,11,32,06-OCT-11,02-NOV-11
"T07","02",05-OCT-11,9,50,"",13-OCT-11,13,30,13-OCT-11,16-NOV-11
"T08","02",05-OCT-11,9,45,"",06-OCT-11,11,0,06-OCT-11,22-MAR-12
"T04","02",05-OCT-11,12,50,"",06-OCT-11,10,10,06-OCT-11,09-FEB-12
"T08","01",05-OCT-11,9,23,"",,,,,
"T08","03",05-OCT-11,13,17,"",,,,,
"T04","01",05-OCT-11,10,30,"",06-OCT-11,10,10,06-OCT-11,09-FEB-12
"T12","01",05-OCT-11,15,38,"",,,,,
"T08","04",05-OCT-11,11,50,"",,,,,
"T11","01",05-OCT-11,10,52,"",06-OCT-11,10,12,06-OCT-11,17-OCT-11
"T05","03",05-OCT-11,9,1,"",,,,,
"T06","01",05-OCT-11,9,39,"",,,,,
"T05","02",05-OCT-11,9,0,"",,,,,
"T07","01",05-OCT-11,10,10,"",13-OCT-11,13,25,13-OCT-11,16-NOV-11
"T04","03",05-OCT-11,9,50,"",06-OCT-11,10,10,06-OCT-11,09-FEB-12
"T06","01",28-SEP-11,8,52,"",,,,,
"T07","02",28-SEP-11,9,26,"",13-OCT-11,13,15,13-OCT-11,16-NOV-11
"T08","02",28-SEP-11,8,49,"",29-SEP-11,12,38,29-SEP-11,22-MAR-12
"T04","01",28-SEP-11,9,41,"",30-SEP-11,13,30,30-SEP-11,09-FEB-12
"T04","03",28-SEP-11,11,0,"",30-SEP-11,13,30,30-SEP-11,09-FEB-12
"T08","01",28-SEP-11,8,33,"",,,,,
"T12","01",28-SEP-11,14,30,"",,,,,
"T08","03",28-SEP-11,13,10,"",,,,,
"T04","02",28-SEP-11,11,30,"",30-SEP-11,13,30,30-SEP-11,09-FEB-12
"T08","04",28-SEP-11,9,13,"",,,,,
"T02","01",28-SEP-11,7,40,"",06-OCT-11,11,18,06-OCT-11,02-NOV-11
"T07","01",28-SEP-11,9,45,"",13-OCT-11,13,10,13-OCT-11,16-NOV-11
"T11","01",28-SEP-11,10,55,"",29-SEP-11,10,15,29-SEP-11,05-OCT-11
"T12","01",21-SEP-11,14,0,"",,,,,
"T05","01",21-SEP-11,8,40,"",,,,,
"T02","01",21-SEP-11,7,35,"",06-OCT-11,10,12,06-OCT-11,02-NOV-11
"T04","03",21-SEP-11,11,40,"",23-SEP-11,11,30,23-SEP-11,05-JUL-12
"T07","02",21-SEP-11,9,50,"",13-OCT-11,12,3,13-OCT-11,16-NOV-11
"T08","04",21-SEP-11,9,15,"",22-SEP-11,10,27,22-SEP-11,22-MAR-12
"T08","01",21-SEP-11,8,15,"",,,,,
"T04","01",21-SEP-11,9,40,"",23-SEP-11,11,30,23-SEP-11,05-JUL-12
"T11","01",21-SEP-11,11,44,"",22-SEP-11,10,15,22-SEP-11,05-OCT-11
"T07","01",21-SEP-11,10,20,"",13-OCT-11,11,59,13-OCT-11,16-NOV-11
"T08","02",21-SEP-11,8,31,"",22-SEP-11,10,27,22-SEP-11,22-MAR-12
"T05","02",21-SEP-11,8,30,"",,,,,
"T04","02",21-SEP-11,12,0,"",23-SEP-11,11,30,23-SEP-11,05-JUL-12
"T06","01",21-SEP-11,9,44,"",,,,,
"T05","03",21-SEP-11,8,31,"",,,,,
"T08","03",21-SEP-11,13,55,"",,,,,
"T06","01",14-SEP-11,9,57,"",,,,,
"T07","01",14-SEP-11,9,42,"",13-OCT-11,11,44,13-OCT-11,16-NOV-11
"T07","02",14-SEP-11,9,21,"",13-OCT-11,11,49,13-OCT-11,16-NOV-11
"T08","02",14-SEP-11,8,40,"",15-SEP-11,8,22,15-SEP-11,29-FEB-12
"T08","01",14-SEP-11,7,55,"",,,,,
"T08","03",14-SEP-11,13,27,"",,,,,
"T08","04",14-SEP-11,10,30,"",,,,,
"T11","01",14-SEP-11,11,20,"",15-SEP-11,10,5,15-SEP-11,16-SEP-11
"T12","01",14-SEP-11,16,25,"",,,,,
"T02","01",14-SEP-11,8,15,"",06-OCT-11,9,58,06-OCT-11,02-NOV-11
"T04","01",14-SEP-11,11,40,"",15-SEP-11,11,30,15-SEP-11,05-JUL-12
"T04","02",14-SEP-11,14,5,"",15-SEP-11,11,30,15-SEP-11,05-JUL-12
"T04","03",14-SEP-11,12,20,"",15-SEP-11,11,30,15-SEP-11,05-JUL-12
"T11","01",07-SEP-11,10,25,"",08-SEP-11,9,35,08-SEP-11,16-SEP-11
"T05","01",07-SEP-11,8,35,"",,,,,
"T08","02",07-SEP-11,9,35,"",08-SEP-11,12,30,08-SEP-11,29-FEB-12
"T04","02",07-SEP-11,15,35,"",08-SEP-11,11,35,08-SEP-11,19-JAN-12
"T07","02",07-SEP-11,9,10,"",08-SEP-11,13,11,08-SEP-11,16-SEP-11
"T08","01",07-SEP-11,9,3,"",,,,,
"T08","03",07-SEP-11,14,38,"",,,,,
"T04","03",07-SEP-11,15,50,"",08-SEP-11,11,35,08-SEP-11,19-JAN-12
"T04","01",07-SEP-11,10,55,"",08-SEP-11,11,35,08-SEP-11,19-JAN-12
"T12","01",07-SEP-11,14,24,"",,,,,
"T08","04",07-SEP-11,12,30,"",08-SEP-11,12,30,08-SEP-11,29-FEB-12
"T07","01",07-SEP-11,10,0,"",08-SEP-11,13,6,08-SEP-11,16-SEP-11
"T05","03",07-SEP-11,8,26,"",,,,,
"T06","01",07-SEP-11,9,21,"",,,,,
"T05","02",07-SEP-11,8,25,"",,,,,
"T02","01",06-SEP-11,10,15,"",08-SEP-11,10,14,08-SEP-11,16-SEP-11
"T04","01",31-AUG-11,11,10,"",05-SEP-11,14,0,05-SEP-11,19-JAN-12
"T02","01",31-AUG-11,8,25,"",08-SEP-11,9,57,08-SEP-11,16-SEP-11
"T12","01",31-AUG-11,15,15,"",,,,,
"T11","01",31-AUG-11,10,24,"",01-SEP-11,10,50,01-SEP-11,06-SEP-11
"T08","04",31-AUG-11,10,15,"",01-SEP-11,8,35,01-SEP-11,29-FEB-12
"T08","03",31-AUG-11,10,48,"",,,,,
"T04","03",31-AUG-11,13,30,"",05-SEP-11,14,0,05-SEP-11,19-JAN-12
"T08","02",31-AUG-11,8,22,"",01-SEP-11,8,35,01-SEP-11,29-FEB-12
"T07","02",31-AUG-11,9,25,"",08-SEP-11,12,55,08-SEP-11,16-SEP-11
"T07","01",31-AUG-11,9,40,"",08-SEP-11,12,50,08-SEP-11,16-SEP-11
"T06","01",31-AUG-11,8,1,"",,,,,
"T04","02",31-AUG-11,13,5,"",05-SEP-11,14,0,05-SEP-11,19-JAN-12
"T08","01",31-AUG-11,8,5,"",,,,,
"T04","01",24-AUG-11,9,41,"",25-AUG-11,11,15,25-AUG-11,19-JAN-12
"T02","01",24-AUG-11,9,22,"",25-AUG-11,11,23,25-AUG-11,29-SEP-11
"T12","01",24-AUG-11,12,45,"",,,,,
"T11","01",24-AUG-11,10,55,"",25-AUG-11,12,50,25-AUG-11,06-SEP-11
"T08","04",24-AUG-11,8,2,"",24-AUG-11,15,35,24-AUG-11,29-FEB-12
"T08","03",24-AUG-11,12,10,"",,,,,
"T08","01",24-AUG-11,9,58,"",,,,,
"T08","02",24-AUG-11,7,34,"",24-AUG-11,15,35,24-AUG-11,29-FEB-12
"T07","02",24-AUG-11,10,0,"",08-SEP-11,12,3,08-SEP-11,16-SEP-11
"T07","01",24-AUG-11,10,35,"",08-SEP-11,11,57,08-SEP-11,16-SEP-11
"T06","01",24-AUG-11,10,3,"",,,,,
"T05","01",24-AUG-11,7,45,"",,,,,
"T05","02",24-AUG-11,8,0,"",,,,,
"T05","03",24-AUG-11,8,2,"",,,,,
"T04","02",24-AUG-11,10,31,"",25-AUG-11,11,15,25-AUG-11,19-JAN-12
"T04","03",24-AUG-11,10,49,"",25-AUG-11,11,15,25-AUG-11,19-JAN-12
"T04","02",17-AUG-11,12,54,"",18-AUG-11,13,45,18-AUG-11,19-JAN-12
"T08","02",17-AUG-11,8,40,"",18-AUG-11,13,30,18-AUG-11,17-FEB-12
"T08","01",17-AUG-11,8,0,"",,,,,
"T12","01",17-AUG-11,15,25,"",,,,,
"T08","03",17-AUG-11,14,43,"",,,,,
"T04","03",17-AUG-11,13,5,"",18-AUG-11,13,45,18-AUG-11,19-JAN-12
"T07","02",17-AUG-11,9,50,"",18-AUG-11,13,2,18-AUG-11,26-AUG-11
"T11","01",17-AUG-11,11,15,"",18-AUG-11,10,45,18-AUG-11,22-AUG-11
"T06","01",17-AUG-11,8,9,"",,,,,
"T07","01",17-AUG-11,9,24,"",18-AUG-11,12,56,18-AUG-11,26-AUG-11
"T04","01",17-AUG-11,9,30,"",18-AUG-11,13,45,18-AUG-11,19-JAN-12
"T08","04",17-AUG-11,9,28,"",18-AUG-11,13,30,18-AUG-11,17-FEB-12
"T02","01",16-AUG-11,7,25,"",25-AUG-11,11,7,25-AUG-11,29-SEP-11
"T08","02",10-AUG-11,8,25,"",10-AUG-11,14,15,10-AUG-11,17-FEB-12
"T08","01",10-AUG-11,8,13,"",,,,,
"T08","03",10-AUG-11,9,26,"",,,,,
"T08","04",10-AUG-11,8,53,"",10-AUG-11,14,15,10-AUG-11,17-FEB-12
"T11","01",10-AUG-11,10,28,"",11-AUG-11,12,0,11-AUG-11,22-AUG-11
"T12","01",10-AUG-11,12,40,"",,,,,
"T02","01",10-AUG-11,9,55,"",11-AUG-11,11,42,11-AUG-11,29-AUG-11
"T04","01",10-AUG-11,10,0,"",11-AUG-11,12,0,11-AUG-11,02-DEC-11
"T04","03",10-AUG-11,11,20,"",11-AUG-11,12,0,11-AUG-11,02-DEC-11
"T04","02",10-AUG-11,11,30,"",11-AUG-11,12,0,11-AUG-11,02-DEC-11
"T05","03",10-AUG-11,8,45,"",,,,,
"T05","02",10-AUG-11,8,42,"",,,,,
"T05","01",10-AUG-11,8,50,"",,,,,
"T06","01",10-AUG-11,8,9,"",,,,,
"T07","01",10-AUG-11,10,40,"",18-AUG-11,12,1,18-AUG-11,26-AUG-11
"T07","02",10-AUG-11,10,20,"",18-AUG-11,12,6,18-AUG-11,26-AUG-11
"T12","01",03-AUG-11,14,15,"",,,,,
"T11","01",03-AUG-11,11,1,"",04-AUG-11,9,20,04-AUG-11,05-AUG-11
"T04","03",03-AUG-11,14,30,"",04-AUG-11,11,45,04-AUG-11,02-DEC-11
"T02","01",03-AUG-11,7,50,"",11-AUG-11,11,29,11-AUG-11,29-AUG-11
"T06","01",03-AUG-11,8,2,"",,,,,
"T08","04",03-AUG-11,9,33,"",04-AUG-11,14,0,04-AUG-11,17-FEB-12
"T08","02",03-AUG-11,9,7,"",04-AUG-11,14,0,04-AUG-11,17-FEB-12
"T07","01",03-AUG-11,9,50,"",18-AUG-11,11,43,18-AUG-11,26-AUG-11
"T08","01",03-AUG-11,10,54,"",,,,,
"T08","03",03-AUG-11,12,16,"",,,,,
"T04","01",03-AUG-11,10,30,"",04-AUG-11,11,45,04-AUG-11,02-DEC-11
"T07","02",03-AUG-11,9,40,"",18-AUG-11,11,49,18-AUG-11,26-AUG-11
"T04","02",03-AUG-11,13,30,"",04-AUG-11,11,45,04-AUG-11,02-DEC-11
"T02","01",27-JUL-11,12,30,"",28-JUL-11,10,23,28-JUL-11,17-AUG-11
"T05","03",27-JUL-11,8,21,"",,,,,
"T05","01",27-JUL-11,8,45,"",,,,,
"T08","01",27-JUL-11,7,46,"",,,,,
"T07","02",27-JUL-11,10,0,"",18-AUG-11,10,45,18-AUG-11,26-AUG-11
"T04","01",27-JUL-11,10,30,"",28-JUL-11,10,15,28-JUL-11,
"T04","02",27-JUL-11,11,20,"",28-JUL-11,10,15,28-JUL-11,
"T08","02",27-JUL-11,7,58,"",28-JUL-11,12,30,28-JUL-11,17-FEB-12
"T11","01",27-JUL-11,10,17,"",28-JUL-11,11,10,28-JUL-11,05-AUG-11
"T08","03",27-JUL-11,12,53,"",,,,,
"T04","03",27-JUL-11,13,5,"",28-JUL-11,10,15,28-JUL-11,
"T08","04",27-JUL-11,8,25,"",28-JUL-11,12,30,28-JUL-11,17-FEB-12
"T07","01",27-JUL-11,10,40,"",18-AUG-11,10,40,18-AUG-11,26-AUG-11
"T05","02",27-JUL-11,8,20,"",,,,,
"T12","01",27-JUL-11,12,50,"",,,,,
"T06","01",27-JUL-11,9,40,"",,,,,
"T08","03",20-JUL-11,11,49,"",,,,,
"T11","01",20-JUL-11,11,2,"",21-JUL-11,10,10,21-JUL-11,25-JUL-11
"T04","02",20-JUL-11,10,45,"",21-JUL-11,11,30,21-JUL-11,
"T08","01",20-JUL-11,7,56,"",22-JUL-11,10,30,22-JUL-11,01-DEC-11
"T08","04",20-JUL-11,8,42,"",22-JUL-11,10,30,22-JUL-11,01-DEC-11
"T12","01",20-JUL-11,12,50,"",,,,,
"T04","01",20-JUL-11,9,35,"",21-JUL-11,11,30,21-JUL-11,
"T08","02",20-JUL-11,8,16,"",22-JUL-11,10,30,22-JUL-11,01-DEC-11
"T07","02",20-JUL-11,9,20,"",21-JUL-11,12,55,21-JUL-11,26-AUG-11
"T04","03",20-JUL-11,10,35,"",21-JUL-11,11,30,21-JUL-11,
"T06","01",20-JUL-11,9,8,"",,,,,
"T02","01",20-JUL-11,7,35,"",28-JUL-11,10,6,28-JUL-11,17-AUG-11
"T07","01",20-JUL-11,8,42,"",21-JUL-11,12,49,21-JUL-11,26-AUG-11
"T05","02",13-JUL-11,8,20,"",,,,,
"T05","01",13-JUL-11,8,55,"",,,,,
"T06","01",13-JUL-11,9,25,"",,,,,
"T07","01",13-JUL-11,11,0,"",21-JUL-11,11,50,21-JUL-11,26-AUG-11
"T08","01",13-JUL-11,8,10,"",14-JUL-11,14,15,14-JUL-11,18-NOV-11
"T07","02",13-JUL-11,10,20,"",21-JUL-11,11,56,21-JUL-11,26-AUG-11
"T08","02",13-JUL-11,8,25,"",14-JUL-11,14,15,14-JUL-11,18-NOV-11
"T08","03",13-JUL-11,12,45,"",,,,,
"T08","04",13-JUL-11,8,51,"",14-JUL-11,14,15,14-JUL-11,18-NOV-11
"T12","01",13-JUL-11,14,15,"",,,,,
"T11","01",13-JUL-11,10,18,"",14-JUL-11,10,35,14-JUL-11,25-JUL-11
"T02","01",13-JUL-11,10,45,"",14-JUL-11,12,30,14-JUL-11,02-AUG-11
"T04","01",13-JUL-11,9,20,"",14-JUL-11,14,30,14-JUL-11,
"T04","03",13-JUL-11,11,38,"",14-JUL-11,14,30,14-JUL-11,
"T04","02",13-JUL-11,12,0,"",14-JUL-11,14,30,14-JUL-11,
"T05","03",13-JUL-11,8,21,"",,,,,
"T07","02",06-JUL-11,9,20,"",21-JUL-11,11,38,21-JUL-11,26-AUG-11
"T04","03",06-JUL-11,12,55,"",07-JUL-11,11,45,07-JUL-11,
"T02","01",06-JUL-11,8,25,"",14-JUL-11,12,13,14-JUL-11,02-AUG-11
"T08","02",06-JUL-11,8,6,"",07-JUL-11,11,0,07-JUL-11,02-NOV-11
"T08","03",06-JUL-11,12,25,"",,,,,
"T04","01",06-JUL-11,10,30,"",07-JUL-11,11,45,07-JUL-11,
"T06","01",06-JUL-11,10,20,"",,,,,
"T08","01",06-JUL-11,7,55,"",07-JUL-11,11,0,07-JUL-11,02-NOV-11
"T12","01",06-JUL-11,13,30,"",,,,,
"T04","02",06-JUL-11,12,0,"",07-JUL-11,11,45,07-JUL-11,
"T07","01",06-JUL-11,9,35,"",21-JUL-11,11,33,21-JUL-11,26-AUG-11
"T08","04",06-JUL-11,8,42,"",07-JUL-11,11,0,07-JUL-11,02-NOV-11
"T11","01",06-JUL-11,10,42,"",07-JUL-11,10,15,07-JUL-11,08-JUL-11
"T04","01",29-JUN-11,10,44,"",30-JUN-11,10,30,30-JUN-11,
"T07","01",29-JUN-11,10,35,"",21-JUL-11,10,23,21-JUL-11,26-AUG-11
"T04","03",29-JUN-11,11,35,"",30-JUN-11,10,30,30-JUN-11,
"T08","02",29-JUN-11,7,58,"",30-JUN-11,11,15,30-JUN-11,02-NOV-11
"T04","02",29-JUN-11,11,22,"",30-JUN-11,10,30,30-JUN-11,
"T11","01",29-JUN-11,10,30,"",30-JUN-11,10,18,30-JUN-11,08-JUL-11
"T05","03",29-JUN-11,9,5,"",,,,,
"T05","02",29-JUN-11,9,4,"",,,,,
"T05","01",29-JUN-11,9,8,"",,,,,
"T06","01",29-JUN-11,10,42,"",,,,,
"T08","03",29-JUN-11,15,0,"",,,,,
"T07","02",29-JUN-11,10,15,"",21-JUL-11,10,29,21-JUL-11,26-AUG-11
"T12","01",29-JUN-11,12,36,"",,,,,
"T08","01",29-JUN-11,7,45,"",30-JUN-11,11,15,30-JUN-11,02-NOV-11
"T02","01",29-JUN-11,10,25,"",30-JUN-11,10,20,30-JUN-11,26-JUL-11
"T08","04",29-JUN-11,8,24,"",30-JUN-11,11,15,30-JUN-11,02-NOV-11
"T04","01",22-JUN-11,10,0,"",23-JUN-11,13,15,24-JUN-11,
"T04","03",22-JUN-11,11,35,"",23-JUN-11,15,15,26-JUN-11,
"T04","02",22-JUN-11,11,45,"",23-JUN-11,14,15,25-JUN-11,
"T06","01",22-JUN-11,8,12,"",,,,,
"T08","01",22-JUN-11,7,45,"",23-JUN-11,12,30,23-JUN-11,18-OCT-11
"T07","02",22-JUN-11,8,40,"",23-JUN-11,13,30,23-JUN-11,12-JUL-11
"T08","02",22-JUN-11,7,59,"",23-JUN-11,12,30,23-JUN-11,18-OCT-11
"T08","03",22-JUN-11,10,4,"",,,,,
"T08","04",22-JUN-11,9,22,"",23-JUN-11,12,30,23-JUN-11,18-OCT-11
"T12","01",22-JUN-11,16,30,"",,,,,
"T11","01",22-JUN-11,10,13,"",22-JUN-11,15,45,22-JUN-11,24-JUN-11
"T07","01",22-JUN-11,9,30,"",23-JUN-11,13,24,23-JUN-11,12-JUL-11
