UID,SITE_ID,YEAR,VISIT_NO,DATE_COL,SITETYPE,PSTL_CODE,LAT_DD83,LON_DD83,AG_ECO9_NM,INDEX_VISIT,ANC,DOC,PH,NTL,PTL,NtoP
1002452,ORR9-0914,2013,1,7/24/2013,PROB,OR,43.77084,-118.049,Xeric,Y,1970.06,3.65,8.06,478,278,1.71942446
1002453,ORS9-0939,2013,1,7/23/2013,PROB,OR,44.14125,-119.2912,Western Mountains,Y,4906.98,1.43,8.22,65,70,0.928571429
1002454,WISS-1164,2013,1,7/24/2013,PROB,WI,44.81844,-91.87926,Upper Midwest,Y,2737.534,2.6,8.13,10300,219,47.03196347
1002455,ILRF-0003,2013,1,7/23/2013,HAND,IL,40.14087,-87.7433,Temperate Plains,Y,5115.86,2.24,8.52,7175,56,128.125
1002456,OHRF-0002,2013,1,7/24/2013,HAND,OH,41.18563,-82.42516,Temperate Plains,Y,2678.69,7.91,8.15,1819,141,12.90070922
1002457,MOSS-1159,2013,1,7/23/2013,PROB,MO,39.24991,-93.01204,Temperate Plains,Y,2318.68,3.97,8.2,10438,591,17.66159052
1002458,TXSS-1210,2013,1,7/24/2013,PROB,TX,30.92768,-97.99342,Southern Plains,Y,4561.6,1.72,7.92,185,29,6.379310345
1002459,NCS9-0921,2013,1,7/22/2013,PROB,NC,35.4757,-81.40958,Southern Appalachians,Y,281.6,2.42,7.42,1371,78,17.57692308
1002460,NCRF-0002,2013,1,7/23/2013,HAND,NC,36.41318,-80.2648,Southern Appalachians,Y,9.11,1.46,5.84,169,16,10.5625
1002461,MTLS-1130,2013,1,7/24/2013,PROB,MT,46.59423,-111.0444,Northern Plains,Y,4471.69,2.47,8.5,258,55,4.690909091
1002462,KSRS-1303,2013,1,7/23/2013,PROB,KS,37.70662,-96.2133,Temperate Plains,Y,3669.35,4.93,8.43,631,74,8.527027027
1002463,ALSS-1065,2013,1,7/24/2013,PROB,AL,34.07899,-86.50564,Southern Appalachians,Y,195.76,3.52,6.82,886,48,18.45833333
1002464,SDRM-1011,2013,1,7/24/2013,PROB,SD,43.39332,-103.3291,Northern Plains,Y,3456.69,1.79,7.6,513,121,4.239669421
1002465,CAS9-0926,2013,1,7/24/2013,PROB,CA,41.64846,-124.0885,Western Mountains,Y,396,0.79,7.59,276,13,21.23076923
1002466,OKS9-0934,2013,1,7/23/2013,PROB,OK,35.71769,-96.37698,Southern Plains,Y,2069.98,5.04,8.08,580,45,12.88888889
1002467,INRF-0001,2013,1,7/24/2013,HAND,IN,39.01319,-85.50091,Temperate Plains,Y,3150.17,3.47,8.38,474,55,8.618181818
1002468,WARM-1001,2013,1,7/24/2013,PROB,WA,47.18231,-120.9081,Western Mountains,Y,414.75,0.91,7.5,48,14,3.428571429
1002469,IARF-0004,2013,1,7/24/2013,HAND,IA,42.6635,-93.22859,Temperate Plains,Y,4314.49,4.83,8.34,20025,264,75.85227273
1002470,IAR9-0905,2013,1,7/25/2013,PROB,IA,42.24731,-92.32474,Temperate Plains,Y,4156.99,1.47,8.41,8900,141,63.12056738
1002471,NJSS-1078,2013,1,7/25/2013,PROB,NJ,40.82636,-74.59106,Northern Appalachians,Y,853.34,1.83,7.77,1988,39,50.97435897
1002472,ILR9-0902,2013,1,7/24/2013,PROB,IL,41.48585,-89.84848,Temperate Plains,Y,5054.32,2.46,8.37,1426,59,24.16949153
1002474,CAS9-0920,2013,1,7/25/2013,PROB,CA,40.724,-124.1174,Western Mountains,Y,1180,5.7,7.45,142,52.6,2.699619772
1002475,NYSS-1249,2013,1,7/25/2013,PROB,NY,43.76854,-75.50135,Northern Appalachians,Y,2541.58,2.02,8.46,769,30,25.63333333
1002476,IDR9-0905,2013,1,7/25/2013,PROB,ID,47.69645,-116.9153,Western Mountains,Y,379.92,1.01,7.34,236,33,7.151515152
1002477,VTRF-0001,2013,1,7/25/2013,HAND,VT,43.94573,-72.71111,Northern Appalachians,Y,298.98,1.23,7.4,303,10,30.3
1002478,INS9-0923,2013,1,7/25/2013,PROB,IN,40.54495,-84.92549,Temperate Plains,Y,5562.66,4.3,8.42,730,122,5.983606557
1002479,IARF-0002,2013,1,7/25/2013,HAND,IA,41.77723,-94.49883,Temperate Plains,Y,4981.25,2.17,8.4,12050,210,57.38095238
1002480,OHS9-0921,2013,1,7/25/2013,PROB,OH,40.01636,-83.25297,Temperate Plains,Y,4232.13,5.21,8.33,3313,153,21.65359477
1002481,ORS9-0937,2013,1,7/25/2013,PROB,OR,44.85146,-118.1429,Western Mountains,Y,187.33,0.53,7.38,35,32,1.09375
1002482,NVS9-0921,2013,2,7/23/2013,PROB,NV,40.7413,-115.5544,Xeric,N,2741.06,0.95,8.37,323,73,4.424657534
1002483,NVR9-0920,2013,2,7/25/2013,PROB,NV,41.88666,-114.6866,Xeric,N,2149.03,1.89,8.34,306,136,2.25
1002484,NVS9-0926,2013,2,7/24/2013,PROB,NV,41.8773,-115.6285,Xeric,N,1162.02,1.59,8.11,218,57,3.824561404
1002485,NCR9-0903,2013,1,7/24/2013,PROB,NC,36.21492,-80.96029,Southern Appalachians,Y,228.77,1.45,7.23,643,95,6.768421053
1002486,MTRO-1070,2013,1,7/25/2013,PROB,MT,46.60899,-111.0762,Northern Plains,Y,3488.59,2.74,8.48,314,66,4.757575758
1002487,ARR9-0905,2013,1,7/25/2013,PROB,AR,33.55630442,-92.02261248,Coastal Plains,Y,848.03608,2.624,,235,15,15.66666667
1002488,ALRF-0001,2013,1,7/25/2013,HAND,AL,34.917856,-86.13294466,Southern Appalachians,Y,2713.11,1.05,8.36,184,19,9.684210526
1002489,LAS9-0944,2013,2,7/25/2013,PROB,LA,29.89733,-90.68334,Coastal Plains,N,796,6.88,7.36,1120,447,2.505592841
1002490,LAR9-0915,2013,2,7/24/2013,PROB,LA,30.32848,-90.84382,Coastal Plains,N,657.78,2.96,7.68,576,195,2.953846154
1002491,MOLS-1080,2013,1,7/24/2013,PROB,MO,40.05197,-92.15712,Temperate Plains,Y,2784.24,7.86,8.05,815,99,8.232323232
1002492,IARF-0005,2013,1,7/24/2013,HAND,IA,40.83546,-93.856,Temperate Plains,Y,3093.4,6.95,8.24,2264,250,9.056
1002494,MNR9-0913,2013,1,7/24/2013,PROB,MN,44.80659,-93.01163,Upper Midwest,Y,3753.84,8.64,8.36,3185,225,14.15555556
1002495,MNR9-0901,2013,2,7/25/2013,PROB,MN,44.13244,-91.72952,Upper Midwest,N,3174.01,9.14,8.3,2818,170,16.57647059
1002496,TXS9-0933,2013,1,7/25/2013,PROB,TX,30.6545,-97.92736,Southern Plains,Y,3860.75,2.26,8.35,259,38,6.815789474
1002497,INRF-0002,2013,1,7/25/2013,HAND,IN,39.3675,-86.06756,Temperate Plains,Y,4434.47,3.4,8.29,576,42,13.71428571
1002498,MTRO-1061,2013,1,7/24/2013,PROB,MT,48.22178,-105.1217,Northern Plains,Y,9290.03,7.9,8.73,779,63,12.36507937
1002500,OHRF-0001,2013,1,7/26/2013,HAND,OH,39.24005,-82.76363,Southern Appalachians,Y,2762.96,1.65,8.46,550,23,23.91304348
1002501,ALS9-0916,2013,2,7/26/2013,PROB,AL,33.26014982,-85.50357137,Southern Appalachians,N,570.7,4.69,7.3,1380,248,5.564516129
1002502,IDRO-1033,2013,1,7/28/2013,PROB,ID,47.3171,-116.3267,Western Mountains,Y,570.18,0.73,7.81,94,23,4.086956522
1002503,IDRM-1011,2013,1,7/26/2013,PROB,ID,48.16989,-116.7366,Western Mountains,Y,1429.25,1.4,8.59,129,16,8.0625
1002504,IDRO-1025,2013,1,7/27/2013,PROB,ID,48.26628,-116.8605,Western Mountains,Y,451.2,1.47,7.69,91,25,3.64
1002505,ALS9-0923,2013,1,7/28/2013,PROB,AL,33.79214422,-86.13073021,Southern Appalachians,Y,108.31,1.31,6.69,129,31,4.161290323
1002506,NYS9-0925,2013,1,7/28/2013,PROB,NY,44.8645,-74.128,Northern Appalachians,Y,719.57,3.38,7.8,454,29,15.65517241
1002507,NDLS-1057,2013,1,7/25/2013,PROB,ND,47.75863,-103.7374,Northern Plains,Y,5978.37,17.46,8.7,1645,376,4.375
1002508,NDSS-1108,2013,1,7/26/2013,PROB,ND,47.58122,-102.831,Northern Plains,Y,10508.59,16.59,8.71,1489,49,30.3877551
1002509,NDSS-1111,2013,1,7/25/2013,PROB,ND,47.82305,-103.9888,Northern Plains,Y,3316.18,2.74,8.37,525,194,2.706185567
1002510,ILLS-1074,2013,1,7/25/2013,PROB,IL,42.10498,-89.16953,Temperate Plains,Y,5545.76,1.3,8.42,9163,96,95.44791667
1002511,MORF-0010,2013,1,7/25/2013,HAND,MO,40.863,-91.66074,Temperate Plains,Y,3246.67,3.82,8.35,438,108,4.055555556
1002512,ILRO-1027,2013,1,7/26/2013,PROB,IL,40.8218,-88.37701,Temperate Plains,Y,5283.74,3.93,8.35,846,155,5.458064516
1002513,NHR9-0902,2013,1,7/25/2013,PROB,NH,43.06807,-72.4487,Northern Appalachians,Y,823.31,3.68,7.92,389,46,8.456521739
1002514,NYS9-0937,2013,1,7/29/2013,PROB,NY,44.6575,-74.00524,Northern Appalachians,Y,324.72,3.68,7.32,328,33,9.939393939
1002515,IAS9-0931,2013,1,7/29/2013,PROB,IA,41.60742,-91.67085,Temperate Plains,Y,3717.93,3.11,8.15,3675,165,22.27272727
1002516,IDRO-1041,2013,1,7/29/2013,PROB,ID,46.76034,-116.5153,Western Mountains,Y,730.25,3.06,8.24,286,43,6.651162791
1002517,RISS-1084,2013,1,7/29/2013,PROB,RI,41.87916,-71.47102,Northern Appalachians,Y,328.61,6.3,7.24,609,48,12.6875
1002518,ALRO-1021,2013,1,7/29/2013,PROB,AL,33.58483,-87.09572,Southern Appalachians,Y,1232.29,2.95,7.97,1051,86,12.22093023
1002519,IALS-1051,2013,1,7/29/2013,PROB,IA,42.43728,-93.34563,Temperate Plains,Y,4915.24,4.13,8.1,26125,170,153.6764706
1002520,INLS-1044,2013,1,7/29/2013,PROB,IN,39.70522,-87.07882,Temperate Plains,Y,3581.27,3.03,8.06,2630,40,65.75
1002522,COSS-1097,2013,1,7/30/2013,PROB,CO,39.88667,-104.9311,Southern Plains,Y,4181.22,8.2,8.11,1634,144,11.34722222
1002523,DES9-0912,2013,2,7/30/2013,PROB,DE,39.80614,-75.46541,Southern Appalachians,N,993.64,5.22,7.83,1121,85,13.18823529
1002525,ILSS-1128,2013,1,7/30/2013,PROB,IL,39.19463,-90.5695,Temperate Plains,Y,3642.9,4.58,8.11,3043,1035,2.940096618
1002526,NYLS-1119,2013,1,7/30/2013,PROB,NY,44.87431,-74.14309,Northern Appalachians,Y,699.78,3.83,7.88,443,29,15.27586207
1002527,MDR9-0902,2013,1,7/30/2013,PROB,MD,39.59856,-77.88461,Southern Appalachians,Y,1451.35,3.77,8.25,630,34,18.52941176
1002529,MORO-1055,2013,1,7/29/2013,HAND,MO,38.96453,-91.62456,Temperate Plains,Y,2880.16,3.07,7.97,420,63,6.666666667
1002530,MORF-0002,2013,1,7/30/2013,HAND,MO,39.04244,-92.39665,Temperate Plains,Y,3751.38,3.7,8,494,61,8.098360656
1002531,MTRM-1003,2013,1,7/30/2013,PROB,MT,45.99139,-111.4634,Western Mountains,Y,2121.86,2.02,8.67,273,83,3.289156627
1002532,WIRF-0012,2013,1,7/30/2013,HAND,WI,42.88488,-88.53879,Temperate Plains,Y,6182.5,17.29,8.14,1564,52,30.07692308
1002533,WAR9-0901,2013,2,7/30/2013,PROB,WA,48.95608,-119.6933,Xeric,N,1393.27,1.89,8.09,110,30,3.666666667
1002534,NER9-0905,2013,1,7/30/2013,PROB,NE,41.15205,-96.54845,Temperate Plains,Y,4975.518,6.53,,3270,260,12.57692308
1002535,GAS9-0914,2013,1,7/30/2013,PROB,GA,34.06955,-84.53635,Southern Appalachians,Y,1064.95,1.48,7.87,471,41,11.48780488
1002536,IAS9-0920,2013,1,7/30/2013,PROB,IA,41.85046,-94.02613,Temperate Plains,Y,4314.05,2.79,8.27,6150,100,61.5
1002537,OHRO-1032,2013,1,7/30/2013,PROB,OH,41.17577,-80.72513,Northern Appalachians,Y,1982.36,5.9,8.11,1716,129,13.30232558
1002538,MIS9-0928,2013,1,7/30/2013,PROB,MI,46.29206,-88.94179,Upper Midwest,Y,109.23,61.52,5.39,1495,32,46.71875
1002539,OKS9-0933,2013,1,7/30/2013,PROB,OK,36.95135,-95.03539,Temperate Plains,Y,1109.36,16.89,7.56,2775,635,4.37007874
1002540,KSR9-0901,2013,2,7/30/2013,PROB,KS,39.87204,-95.02724,Temperate Plains,N,3545.11,3.82,8.39,1804,350,5.154285714
1002541,SDRO-1067,2013,1,7/30/2013,PROB,SD,43.47996,-97.13014,Temperate Plains,Y,5561.56,8.65,7.95,1528,283,5.399293286
1002542,OKR9-0912,2013,1,7/30/2013,PROB,OK,33.91222,-95.54936,Coastal Plains,Y,3102.15,4.89,8.25,786,113,6.955752212
1002543,WIRF-0013,2013,1,7/30/2013,HAND,WI,44.329,-87.63524,Temperate Plains,Y,5459.13,5.82,8.34,4500,67,67.1641791
1002545,ALRM-1001,2013,1,7/30/2013,PROB,AL,32.22869,-87.14828,Coastal Plains,Y,943.61,4.58,7.94,621,89,6.97752809
1002546,NHRM-1003,2013,1,7/30/2013,PROB,NH,43.62451,-72.33184,Northern Appalachians,Y,878.84,4.42,7.86,370,24,15.41666667
1002547,CAS9-0914,2013,2,7/30/2013,PROB,CA,36.96371,-119.2314,Xeric,N,1260,4.45,7.54,581,66.7,8.710644678
1002548,TXR9-0916,2013,1,7/30/2013,PROB,TX,30.88169,-93.57254,Coastal Plains,Y,690.55,5.08,7.6,400,75,5.333333333
1002549,MNR9-0904,2013,1,7/30/2013,PROB,MN,45.12479,-93.99624,Upper Midwest,Y,4282.18,7.17,8.37,1455,162,8.981481481
1002550,NDS9-0943,2013,2,7/31/2013,PROB,ND,47.09669,-101.8017,Northern Plains,N,5568.34,13.22,8.2,890,70,12.71428571
1002551,NES9-0925,2013,1,7/31/2013,PROB,NE,41.50319,-96.34988,Temperate Plains,Y,6294.33,2.83,,9050,180,50.27777778
1002552,MTR9-0912,2013,1,7/31/2013,PROB,MT,47.45161,-111.3013,Northern Plains,Y,2799.26,2.06,8.52,294,90,3.266666667
1002553,ILSS-1125,2013,1,7/31/2013,PROB,IL,40.1534,-89.91671,Temperate Plains,Y,6123.88,1.31,8.14,739,79,9.35443038
1002554,KSRS-1280,2013,1,7/31/2013,PROB,KS,38.93963,-94.98134,Temperate Plains,Y,4109.79,4.09,8.26,541,341,1.586510264
1002555,WYR9-0913,2013,1,7/31/2013,PROB,WY,42.11494,-104.9852,Southern Plains,Y,3565.18,6.11,8.3,854,125,6.832
1002556,IAS9-0918,2013,1,7/31/2013,PROB,IA,40.87373,-95.5977,Temperate Plains,Y,5569.96,1.77,8.4,8125,278,29.22661871
1002557,INS9-0920,2013,1,7/31/2013,PROB,IN,38.71123,-87.17757,Temperate Plains,Y,3648.42,5.08,8.22,2548,236,10.79661017
1002558,LAS9-0950,2013,1,7/30/2013,PROB,LA,30.17777,-93.05098,Coastal Plains,Y,5123.82,14.08,8.01,3605,641,5.624024961
1002559,LASS-1051,2013,1,7/31/2013,PROB,LA,29.94629,-92.46156,Coastal Plains,Y,1492.93,9.61,7.83,1638,324,5.055555556
1002560,MILS-1057,2013,1,7/31/2013,PROB,MI,46.33678,-89.67835,Upper Midwest,Y,1047.36,13.78,7.76,688,53,12.98113208
1002561,NYS9-0926,2013,1,7/31/2013,PROB,NY,43.53158,-74.55173,Northern Appalachians,Y,90,4.22,6.95,284,29,9.793103448
1002562,OHR9-0904,2013,1,7/30/2013,PROB,OH,39.13619,-84.34206,Temperate Plains,Y,4634.65,2.9,8.38,2493,197,12.65482234
1002563,SDLS-1113,2013,1,7/31/2013,PROB,SD,43.27772,-97.29453,Temperate Plains,Y,6665.42,5.07,8.24,1418,289,4.906574394
1002564,OHS9-0918,2013,1,7/31/2013,PROB,OH,41.15906,-81.81774,Northern Appalachians,Y,3597.36,4.99,8.31,374,19,19.68421053
1002565,NVR9-0910,2013,2,8/1/2013,PROB,NV,39.08216,-119.7573,Xeric,N,3437.04,4.02,8.34,405,281,1.441281139
1002566,ARS9-0944,2013,1,7/31/2013,PROB,AR,34.06488091,-93.44225956,Southern Appalachians,Y,175.64178,3.001,,185,13,14.23076923
1002567,MTR9-0905,2013,1,8/1/2013,PROB,MT,47.41435,-111.4986,Northern Plains,Y,2759.41,2.22,8.6,248,61,4.06557377
1002568,WASS-1133,2013,1,7/31/2013,PROB,WA,48.88244,-119.0718,Western Mountains,Y,1175.73,2.19,7.98,143,53,2.698113208
1002569,WYR9-0904,2013,1,8/1/2013,PROB,WY,43.41402,-106.286,Northern Plains,Y,9867.21,10.1,8.36,1241,296,4.192567568
1002571,CTS9-0921,2013,2,7/31/2013,PROB,CT,41.88046,-73.49702,Northern Appalachians,N,4587.68,1.44,8.39,961,24,40.04166667
1002572,ILS9-0920,2013,1,8/1/2013,PROB,IL,39.54833,-89.4336,Temperate Plains,Y,3588,2.65,8.09,7763,191,40.64397906
1002573,TXLS-1119,2013,1,8/1/2013,PROB,TX,32.761,-94.30027,Coastal Plains,Y,843.79,5.94,7.68,835,40,20.875
1002574,KSRS-1312,2013,1,8/1/2013,PROB,KS,39.0018,-94.80367,Temperate Plains,Y,2462.47,3.63,8.13,690,102,6.764705882
1002575,OHR9-0908,2013,1,8/1/2013,PROB,OH,41.20854,-80.81059,Northern Appalachians,Y,1923.3,5.71,8.05,1021,87,11.73563218
1002577,MISS-1135,2013,1,8/1/2013,PROB,MI,46.71527,-89.39489,Upper Midwest,Y,1565.62,9.32,8.04,418,26,16.07692308
1002578,NERO-1039,2013,1,8/1/2013,PROB,NE,42.07903,-97.90916,Temperate Plains,Y,3257.066,3.99,,240,150,1.6
1002579,MNR9-0905,2013,1,7/31/2013,PROB,MN,45.29729,-93.57205,Upper Midwest,Y,3081.46,10.62,8.4,1078,82,13.14634146
1002580,MNR9-0911,2013,1,8/1/2013,PROB,MN,45.1924,-94.28959,Upper Midwest,Y,4147.63,6.51,8.32,1081,83,13.02409639
1002581,OHRM-1004,2013,1,8/1/2013,PROB,OH,39.68934,-84.25809,Temperate Plains,Y,5402.03,2.72,8.42,2770,275,10.07272727
1002582,NYSS-1245,2013,1,8/2/2013,PROB,NY,42.72312,-76.46325,Northern Appalachians,Y,4710.32,4.11,8.35,1963,113,17.37168142
1002583,NHS9-0912,2013,2,8/1/2013,PROB,NH,43.14515,-71.18604,Northern Appalachians,N,165.18,6.83,6.57,603,56,10.76785714
1002584,MIS9-0936,2013,1,8/2/2013,PROB,MI,46.945,-89.1526,Upper Midwest,Y,705.63,18.77,7.48,800,30,26.66666667
1002585,WYS9-0934,2013,1,8/2/2013,PROB,WY,43.49248,-106.6606,Northern Plains,Y,4400.2,4.83,7.94,389,37,10.51351351
1002586,MORF-0011,2013,1,8/1/2013,HAND,MO,39.0342,-92.57338,Temperate Plains,Y,4169.37,5.31,7.85,595,77,7.727272727
1002587,LAS9-0946,2013,1,8/1/2013,PROB,LA,29.90427,-92.116,Coastal Plains,Y,1744.66,4.94,7.7,1814,306,5.928104575
1002588,OHLS-1070,2013,1,8/2/2013,PROB,OH,41.12102,-81.51976,Northern Appalachians,Y,2577.38,6.47,8.37,1896,90,21.06666667
1002589,ALRM-1002,2013,1,8/2/2013,PROB,AL,31.74166,-88.0956,Coastal Plains,Y,944.71,3.63,7.86,538,64,8.40625
1002591,MORF-0012,2013,1,7/31/2013,HAND,MO,38.53755,-92.3192,Temperate Plains,Y,2944.56,4.57,8.08,659,140,4.707142857
1002592,ALRF-0004,2013,1,8/4/2013,HAND,AL,31.05288349,-87.8369997,Coastal Plains,Y,25.68,3.66,6.01,181,22,8.227272727
1002593,CAS9-0925,2013,1,7/31/2013,PROB,CA,38.06907,-122.5344,Xeric,Y,4410,1.05,8.04,274,58.4,4.691780822
1002594,CAS9-0928,2013,1,8/1/2013,PROB,CA,38.83028,-122.9061,Xeric,Y,2780,4.35,8.36,381,4.1,92.92682927
1002595,ILS9-0921,2013,1,8/2/2013,PROB,IL,39.21622,-89.02056,Temperate Plains,Y,3908.36,3,8.22,2305,145,15.89655172
1002596,KYRO-1031,2013,1,8/4/2013,PROB,KY,37.47149,-87.11365,Temperate Plains,Y,2071.79,4.09,8.05,1015,74,13.71621622
1002597,MTRM-1009,2013,1,7/30/2013,PROB,MT,48.00585,-106.1089,Northern Plains,Y,3278.92,3.11,8.47,218,22,9.909090909
1002598,NYLS-1122,2013,1,8/4/2013,PROB,NY,42.54145,-76.30084,Northern Appalachians,Y,3369.49,2.97,8.3,1719,24,71.625
1002602,WILS-1089,2013,1,7/31/2013,PROB,WI,45.44761,-91.87864,Upper Midwest,Y,2018.182,2.5,8.1,1600,60.9,26.272578
1002603,WYRF-0002,2013,1,8/4/2013,HAND,WY,42.95994,-104.1753,Northern Plains,Y,4917.08,5.28,8.34,445,121,3.67768595
1002604,WIS9-0935,2013,1,8/1/2013,PROB,WI,45.68021,-92.07058,Upper Midwest,Y,2597.66,2.2,7.99,386,70.9,5.444287729
1002606,NVRM-1007,2013,1,8/2/2013,PROB,NV,38.43849,-119.0592,Xeric,Y,2059.41,6.75,8.54,1396,280,4.985714286
1002607,MTR9-0916,2013,1,7/31/2013,PROB,MT,48.00521,-105.9092,Northern Plains,Y,3361.57,3.04,8.35,228,24,9.5
1002608,NYS9-0924,2013,1,8/5/2013,PROB,NY,43.00711,-76.68105,Northern Appalachians,Y,5151.48,8.69,8.25,1326,111.3,11.91374663
1002609,NDR9-0905,2013,1,8/5/2013,PROB,ND,46.22149,-101.5025,Northern Plains,Y,5561.78,12.18,8.49,984,78,12.61538462
1002610,NCSS-1083,2013,1,8/4/2013,PROB,NC,35.73299,-78.97088,Southern Appalachians,Y,921.95,17.1,7.41,1505,157,9.585987261
1002611,VTRS-1012,2013,1,8/5/2013,PROB,VT,43.31279,-72.77013,Northern Appalachians,Y,61.68,1.29,6.73,56,17.8,3.146067416
1002612,VTS9-0911,2013,1,8/5/2013,PROB,VT,42.94639,-72.87178,Northern Appalachians,Y,552.45,2.81,7.73,204,15.8,12.91139241
1002613,RILS-1022,2013,1,8/5/2013,PROB,RI,41.42111,-71.79528,Northern Appalachians,Y,346.44,3.51,7.27,1373,35,39.22857143
1002614,KSRS-1258,2013,1,8/5/2013,PROB,KS,39.42137,-98.04703,Southern Plains,Y,3575.79,9.02,8.33,2295,532.3,4.31147849
1002615,OKRO-1087,2013,1,8/5/2013,PROB,OK,34.85247,-94.61724,Southern Appalachians,Y,224.53,3.42,7.24,280,41.8,6.698564593
1002616,UTS9-0930,2013,1,8/5/2013,PROB,UT,39.7883,-111.1081,Western Mountains,Y,2949.37,4.57,8.83,1283,140.6,9.125177809
1002617,WYR9-0907,2013,1,8/5/2013,PROB,WY,43.34957,-104.2957,Northern Plains,Y,3330.5,8.11,8.15,1628,425.1,3.829687132
1002618,NYS9-0923,2013,1,8/6/2013,PROB,NY,42.93689,-76.61918,Northern Appalachians,Y,8105.71,2.32,8.17,1938,94.2,20.57324841
1002619,KYRO-1029,2013,1,8/5/2013,PROB,KY,36.90474,-86.39364,Southern Appalachians,Y,2996.07,1.14,8.18,2181,60,36.35
1002620,MIS9-0933,2013,1,8/6/2013,PROB,MI,42.94238,-82.48533,Temperate Plains,Y,4552.18,7.51,8.32,541,30.3,17.85478548
1002621,ALR9-0901,2013,1,8/5/2013,PROB,AL,34.95092177,-87.042028,Southern Appalachians,Y,2068.3,2.6,8.09,1189,314.8,3.777001271
1002622,PAR9-0902,2013,1,8/6/2013,PROB,PA,41.47516,-79.51793,Northern Appalachians,Y,841.95,2.3,8.22,330,21.9,15.06849315
1002623,MTR9-0908,2013,1,8/6/2013,PROB,MT,44.97626,-112.9966,Western Mountains,Y,5125.58,3.15,8.43,348,88.5,3.93220339
1002624,NDRO-1020,2013,1,8/6/2013,PROB,ND,46.75123,-102.3682,Northern Plains,Y,6284.83,9.39,8.47,716,79.6,8.994974874
1002625,GAS9-0925,2013,1,8/6/2013,PROB,GA,32.97839,-84.87332,Southern Appalachians,Y,532.3,3.1,7.44,329,42.5,7.741176471
1002626,NHRO-1031,2013,1,8/6/2013,PROB,NH,42.95269,-71.94206,Northern Appalachians,Y,185.84,4.94,7.16,264,27.5,9.6
1002629,INRO-1027,2013,1,8/6/2013,PROB,IN,40.31368,-87.27048,Temperate Plains,Y,4688.4,2.12,8.3,195,12.4,15.72580645
1002630,UTRF-0003,2013,1,8/6/2013,HAND,UT,38.40757,-109.3973,Xeric,Y,1725.34,0.81,8.26,145,28.2,5.141843972
1002631,MOS9-0939,2013,1,8/6/2013,PROB,MO,39.71145,-94.15728,Temperate Plains,Y,2872.5,4.74,8.23,12075,1555.6,7.762278221
1002632,ILLS-1067,2013,1,8/6/2013,PROB,IL,37.16191,-88.71408,Temperate Plains,Y,721.31,1.53,7.48,910,77.8,11.6966581
1002633,KYLS-1055,2013,1,8/6/2013,PROB,KY,37.25659,-87.59639,Temperate Plains,Y,1919.83,1.76,7.44,651,35.1,18.54700855
1002634,VTRS-1008,2013,1,8/6/2013,PROB,VT,42.96758,-72.80919,Northern Appalachians,Y,109.23,1.04,7.06,900,40.6,22.16748768
1002635,OKR9-0907,2013,1,8/6/2013,PROB,OK,34.63573,-95.12159,Southern Appalachians,Y,263.5,5.29,7.32,303,69.1,4.384949349
1002636,TXS9-0929,2013,1,8/6/2013,PROB,TX,32.46104,-94.70198,Coastal Plains,Y,907.99,5.93,7.37,646,91.6,7.052401747
1002637,OKLS-1176,2013,1,8/6/2013,PROB,OK,34.06699,-94.90529,Coastal Plains,Y,320.86,3.74,7.33,224,40.4,5.544554455
1002642,NYS9-0932,2013,1,8/7/2013,PROB,NY,43.01567,-76.85464,Northern Appalachians,Y,6947.24,5.23,8.16,556,94,5.914893617
1002643,CORF-0001,2013,1,8/6/2013,HAND,CO,40.13083,-105.7674,Western Mountains,Y,278.29,1.19,7.44,63,16.5,3.818181818
1002644,KSRS-1306,2013,1,8/6/2013,PROB,KS,39.03621,-98.23066,Southern Plains,Y,3461.48,6.74,8.18,1423,214.5,6.634032634
1002645,MISS-1132,2013,1,8/7/2013,PROB,MI,42.63643,-82.58948,Temperate Plains,Y,3127.32,10.19,7.83,1546,197.9,7.812026276
1002646,WYS9-0930,2013,1,8/6/2013,PROB,WY,43.94402,-105.4367,Northern Plains,Y,3551.17,11.51,8.07,1051,132.3,7.944066515
1002647,MNS9-0927,2013,1,8/5/2013,PROB,MN,43.76482,-94.04071,Temperate Plains,Y,3201.92,4.58,8.04,4900,335.9,14.5876749
1002648,MNLS-1105,2013,1,8/5/2013,HAND,MN,44.49206,-95.87258,Temperate Plains,Y,4381.04,3.07,8.27,1036,80.8,12.82178218
1002649,NHR9-0904,2013,1,8/7/2013,PROB,NH,43.19317,-71.52351,Northern Appalachians,Y,179.44,2.91,7.14,283,24.7,11.45748988
1002651,CTS9-0916,2013,1,8/7/2013,PROB,CT,41.38092,-72.78025,Northern Appalachians,Y,629.59,0.7,7.59,338,35.5,9.521126761
1002652,VTRF-0003,2013,1,8/7/2013,HAND,VT,43.32959,-72.7984,Northern Appalachians,Y,330.99,2.11,7.26,233,20.9,11.14832536
1002653,UTS9-0927,2013,1,8/7/2013,PROB,UT,39.1334,-110.9467,Xeric,Y,2691.73,7.43,8.22,2083,120.6,17.27197347
1002654,MTLS-1131,2013,1,8/7/2013,PROB,MT,44.89928,-112.2601,Western Mountains,Y,3217.88,1.1,8.41,95,47.5,2
1002655,ILLS-1069,2013,1,8/7/2013,PROB,IL,37.95013,-89.42698,Temperate Plains,Y,4862.38,4.07,8.09,601,114.4,5.253496503
