"","LAT","LON","SITE_ID","ECO_TYPE","DATE_COL","VARIABLE","RESULT","UNIT"
"20058",35.95,-79.24111,"LAGOS_156208","Lake",2005-10-21,"do_mgl",7.8,"mgl"
"20059",35.95,-79.24111,"LAGOS_156208","Lake",2005-10-21,"mg_mgl",2.88,"mgl"
"20060",35.95,-79.24111,"LAGOS_156208","Lake",2005-10-21,"ph_field",7.5,"field"
"20061",35.95,-79.24111,"LAGOS_156208","Lake",2005-10-21,"so4_mgl",3.39,"mgl"
"20062",35.95,-79.24111,"LAGOS_156208","Lake",2005-10-21,"temp_degc",20.8,"degc"
"20063",35.74167,-79.01917,"LAGOS_156501","Lake",2007-04-18,"alk_ueql",519.48,"ueql"
"20064",35.74167,-79.01917,"LAGOS_156501","Lake",2007-04-18,"ca_mgl",6.58,"mgl"
"20065",35.74167,-79.01917,"LAGOS_156501","Lake",2007-04-18,"cl_mgl",10.8,"mgl"
"20066",35.74167,-79.01917,"LAGOS_156501","Lake",2007-04-18,"spcond_uscm",126,"uscm"
"20067",35.74167,-79.01917,"LAGOS_156501","Lake",2007-04-18,"do_mgl",7.9,"mgl"
"20068",35.74167,-79.01917,"LAGOS_156501","Lake",2007-04-18,"mg_mgl",2.44,"mgl"
"20069",35.74167,-79.01917,"LAGOS_156501","Lake",2007-04-18,"ph_field",6.8,"field"
"20070",35.74167,-79.01917,"LAGOS_156501","Lake",2007-04-18,"so4_mgl",11.5,"mgl"
"20071",35.74167,-79.01917,"LAGOS_156501","Lake",2007-04-18,"temp_degc",15.3,"degc"
"20072",35.74167,-79.01917,"LAGOS_156501","Lake",2005-04-21,"alk_ueql",579.42,"ueql"
"20073",35.74167,-79.01917,"LAGOS_156501","Lake",2005-04-21,"ca_mgl",7.27,"mgl"
"20074",35.74167,-79.01917,"LAGOS_156501","Lake",2005-04-21,"cl_mgl",14.1,"mgl"
"20075",35.74167,-79.01917,"LAGOS_156501","Lake",2005-04-21,"spcond_uscm",143,"uscm"
"20076",35.74167,-79.01917,"LAGOS_156501","Lake",2005-04-21,"do_mgl",9.6,"mgl"
"20077",35.74167,-79.01917,"LAGOS_156501","Lake",2005-04-21,"mg_mgl",2.84,"mgl"
"20078",35.74167,-79.01917,"LAGOS_156501","Lake",2005-04-21,"ph_field",8.3,"field"
"20079",35.74167,-79.01917,"LAGOS_156501","Lake",2005-04-21,"so4_mgl",11.6,"mgl"
"20080",35.74167,-79.01917,"LAGOS_156501","Lake",2005-04-21,"temp_degc",17.3,"degc"
"20081",35.6625,-78.61139,"LAGOS_152390","Lake",2009-10-15,"alk_ueql",407.592,"ueql"
"20082",35.6625,-78.61139,"LAGOS_152390","Lake",2009-10-15,"ca_mgl",5.01,"mgl"
"20083",35.6625,-78.61139,"LAGOS_152390","Lake",2009-10-15,"cl_mgl",5.64,"mgl"
"20084",35.6625,-78.61139,"LAGOS_152390","Lake",2009-10-15,"spcond_uscm",74,"uscm"
"20085",35.6625,-78.61139,"LAGOS_152390","Lake",2009-10-15,"do_mgl",5,"mgl"
"20086",35.6625,-78.61139,"LAGOS_152390","Lake",2009-10-15,"mg_mgl",1.87,"mgl"
"20087",35.6625,-78.61139,"LAGOS_152390","Lake",2009-10-15,"ph_field",6.8,"field"
"20088",35.6625,-78.61139,"LAGOS_152390","Lake",2009-10-15,"so4_mgl",3.13,"mgl"
"20089",35.6625,-78.61139,"LAGOS_152390","Lake",2009-10-15,"temp_degc",19.4,"degc"
"20090",35.95,-79.24111,"LAGOS_156208","Lake",2004-04-08,"alk_ueql",451.548,"ueql"
"20091",35.95,-79.24111,"LAGOS_156208","Lake",2004-04-08,"ca_mgl",6.36,"mgl"
"20092",35.95,-79.24111,"LAGOS_156208","Lake",2004-04-08,"cl_mgl",5.58,"mgl"
"20093",35.95,-79.24111,"LAGOS_156208","Lake",2004-04-08,"spcond_uscm",73,"uscm"
"20094",35.95,-79.24111,"LAGOS_156208","Lake",2004-04-08,"do_mgl",6.8,"mgl"
"20095",35.95,-79.24111,"LAGOS_156208","Lake",2004-04-08,"mg_mgl",2.63,"mgl"
"20096",35.95,-79.24111,"LAGOS_156208","Lake",2004-04-08,"ph_field",7.3,"field"
"20097",35.95,-79.24111,"LAGOS_156208","Lake",2004-04-08,"so4_mgl",4.39,"mgl"
"20098",35.95,-79.24111,"LAGOS_156208","Lake",2004-04-08,"temp_degc",14.3,"degc"
"20099",35.74167,-79.01917,"LAGOS_156501","Lake",2012-02-14,"alk_ueql",625.374,"ueql"
"20100",35.74167,-79.01917,"LAGOS_156501","Lake",2012-02-14,"ca_mgl",8.62,"mgl"
"20101",35.74167,-79.01917,"LAGOS_156501","Lake",2012-02-14,"cl_mgl",22.4,"mgl"
"20102",35.74167,-79.01917,"LAGOS_156501","Lake",2012-02-14,"spcond_uscm",207,"uscm"
"20103",35.74167,-79.01917,"LAGOS_156501","Lake",2012-02-14,"do_mgl",11,"mgl"
"20104",35.74167,-79.01917,"LAGOS_156501","Lake",2012-02-14,"mg_mgl",3.18,"mgl"
"20105",35.74167,-79.01917,"LAGOS_156501","Lake",2012-02-14,"ph_field",7.4,"field"
"20106",35.74167,-79.01917,"LAGOS_156501","Lake",2012-02-14,"so4_mgl",21.7,"mgl"
"20107",35.74167,-79.01917,"LAGOS_156501","Lake",2012-02-14,"temp_degc",8.1,"degc"
"20108",35.74167,-79.01917,"LAGOS_156501","Lake",2010-04-14,"alk_ueql",415.584,"ueql"
"20109",35.74167,-79.01917,"LAGOS_156501","Lake",2010-04-14,"ca_mgl",6.32,"mgl"
"20110",35.74167,-79.01917,"LAGOS_156501","Lake",2010-04-14,"cl_mgl",15.3,"mgl"
"20111",35.74167,-79.01917,"LAGOS_156501","Lake",2010-04-14,"spcond_uscm",129,"uscm"
"20112",35.74167,-79.01917,"LAGOS_156501","Lake",2010-04-14,"do_mgl",7.9,"mgl"
"20113",35.74167,-79.01917,"LAGOS_156501","Lake",2010-04-14,"mg_mgl",2.22,"mgl"
"20114",35.74167,-79.01917,"LAGOS_156501","Lake",2010-04-14,"ph_field",7.1,"field"
"20115",35.74167,-79.01917,"LAGOS_156501","Lake",2010-04-14,"so4_mgl",12.3,"mgl"
"20116",35.74167,-79.01917,"LAGOS_156501","Lake",2010-04-14,"temp_degc",18.6,"degc"
"20117",42.43916,-122.01224,"LAGOS_473584","Lake",2005-09-28,"spcond_uscm",115,"uscm"
"20118",42.43916,-122.01224,"LAGOS_473584","Lake",2005-09-28,"do_mgl",9.9,"mgl"
"20119",42.43916,-122.01224,"LAGOS_473584","Lake",2005-09-28,"ph_field",9.3,"field"
"20120",42.43916,-122.01224,"LAGOS_473584","Lake",2005-09-28,"temp_degc",14.1,"degc"
"20121",38.59432,-75.29099,"LAGOS_142130","Lake",2011-01-18,"alk_ueql",393.606,"ueql"
"20122",38.59432,-75.29099,"LAGOS_142130","Lake",2011-01-18,"spcond_uscm",151,"uscm"
"20123",38.59432,-75.29099,"LAGOS_142130","Lake",2011-01-18,"do_mgl",7.48,"mgl"
"20124",38.59432,-75.29099,"LAGOS_142130","Lake",2011-01-18,"ph_field",7.59,"field"
"20125",38.59432,-75.29099,"LAGOS_142130","Lake",2011-01-18,"temp_degc",3.71,"degc"
"20126",38.59432,-75.29099,"LAGOS_142130","Lake",2009-08-17,"alk_ueql",479.52,"ueql"
"20127",38.59432,-75.29099,"LAGOS_142130","Lake",2009-08-17,"spcond_uscm",140,"uscm"
"20128",38.59432,-75.29099,"LAGOS_142130","Lake",2009-08-17,"do_mgl",10.38,"mgl"
"20129",38.59432,-75.29099,"LAGOS_142130","Lake",2009-08-17,"ph_field",8.68,"field"
"20130",38.59432,-75.29099,"LAGOS_142130","Lake",2009-08-17,"temp_degc",28.14,"degc"
"20131",40.14806,-105.94361,"LAGOS_449845","Lake",2011-08-16,"ca_mgl",11.1,"mgl"
"20132",40.14806,-105.94361,"LAGOS_449845","Lake",2011-08-16,"spcond_uscm",91,"uscm"
"20133",40.14806,-105.94361,"LAGOS_449845","Lake",2011-08-16,"do_mgl",7.2,"mgl"
"20134",40.14806,-105.94361,"LAGOS_449845","Lake",2011-08-16,"mg_mgl",2.4,"mgl"
"20135",40.14806,-105.94361,"LAGOS_449845","Lake",2011-08-16,"ph_field",8.1,"field"
"20136",40.14806,-105.94361,"LAGOS_449845","Lake",2011-08-16,"temp_degc",19.5,"degc"
"20137",40.14806,-105.94361,"LAGOS_449845","Lake",2009-06-17,"ca_mgl",10,"mgl"
"20138",40.14806,-105.94361,"LAGOS_449845","Lake",2009-06-17,"cl_mgl",0.63,"mgl"
"20139",40.14806,-105.94361,"LAGOS_449845","Lake",2009-06-17,"spcond_uscm",82,"uscm"
"20140",40.14806,-105.94361,"LAGOS_449845","Lake",2009-06-17,"do_mgl",8.4,"mgl"
"20141",40.14806,-105.94361,"LAGOS_449845","Lake",2009-06-17,"mg_mgl",2.2,"mgl"
"20142",40.14806,-105.94361,"LAGOS_449845","Lake",2009-06-17,"ph_field",7.8,"field"
"20143",40.14806,-105.94361,"LAGOS_449845","Lake",2009-06-17,"so4_mgl",5.48,"mgl"
"20144",40.14806,-105.94361,"LAGOS_449845","Lake",2009-06-17,"temp_degc",11.9,"degc"
"20145",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"alk_ueql",169.83,"ueql"
"20146",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"ca_mgl",2.86,"mgl"
"20147",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"cl_mgl",2.29,"mgl"
"20148",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"spcond_uscm",49,"uscm"
"20149",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"do_mgl",3.6,"mgl"
"20150",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"mg_mgl",1.24,"mgl"
"20151",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"ph_eq",6.1,"eq"
"20152",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"ph_field",5.9,"field"
"20153",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"so4_mgl",4.07,"mgl"
"20154",36.15083,-78.83,"LAGOS_153842","Lake",2002-10-16,"temp_degc",19,"degc"
"20155",36.16694,-78.77222,"LAGOS_154146","Lake",2008-04-03,"alk_ueql",179.82,"ueql"
"20156",36.16694,-78.77222,"LAGOS_154146","Lake",2008-04-03,"ca_mgl",4.02,"mgl"
"20157",36.16694,-78.77222,"LAGOS_154146","Lake",2008-04-03,"cl_mgl",3.8,"mgl"
"20158",36.16694,-78.77222,"LAGOS_154146","Lake",2008-04-03,"spcond_uscm",58,"uscm"
"20159",36.16694,-78.77222,"LAGOS_154146","Lake",2008-04-03,"do_mgl",9.7,"mgl"
"20160",36.16694,-78.77222,"LAGOS_154146","Lake",2008-04-03,"mg_mgl",1.7,"mgl"
"20161",36.16694,-78.77222,"LAGOS_154146","Lake",2008-04-03,"ph_field",6.9,"field"
"20162",36.16694,-78.77222,"LAGOS_154146","Lake",2008-04-03,"so4_mgl",7.81,"mgl"
"20163",36.16694,-78.77222,"LAGOS_154146","Lake",2008-04-03,"temp_degc",13.8,"degc"
"20164",35.89694,-79.09222,"LAGOS_154413","Lake",2006-04-07,"alk_ueql",523.476,"ueql"
"20165",35.89694,-79.09222,"LAGOS_154413","Lake",2006-04-07,"ca_mgl",7.53,"mgl"
"20166",35.89694,-79.09222,"LAGOS_154413","Lake",2006-04-07,"cl_mgl",8.23,"mgl"
"20167",35.89694,-79.09222,"LAGOS_154413","Lake",2006-04-07,"spcond_uscm",113,"uscm"
"20168",35.89694,-79.09222,"LAGOS_154413","Lake",2006-04-07,"do_mgl",9.1,"mgl"
"20169",35.89694,-79.09222,"LAGOS_154413","Lake",2006-04-07,"mg_mgl",2.68,"mgl"
"20170",35.89694,-79.09222,"LAGOS_154413","Lake",2006-04-07,"ph_field",7.2,"field"
"20171",35.89694,-79.09222,"LAGOS_154413","Lake",2006-04-07,"so4_mgl",11,"mgl"
"20172",35.89694,-79.09222,"LAGOS_154413","Lake",2006-04-07,"temp_degc",17.4,"degc"
"20173",35.74167,-79.01917,"LAGOS_156501","Lake",2013-09-17,"spcond_uscm",128,"uscm"
"20174",35.74167,-79.01917,"LAGOS_156501","Lake",2013-09-17,"do_mgl",7.1,"mgl"
"20175",35.74167,-79.01917,"LAGOS_156501","Lake",2013-09-17,"ph_field",7.5,"field"
"20176",35.74167,-79.01917,"LAGOS_156501","Lake",2013-09-17,"temp_degc",26.2,"degc"
"20177",42.43916,-122.01224,"LAGOS_473584","Lake",2015-06-23,"spcond_uscm",119,"uscm"
"20178",42.43916,-122.01224,"LAGOS_473584","Lake",2015-06-23,"do_mgl",8,"mgl"
"20179",42.43916,-122.01224,"LAGOS_473584","Lake",2015-06-23,"ph_field",9.5,"field"
"20180",42.43916,-122.01224,"LAGOS_473584","Lake",2015-06-23,"temp_degc",20.4,"degc"
"20181",40.24332,-105.81362,"LAGOS_449545","Lake",2013-07-17,"ca_mgl",4.47,"mgl"
"20182",40.24332,-105.81362,"LAGOS_449545","Lake",2013-07-17,"spcond_uscm",37,"uscm"
"20183",40.24332,-105.81362,"LAGOS_449545","Lake",2013-07-17,"do_mgl",7.7,"mgl"
"20184",40.24332,-105.81362,"LAGOS_449545","Lake",2013-07-17,"mg_mgl",0.883,"mgl"
"20185",40.24332,-105.81362,"LAGOS_449545","Lake",2013-07-17,"ph_field",7.5,"field"
"20186",40.24332,-105.81362,"LAGOS_449545","Lake",2013-07-17,"temp_degc",17.6,"degc"
"20187",40.24332,-105.81362,"LAGOS_449545","Lake",2009-06-15,"ca_mgl",3.79,"mgl"
"20188",40.24332,-105.81362,"LAGOS_449545","Lake",2009-06-15,"cl_mgl",0.46,"mgl"
"20189",40.24332,-105.81362,"LAGOS_449545","Lake",2009-06-15,"spcond_uscm",31,"uscm"
"20190",40.24332,-105.81362,"LAGOS_449545","Lake",2009-06-15,"do_mgl",9.3,"mgl"
"20191",40.24332,-105.81362,"LAGOS_449545","Lake",2009-06-15,"mg_mgl",0.717,"mgl"
"20192",40.24332,-105.81362,"LAGOS_449545","Lake",2009-06-15,"ph_field",7.4,"field"
"20193",40.24332,-105.81362,"LAGOS_449545","Lake",2009-06-15,"so4_mgl",2.15,"mgl"
"20194",40.24332,-105.81362,"LAGOS_449545","Lake",2009-06-15,"temp_degc",8.3,"degc"
"20195",40.14971,-105.8614,"LAGOS_449642","Lake",2012-08-08,"ca_mgl",7.29,"mgl"
"20196",40.14971,-105.8614,"LAGOS_449642","Lake",2012-08-08,"spcond_uscm",58,"uscm"
"20197",40.14971,-105.8614,"LAGOS_449642","Lake",2012-08-08,"do_mgl",6.9,"mgl"
"20198",40.14971,-105.8614,"LAGOS_449642","Lake",2012-08-08,"mg_mgl",1.35,"mgl"
"20199",40.14971,-105.8614,"LAGOS_449642","Lake",2012-08-08,"ph_field",7.9,"field"
"20200",40.14971,-105.8614,"LAGOS_449642","Lake",2012-08-08,"temp_degc",19,"degc"
"20201",40.14971,-105.8614,"LAGOS_449642","Lake",2016-01-27,"ca_mgl",7.06,"mgl"
"20202",40.14971,-105.8614,"LAGOS_449642","Lake",2016-01-27,"cl_mgl",0.66,"mgl"
"20203",40.14971,-105.8614,"LAGOS_449642","Lake",2016-01-27,"spcond_uscm",60,"uscm"
"20204",40.14971,-105.8614,"LAGOS_449642","Lake",2016-01-27,"do_mgl",10.8,"mgl"
"20205",40.14971,-105.8614,"LAGOS_449642","Lake",2016-01-27,"mg_mgl",1.33,"mgl"
"20206",40.14971,-105.8614,"LAGOS_449642","Lake",2016-01-27,"ph_field",7.5,"field"
"20207",40.14971,-105.8614,"LAGOS_449642","Lake",2016-01-27,"so4_mgl",3.25,"mgl"
"20208",40.14971,-105.8614,"LAGOS_449642","Lake",2016-01-27,"temp_degc",1.3,"degc"
"20209",40.14971,-105.8614,"LAGOS_449642","Lake",2010-07-13,"ca_mgl",7.45,"mgl"
"20210",40.14971,-105.8614,"LAGOS_449642","Lake",2010-07-13,"spcond_uscm",60,"uscm"
"20211",40.14971,-105.8614,"LAGOS_449642","Lake",2010-07-13,"do_mgl",8.2,"mgl"
"20212",40.14971,-105.8614,"LAGOS_449642","Lake",2010-07-13,"mg_mgl",1.46,"mgl"
"20213",40.14971,-105.8614,"LAGOS_449642","Lake",2010-07-13,"ph_field",8.2,"field"
"20214",40.14971,-105.8614,"LAGOS_449642","Lake",2010-07-13,"temp_degc",16.1,"degc"
"20215",34.59528,-112.4166,"LAGOS_454733","Lake",2011-04-21,"alk_ueql",2917.08,"ueql"
"20216",34.59528,-112.4166,"LAGOS_454733","Lake",2011-04-21,"spcond_uscm",421,"uscm"
"20217",34.59528,-112.4166,"LAGOS_454733","Lake",2011-04-21,"do_mgl",10.27,"mgl"
"20218",34.59528,-112.4166,"LAGOS_454733","Lake",2011-04-21,"ph_field",6.6,"field"
"20219",34.59528,-112.4166,"LAGOS_454733","Lake",2011-04-21,"so4_mgl",15.7,"mgl"
"20220",34.59528,-112.4166,"LAGOS_454733","Lake",2011-04-21,"temp_degc",15.1,"degc"
"20221",36.01528,-78.69111,"LAGOS_152064","Lake",2010-08-10,"alk_ueql",443.556,"ueql"
"20222",36.01528,-78.69111,"LAGOS_152064","Lake",2010-08-10,"ca_mgl",6.46,"mgl"
"20223",36.01528,-78.69111,"LAGOS_152064","Lake",2010-08-10,"cl_mgl",7.46,"mgl"
"20224",36.01528,-78.69111,"LAGOS_152064","Lake",2010-08-10,"spcond_uscm",96,"uscm"
"20225",36.01528,-78.69111,"LAGOS_152064","Lake",2010-08-10,"do_mgl",9.1,"mgl"
"20226",36.01528,-78.69111,"LAGOS_152064","Lake",2010-08-10,"mg_mgl",2.65,"mgl"
"20227",36.01528,-78.69111,"LAGOS_152064","Lake",2010-08-10,"ph_field",8.6,"field"
"20228",36.01528,-78.69111,"LAGOS_152064","Lake",2010-08-10,"so4_mgl",4.87,"mgl"
"20229",36.01528,-78.69111,"LAGOS_152064","Lake",2010-08-10,"temp_degc",31,"degc"
"20230",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"alk_ueql",879.12,"ueql"
"20231",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"ca_mgl",8.9,"mgl"
"20232",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"cl_mgl",22.5,"mgl"
"20233",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"spcond_uscm",213,"uscm"
"20234",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"do_mgl",6.9,"mgl"
"20235",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"mg_mgl",3.23,"mgl"
"20236",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"ph_eq",7.4,"eq"
"20237",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"ph_field",7.3,"field"
"20238",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"so4_mgl",16.7,"mgl"
"20239",35.74167,-79.01917,"LAGOS_156501","Lake",2002-09-03,"temp_degc",24.1,"degc"
"20240",35.6625,-78.61139,"LAGOS_152390","Lake",2010-08-12,"alk_ueql",481.518,"ueql"
"20241",35.6625,-78.61139,"LAGOS_152390","Lake",2010-08-12,"ca_mgl",6.45,"mgl"
"20242",35.6625,-78.61139,"LAGOS_152390","Lake",2010-08-12,"cl_mgl",10.1,"mgl"
"20243",35.6625,-78.61139,"LAGOS_152390","Lake",2010-08-12,"spcond_uscm",96,"uscm"
"20244",35.6625,-78.61139,"LAGOS_152390","Lake",2010-08-12,"do_mgl",5.6,"mgl"
"20245",35.6625,-78.61139,"LAGOS_152390","Lake",2010-08-12,"mg_mgl",1.93,"mgl"
"20246",35.6625,-78.61139,"LAGOS_152390","Lake",2010-08-12,"ph_field",7.2,"field"
"20247",35.6625,-78.61139,"LAGOS_152390","Lake",2010-08-12,"so4_mgl",2.93,"mgl"
"20248",35.6625,-78.61139,"LAGOS_152390","Lake",2010-08-12,"temp_degc",31.7,"degc"
"20249",35.74167,-79.01917,"LAGOS_156501","Lake",2010-06-03,"alk_ueql",561.438,"ueql"
"20250",35.74167,-79.01917,"LAGOS_156501","Lake",2010-06-03,"ca_mgl",7.43,"mgl"
"20251",35.74167,-79.01917,"LAGOS_156501","Lake",2010-06-03,"cl_mgl",15.6,"mgl"
"20252",35.74167,-79.01917,"LAGOS_156501","Lake",2010-06-03,"spcond_uscm",147,"uscm"
"20253",35.74167,-79.01917,"LAGOS_156501","Lake",2010-06-03,"do_mgl",7.6,"mgl"
"20254",35.74167,-79.01917,"LAGOS_156501","Lake",2010-06-03,"mg_mgl",2.88,"mgl"
"20255",35.74167,-79.01917,"LAGOS_156501","Lake",2010-06-03,"ph_field",7.7,"field"
"20256",35.74167,-79.01917,"LAGOS_156501","Lake",2010-06-03,"so4_mgl",12.8,"mgl"
"20257",35.74167,-79.01917,"LAGOS_156501","Lake",2010-06-03,"temp_degc",25.6,"degc"
"20258",38.6718,-75.18588,"LAGOS_142394","Lake",2011-09-19,"alk_ueql",617.382,"ueql"
"20259",38.6718,-75.18588,"LAGOS_142394","Lake",2011-09-19,"spcond_uscm",163,"uscm"
"20260",38.6718,-75.18588,"LAGOS_142394","Lake",2011-09-19,"do_mgl",1.77,"mgl"
"20261",38.6718,-75.18588,"LAGOS_142394","Lake",2011-09-19,"ph_field",6.74,"field"
"20262",38.6718,-75.18588,"LAGOS_142394","Lake",2011-09-19,"temp_degc",19.97,"degc"
"20263",35.89694,-79.09222,"LAGOS_154413","Lake",2008-08-01,"alk_ueql",517.482,"ueql"
"20264",35.89694,-79.09222,"LAGOS_154413","Lake",2008-08-01,"ca_mgl",7.61,"mgl"
"20265",35.89694,-79.09222,"LAGOS_154413","Lake",2008-08-01,"cl_mgl",6.01,"mgl"
"20266",35.89694,-79.09222,"LAGOS_154413","Lake",2008-08-01,"spcond_uscm",113,"uscm"
"20267",35.89694,-79.09222,"LAGOS_154413","Lake",2008-08-01,"do_mgl",0.3,"mgl"
"20268",35.89694,-79.09222,"LAGOS_154413","Lake",2008-08-01,"mg_mgl",2.54,"mgl"
"20269",35.89694,-79.09222,"LAGOS_154413","Lake",2008-08-01,"ph_field",7,"field"
"20270",35.89694,-79.09222,"LAGOS_154413","Lake",2008-08-01,"so4_mgl",7.91,"mgl"
"20271",35.89694,-79.09222,"LAGOS_154413","Lake",2008-08-01,"temp_degc",26.2,"degc"
"20272",40.24332,-105.81362,"LAGOS_449545","Lake",2010-10-28,"ca_mgl",5.58,"mgl"
"20273",40.24332,-105.81362,"LAGOS_449545","Lake",2010-10-28,"cl_mgl",0.35,"mgl"
"20274",40.24332,-105.81362,"LAGOS_449545","Lake",2010-10-28,"spcond_uscm",44,"uscm"
"20275",40.24332,-105.81362,"LAGOS_449545","Lake",2010-10-28,"do_mgl",7.8,"mgl"
"20276",40.24332,-105.81362,"LAGOS_449545","Lake",2010-10-28,"mg_mgl",1.1,"mgl"
"20277",40.24332,-105.81362,"LAGOS_449545","Lake",2010-10-28,"ph_field",7.5,"field"
"20278",40.24332,-105.81362,"LAGOS_449545","Lake",2010-10-28,"so4_mgl",2.49,"mgl"
"20279",40.24332,-105.81362,"LAGOS_449545","Lake",2010-10-28,"temp_degc",8,"degc"
"20280",40.14971,-105.8614,"LAGOS_449642","Lake",2012-03-26,"ca_mgl",6.32,"mgl"
"20281",40.14971,-105.8614,"LAGOS_449642","Lake",2012-03-26,"spcond_uscm",48,"uscm"
"20282",40.14971,-105.8614,"LAGOS_449642","Lake",2012-03-26,"do_mgl",8.5,"mgl"
"20283",40.14971,-105.8614,"LAGOS_449642","Lake",2012-03-26,"mg_mgl",1.21,"mgl"
"20284",40.14971,-105.8614,"LAGOS_449642","Lake",2012-03-26,"ph_field",7.4,"field"
"20285",40.14971,-105.8614,"LAGOS_449642","Lake",2012-03-26,"temp_degc",2.9,"degc"
"20286",40.24332,-105.81362,"LAGOS_449545","Lake",2002-05-01,"cl_mgl",0.4,"mgl"
"20287",40.24332,-105.81362,"LAGOS_449545","Lake",2002-05-01,"spcond_uscm",49,"uscm"
"20288",40.24332,-105.81362,"LAGOS_449545","Lake",2002-05-01,"do_mgl",7.9,"mgl"
"20289",40.24332,-105.81362,"LAGOS_449545","Lake",2002-05-01,"ph_field",6.4,"field"
"20290",40.24332,-105.81362,"LAGOS_449545","Lake",2002-05-01,"so4_mgl",2.98,"mgl"
"20291",40.24332,-105.81362,"LAGOS_449545","Lake",2002-05-01,"temp_degc",3.9,"degc"
"20292",34.59528,-112.4166,"LAGOS_454733","Lake",2011-08-09,"spcond_uscm",417,"uscm"
"20293",34.59528,-112.4166,"LAGOS_454733","Lake",2011-08-09,"do_mgl",8.7,"mgl"
"20294",34.59528,-112.4166,"LAGOS_454733","Lake",2011-08-09,"ph_field",9.1,"field"
"20295",34.59528,-112.4166,"LAGOS_454733","Lake",2011-08-09,"temp_degc",24.7,"degc"
"20296",40.14971,-105.8614,"LAGOS_449642","Lake",2011-01-24,"ca_mgl",8.14,"mgl"
"20297",40.14971,-105.8614,"LAGOS_449642","Lake",2011-01-24,"cl_mgl",0.8,"mgl"
"20298",40.14971,-105.8614,"LAGOS_449642","Lake",2011-01-24,"spcond_uscm",68,"uscm"
"20299",40.14971,-105.8614,"LAGOS_449642","Lake",2011-01-24,"do_mgl",10.3,"mgl"
"20300",40.14971,-105.8614,"LAGOS_449642","Lake",2011-01-24,"mg_mgl",1.56,"mgl"
"20301",40.14971,-105.8614,"LAGOS_449642","Lake",2011-01-24,"ph_field",7.8,"field"
"20302",40.14971,-105.8614,"LAGOS_449642","Lake",2011-01-24,"so4_mgl",3.82,"mgl"
"20303",40.14971,-105.8614,"LAGOS_449642","Lake",2011-01-24,"temp_degc",1.4,"degc"
"20304",40.10842,-105.98236,"LAGOS_449929","Lake",2011-08-15,"ca_mgl",9.56,"mgl"
"20305",40.10842,-105.98236,"LAGOS_449929","Lake",2011-08-15,"spcond_uscm",77,"uscm"
"20306",40.10842,-105.98236,"LAGOS_449929","Lake",2011-08-15,"do_mgl",7.9,"mgl"
"20307",40.10842,-105.98236,"LAGOS_449929","Lake",2011-08-15,"mg_mgl",1.8,"mgl"
"20308",40.10842,-105.98236,"LAGOS_449929","Lake",2011-08-15,"ph_field",7.6,"field"
"20309",40.10842,-105.98236,"LAGOS_449929","Lake",2011-08-15,"temp_degc",10.3,"degc"
"20310",40.14806,-105.94361,"LAGOS_449845","Lake",2011-03-28,"ca_mgl",16,"mgl"
"20311",40.14806,-105.94361,"LAGOS_449845","Lake",2011-03-28,"spcond_uscm",144,"uscm"
"20312",40.14806,-105.94361,"LAGOS_449845","Lake",2011-03-28,"do_mgl",10.5,"mgl"
"20313",40.14806,-105.94361,"LAGOS_449845","Lake",2011-03-28,"mg_mgl",3.62,"mgl"
"20314",40.14806,-105.94361,"LAGOS_449845","Lake",2011-03-28,"ph_field",7.7,"field"
"20315",40.14806,-105.94361,"LAGOS_449845","Lake",2011-03-28,"temp_degc",0.1,"degc"
"20316",38.6718,-75.18588,"LAGOS_142394","Lake",2011-04-11,"alk_ueql",423.576,"ueql"
"20317",38.6718,-75.18588,"LAGOS_142394","Lake",2011-04-11,"spcond_uscm",135,"uscm"
"20318",38.6718,-75.18588,"LAGOS_142394","Lake",2011-04-11,"do_mgl",8.94,"mgl"
"20319",38.6718,-75.18588,"LAGOS_142394","Lake",2011-04-11,"ph_field",6.6,"field"
"20320",38.6718,-75.18588,"LAGOS_142394","Lake",2011-04-11,"temp_degc",16.37,"degc"
"20321",35.89694,-79.09222,"LAGOS_154413","Lake",2014-04-29,"alk_ueql",533.466,"ueql"
