SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
QU02LB9001,2016-12-13 10:00,,329,1.5,1.5,8222,µG/L,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-01-26 11:20,,218,1.5,1.5,8222,µG/L,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-02-23 10:30,,220,1.5,1.5,8222,µG/L,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-03-21 10:00,,322,1.5,1.5,8222,µG/L,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-11-22 09:50,,15,0.1,0.1,8223,µG/L,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-12-13 10:00,,16.9,0.1,0.1,8223,µG/L,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-01-26 11:20,,15.7,0.1,0.1,8223,µG/L,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-02-23 10:30,,16.1,0.1,0.1,8223,µG/L,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-03-21 10:00,,17.5,0.1,0.1,8223,µG/L,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-11-22 09:50,,1.2,0.1,0.1,8224,µG/L,COPPER  TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,1.3,0.1,0.1,8224,µG/L,COPPER  TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,1.1,0.1,0.1,8224,µG/L,COPPER  TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,1.1,0.1,0.1,8224,µG/L,COPPER  TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,1.2,0.1,0.1,8224,µG/L,COPPER  TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,367,0.5,0.5,8225,µG/L,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,452,0.5,0.5,8225,µG/L,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,291,0.5,0.5,8225,µG/L,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,298,0.5,0.5,8225,µG/L,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,382,0.5,0.5,8225,µG/L,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.6,0.1,0.1,8226,µG/L,LITHIUM TOTAL RECOVERABLE,LITHIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.6,0.1,0.1,8226,µG/L,LITHIUM TOTAL RECOVERABLE,LITHIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.7,0.1,0.1,8226,µG/L,LITHIUM TOTAL RECOVERABLE,LITHIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,15.1,0.2,0.2,8227,µG/L,MANGANESE TOTAL RECOVERABLE,MANGANÈSE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,12.3,0.2,0.2,8227,µG/L,MANGANESE TOTAL RECOVERABLE,MANGANÈSE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,9.7,0.2,0.2,8227,µG/L,MANGANESE TOTAL RECOVERABLE,MANGANÈSE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,9.5,0.2,0.2,8227,µG/L,MANGANESE TOTAL RECOVERABLE,MANGANÈSE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,10.7,0.2,0.2,8227,µG/L,MANGANESE TOTAL RECOVERABLE,MANGANÈSE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,1.4,0.2,0.2,8228,µG/L,ZINC TOTAL RECOVERABLE,ZINC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,1.7,0.2,0.2,8228,µG/L,ZINC TOTAL RECOVERABLE,ZINC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,1.3,0.2,0.2,8228,µG/L,ZINC TOTAL RECOVERABLE,ZINC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,1.5,0.2,0.2,8228,µG/L,ZINC TOTAL RECOVERABLE,ZINC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,1.7,0.2,0.2,8228,µG/L,ZINC TOTAL RECOVERABLE,ZINC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.04,0.02,0.02,8229,µG/L,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.05,0.02,0.02,8229,µG/L,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.05,0.02,0.02,8229,µG/L,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.05,0.02,0.02,8229,µG/L,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.05,0.02,0.02,8229,µG/L,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.41,0.02,0.02,8230,µG/L,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.44,0.02,0.02,8230,µG/L,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.44,0.02,0.02,8230,µG/L,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.45,0.02,0.02,8230,µG/L,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.42,0.02,0.02,8230,µG/L,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.02,0.01,0.01,8231,µG/L,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.01,0.01,0.01,8231,µG/L,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.01,0.01,0.01,8231,µG/L,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,<,0.01,0.01,0.01,8231,µG/L,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.01,0.01,0.01,8231,µG/L,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.7,0.02,0.02,8232,µG/L,CHROMIUM TOTAL RECOVERABLE,CHROME  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.89,0.02,0.02,8232,µG/L,CHROMIUM TOTAL RECOVERABLE,CHROME  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.59,0.02,0.02,8232,µG/L,CHROMIUM TOTAL RECOVERABLE,CHROME  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.61,0.02,0.02,8232,µG/L,CHROMIUM TOTAL RECOVERABLE,CHROME  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.74,0.02,0.02,8232,µG/L,CHROMIUM TOTAL RECOVERABLE,CHROME  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.11,0.02,0.02,8233,µG/L,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.16,0.02,0.02,8233,µG/L,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.09,0.02,0.02,8233,µG/L,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.1,0.02,0.02,8233,µG/L,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.13,0.02,0.02,8233,µG/L,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.19,0.03,0.03,8236,µG/L,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.2,0.03,0.03,8236,µG/L,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.12,0.03,0.03,8236,µG/L,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.13,0.03,0.03,8236,µG/L,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.19,0.03,0.03,8236,µG/L,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.25,0.02,0.02,8237,µG/L,MOLYBDENUM TOTAL RECOVERABLE,MOLYBDÈNE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.3,0.02,0.02,8237,µG/L,MOLYBDENUM TOTAL RECOVERABLE,MOLYBDÈNE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.24,0.02,0.02,8237,µG/L,MOLYBDENUM TOTAL RECOVERABLE,MOLYBDÈNE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.22,0.02,0.02,8237,µG/L,MOLYBDENUM TOTAL RECOVERABLE,MOLYBDÈNE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.22,0.02,0.02,8237,µG/L,MOLYBDENUM TOTAL RECOVERABLE,MOLYBDÈNE RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.81,0.05,0.05,8238,µG/L,NICKEL  TOTAL RECOVERABLE,NICKEL  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.9,0.05,0.05,8238,µG/L,NICKEL  TOTAL RECOVERABLE,NICKEL  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.68,0.05,0.05,8238,µG/L,NICKEL  TOTAL RECOVERABLE,NICKEL  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.71,0.05,0.05,8238,µG/L,NICKEL  TOTAL RECOVERABLE,NICKEL  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.77,0.05,0.05,8238,µG/L,NICKEL  TOTAL RECOVERABLE,NICKEL  RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,,0.09,0.03,0.03,8240,µG/L,SELENIUM TOTAL RECOVERABLE,SÉLÉNIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-12-13 10:00,,0.1,0.03,0.03,8240,µG/L,SELENIUM TOTAL RECOVERABLE,SÉLÉNIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-01-26 11:20,,0.1,0.03,0.03,8240,µG/L,SELENIUM TOTAL RECOVERABLE,SÉLÉNIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-02-23 10:30,,0.08,0.03,0.03,8240,µG/L,SELENIUM TOTAL RECOVERABLE,SÉLÉNIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-03-21 10:00,,0.08,0.03,0.03,8240,µG/L,SELENIUM TOTAL RECOVERABLE,SÉLÉNIUM TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-01-26 11:20,,61.6,0.15,0.15,8241,µG/L,STRONTIUM TOTAL RECOVERABLE,STRONTIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,51.1,0.15,0.15,8241,µG/L,STRONTIUM TOTAL RECOVERABLE,STRONTIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,56.6,0.15,0.15,8241,µG/L,STRONTIUM TOTAL RECOVERABLE,STRONTIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.54,0.02,0.02,8244,µG/L,VANADIUM TOTAL RECOVERABLE,VANADIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.49,0.02,0.02,8244,µG/L,VANADIUM TOTAL RECOVERABLE,VANADIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.66,0.02,0.02,8244,µG/L,VANADIUM TOTAL RECOVERABLE,VANADIUM RÉCUPÉRABLE TOTAL,P
QU02LB9001,2016-11-22 09:50,<,0.005,0.005,0.005,8247,µG/L,SILVER TOTAL RECOVERABLE,ARGENT TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-12-13 10:00,<,0.005,0.005,0.005,8247,µG/L,SILVER TOTAL RECOVERABLE,ARGENT TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-01-26 11:20,<,0.005,0.005,0.005,8247,µG/L,SILVER TOTAL RECOVERABLE,ARGENT TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-02-23 10:30,<,0.005,0.005,0.005,8247,µG/L,SILVER TOTAL RECOVERABLE,ARGENT TOTAL RÉCUPÉRABLE,P
QU02LB9001,2017-03-21 10:00,<,0.005,0.005,0.005,8247,µG/L,SILVER TOTAL RECOVERABLE,ARGENT TOTAL RÉCUPÉRABLE,P
QU02LB9001,2016-11-22 09:50,,2.92,0.1,0.1,8250,µG/L,CHLOROPHYLL A,CHLOROPHYLLE A,P
QU02LB9001,2016-12-13 10:00,,1.31,0.1,0.1,8250,µG/L,CHLOROPHYLL A,CHLOROPHYLLE A,P
QU02LB9001,2017-01-26 11:20,,0.37,0.1,0.1,8250,µG/L,CHLOROPHYLL A,CHLOROPHYLLE A,P
QU02LB9001,2017-02-23 10:30,,0.2,0.1,0.1,8250,µG/L,CHLOROPHYLL A,CHLOROPHYLLE A,P
QU02LB9001,2017-03-21 10:00,,0.36,0.1,0.1,8250,µG/L,CHLOROPHYLL A,CHLOROPHYLLE A,P
QU02LB9001,2016-11-22 09:50,,0.05,0.02,0.02,8251,MG/L,NITROGEN PARTICULATE ORGANIC,AZOTE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2016-12-13 10:00,,0.04,0.02,0.02,8251,MG/L,NITROGEN PARTICULATE ORGANIC,AZOTE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2017-01-26 11:20,,0.03,0.02,0.02,8251,MG/L,NITROGEN PARTICULATE ORGANIC,AZOTE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2017-02-23 10:30,,0.03,0.02,0.02,8251,MG/L,NITROGEN PARTICULATE ORGANIC,AZOTE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2017-03-21 10:00,,0.03,0.02,0.02,8251,MG/L,NITROGEN PARTICULATE ORGANIC,AZOTE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2016-11-22 09:50,,5.93,0.25,0.25,8258,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
QU02LB9001,2016-12-13 10:00,,6.74,0.25,0.25,8258,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
QU02LB9001,2017-01-26 11:20,,6.6,0.25,0.25,8258,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
QU02LB9001,2017-02-23 10:30,,6.54,0.25,0.25,8258,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
QU02LB9001,2017-03-21 10:00,,6.93,0.25,0.25,8258,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.56,0.06,0.06,8260,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
QU02LB9001,2016-12-13 10:00,,0.74,0.06,0.06,8260,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
QU02LB9001,2017-01-26 11:20,,0.67,0.06,0.06,8260,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
QU02LB9001,2017-02-23 10:30,,0.45,0.06,0.06,8260,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
QU02LB9001,2017-03-21 10:00,,0.89,0.06,0.06,8260,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
QU02LB9001,2016-11-22 09:50,,4,1,1,951,MG/L,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUES OR TOTAL SUSPENDED MATERIALS),SOLIDES TOTAUX EN SUSPENSION (OU RÉSIDUS NON FILTRABLES TOTAUX OU MATIÈRES EN SUSPENSION TOTALES),P
QU02LB9001,2016-12-13 10:00,,6,1,1,951,MG/L,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUES OR TOTAL SUSPENDED MATERIALS),SOLIDES TOTAUX EN SUSPENSION (OU RÉSIDUS NON FILTRABLES TOTAUX OU MATIÈRES EN SUSPENSION TOTALES),P
QU02LB9001,2017-01-26 11:20,,2,1,1,951,MG/L,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUES OR TOTAL SUSPENDED MATERIALS),SOLIDES TOTAUX EN SUSPENSION (OU RÉSIDUS NON FILTRABLES TOTAUX OU MATIÈRES EN SUSPENSION TOTALES),P
QU02LB9001,2017-02-23 10:30,,2,1,1,951,MG/L,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUES OR TOTAL SUSPENDED MATERIALS),SOLIDES TOTAUX EN SUSPENSION (OU RÉSIDUS NON FILTRABLES TOTAUX OU MATIÈRES EN SUSPENSION TOTALES),P
QU02LB9001,2017-03-21 10:00,,3,1,1,951,MG/L,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUES OR TOTAL SUSPENDED MATERIALS),SOLIDES TOTAUX EN SUSPENSION (OU RÉSIDUS NON FILTRABLES TOTAUX OU MATIÈRES EN SUSPENSION TOTALES),P
QU02LB9001,2016-11-22 09:50,,0.075,0.003,0.003,962,MG/L N,AMMONIA DISSOLVED,AZOTE AMMONIACAL DISSOUS,P
QU02LB9001,2016-12-13 10:00,,0.07,0.003,0.003,962,MG/L N,AMMONIA DISSOLVED,AZOTE AMMONIACAL DISSOUS,P
QU02LB9001,2017-01-26 11:20,,0.062,0.003,0.003,962,MG/L N,AMMONIA DISSOLVED,AZOTE AMMONIACAL DISSOUS,P
QU02LB9001,2017-02-23 10:30,,0.066,0.003,0.003,962,MG/L N,AMMONIA DISSOLVED,AZOTE AMMONIACAL DISSOUS,P
QU02LB9001,2017-03-21 10:00,,0.055,0.003,0.003,962,MG/L N,AMMONIA DISSOLVED,AZOTE AMMONIACAL DISSOUS,P
QU02LB9001,2016-11-22 09:50,,5.54,0.002,0.002,967,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
QU02LB9001,2016-12-13 10:00,,7.73,0.002,0.002,967,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
QU02LB9001,2017-01-26 11:20,,9,0.002,0.002,967,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
QU02LB9001,2017-02-23 10:30,,6.26,0.002,0.002,967,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.043,0.001,0.001,968,MG/L N,NITROGEN DISSOLVED NITRITE,AZOTE DISSOUS NITRITES,P
QU02LB9001,2016-12-13 10:00,,0.166,0.001,0.001,968,MG/L N,NITROGEN DISSOLVED NITRITE,AZOTE DISSOUS NITRITES,P
QU02LB9001,2017-01-26 11:20,,0.213,0.001,0.001,968,MG/L N,NITROGEN DISSOLVED NITRITE,AZOTE DISSOUS NITRITES,P
QU02LB9001,2017-02-23 10:30,,0.055,0.001,0.001,968,MG/L N,NITROGEN DISSOLVED NITRITE,AZOTE DISSOUS NITRITES,P
QU02LB9001,2016-11-22 09:50,,6.82,0.002,0.002,969,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
QU02LB9001,2016-12-13 10:00,,7.89,0.002,0.002,969,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
QU02LB9001,2017-01-26 11:20,,7.11,0.002,0.002,969,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
QU02LB9001,2017-02-23 10:30,,6.16,0.002,0.002,969,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
QU02LB9001,2016-11-22 09:50,,0.265,0.001,0.001,970,MG/L N,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
QU02LB9001,2016-12-13 10:00,,0.41,0.001,0.001,970,MG/L N,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
QU02LB9001,2017-01-26 11:20,,0.338,0.001,0.001,970,MG/L N,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
QU02LB9001,2017-02-23 10:30,,0.226,0.001,0.001,970,MG/L N,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
QU02LB9001,2016-11-22 09:50,,0.45,0.06,0.06,977,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2016-12-13 10:00,,0.4,0.06,0.06,977,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2017-01-26 11:20,,0.21,0.06,0.06,977,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2017-02-23 10:30,,0.27,0.06,0.06,977,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2017-03-21 10:00,,0.25,0.06,0.06,977,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
QU02LB9001,2016-09-22 10:20,<,0.09,0.09,0.09,4753,MG/L,SULPHUR PARTICULATE,SOUFRE PARTICULAIRE,P
QU02LB9001,2016-10-26 10:15,<,0.09,0.09,0.09,4753,MG/L,SULPHUR PARTICULATE,SOUFRE PARTICULAIRE,P
QU02LB9001,2016-09-22 10:20,,0.004,0.002,0.002,1043,MG/L P,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHATE DISSOUS,P
QU02LB9001,2016-10-26 10:15,,0.01,0.002,0.002,1043,MG/L P,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHATE DISSOUS,P
QU02LB9001,2016-09-22 10:20,,0.017,0.002,0.002,1044,MG/L P,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
QU02LB9001,2016-10-26 10:15,,0.026,0.002,0.002,1044,MG/L P,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
QU02LB9001,2016-09-22 10:20,,0.007,0.002,0.002,1045,MG/L P,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,P
QU02LB9001,2016-10-26 10:15,,0.014,0.002,0.002,1045,MG/L P,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORUS TOTAL DISSOUS,P
QU02LB9001,2016-09-22 10:20,,0.93,0.03,0.03,109747,NG/L,MERCURY TOTAL,MERCURE TOTAL,P
QU02LB9001,2016-10-26 10:15,,1.35,0.03,0.03,109747,NG/L,MERCURY TOTAL,MERCURE TOTAL,P
QU02LB9001,2016-09-22 10:20,,0.5,0.03,0.03,1328,NG/L,MERCURY DISSOLVED,MERCURE DISSOUS,P
QU02LB9001,2016-10-26 10:15,,0.7,0.03,0.03,1328,NG/L,MERCURY DISSOLVED,MERCURE DISSOUS,P
QU02LB9001,2016-09-22 10:20,,3,0.2,0.2,4755,NTU,TURBIDITY,TURBIDITÉ,P
QU02LB9001,2016-10-26 10:15,,8.5,0.2,0.2,4755,NTU,TURBIDITY,TURBIDITÉ,P
QU02LB9001,2016-09-22 10:20,,26,1.5,1.5,6207,µG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
QU02LB9001,2016-10-26 10:15,,24.1,1.5,1.5,6207,µG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
QU02LB9001,2016-09-22 10:20,,0.05,0.01,0.01,6208,µG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
QU02LB9001,2016-10-26 10:15,,0.05,0.01,0.01,6208,µG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
QU02LB9001,2016-09-22 10:20,,0.402,0.025,0.025,6209,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
QU02LB9001,2016-10-26 10:15,,0.376,0.025,0.025,6209,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
QU02LB9001,2016-09-22 10:20,,12.5,0.07,0.07,6210,µG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
QU02LB9001,2016-10-26 10:15,,12,0.07,0.07,6210,µG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
QU02LB9001,2016-09-22 10:20,,0.005,0.005,0.005,6214,µG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
QU02LB9001,2016-10-26 10:15,,0.006,0.005,0.005,6214,µG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
QU02LB9001,2016-09-22 10:20,,0.171,0.015,0.015,6215,µG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
QU02LB9001,2016-10-26 10:15,,0.231,0.015,0.015,6215,µG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
QU02LB9001,2016-09-22 10:20,,0.02,0.01,0.01,6216,µG/L,COBALT DISSOLVED,COBALT DISSOUS,P
QU02LB9001,2016-10-26 10:15,,0.02,0.01,0.01,6216,µG/L,COBALT DISSOLVED,COBALT DISSOUS,P
QU02LB9001,2016-09-22 10:20,,0.92,0.06,0.06,6217,µG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
QU02LB9001,2016-10-26 10:15,,1.01,0.06,0.06,6217,µG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
